dhn_id,NIK,status_dhn,alasan,tanggal_input
DHN000524,3171010906030524,Tidak,,2024-04-04
DHN000525,3674012811660525,Tidak,,2024-02-28
DHN000526,3671010611980526,Tidak,,2025-08-09
DHN000527,3271011910800527,Tidak,,2023-03-04
DHN000528,3276012810980528,Tidak,,2024-06-02
DHN000529,3175015101820529,Tidak,,2024-10-21
DHN000530,3271011208960530,Tidak,,2023-03-27
DHN000531,3674015802750531,Tidak,,2024-03-19
DHN000532,3671011310820532,Tidak,,2026-08-20
DHN000533,3175012612730533,Tidak,,2025-11-19
DHN000534,3671016609860534,Tidak,,2025-04-18
DHN000535,3671013103020535,Tidak,,2023-02-02
DHN000536,3671012407000536,Tidak,,2025-10-13
DHN000537,3275011803820537,Tidak,,2023-12-03
DHN000538,3175010802970538,Tidak,,2026-06-22
DHN000539,3674010309920539,Tidak,,2024-09-03
DHN000540,3671016904990540,Tidak,,2024-02-02
DHN000541,3671010108910541,Tidak,,2023-03-13
DHN000542,3674011712760542,Tidak,,2025-04-20
DHN000543,3275016912950543,Tidak,,2023-10-13
DHN000544,3671015209020544,Tidak,,2025-10-28
DHN000545,3275013005900545,Tidak,,2025-07-25
DHN000546,3271015301930546,Tidak,,2024-01-20
DHN000547,3671016505900547,Tidak,,2024-07-15
DHN000548,3171015312020548,Tidak,,2024-11-17
DHN000549,3171017003660549,Tidak,,2023-09-10
DHN000550,3174010408760550,Tidak,,2023-10-11
DHN000551,3173016104810551,Tidak,,2026-03-20
DHN000552,3172016706700552,Tidak,,2025-01-26
DHN000553,3674012704830553,Tidak,,2023-08-28
DHN000554,3175014703000554,Tidak,,2026-06-13
DHN000555,3175011710890555,Tidak,,2025-06-23
DHN000556,3275016711010556,Tidak,,2023-10-26
DHN000557,3674016201980557,Tidak,,2026-01-04
DHN000558,3671014205850558,Tidak,,2024-11-18
DHN000559,3271017110900559,Tidak,,2024-11-13
DHN000560,3671015009760560,Tidak,,2026-01-16
DHN000561,3671014612650561,Ya,Cek/giro kosong berulang,2025-10-19
DHN000562,3271011209710562,Tidak,,2026-07-02
DHN000563,3275016601750563,Tidak,,2024-05-10
DHN000564,3671010710830564,Tidak,,2023-09-02
DHN000565,3671010511680565,Tidak,,2025-02-16
DHN000566,3671014405670566,Tidak,,2023-03-23
DHN000567,3276014602900567,Tidak,,2026-08-14
DHN000568,3671011305710568,Tidak,,2023-11-13
DHN000569,3671015103880569,Tidak,,2025-08-26
DHN000570,3171012003730570,Tidak,,2025-11-16
DHN000571,3671015407850571,Tidak,,2025-05-20
DHN000572,3276010603910572,Tidak,,2024-02-06
DHN000573,3671014709820573,Tidak,,2024-08-29
DHN000574,3671015210790574,Tidak,,2025-12-31
DHN000575,3671015807890575,Tidak,,2025-06-22
DHN000576,3271011201940576,Tidak,,2025-05-08
DHN000577,3276015812860577,Tidak,,2025-01-10
DHN000578,3275012510660578,Tidak,,2025-03-13
DHN000579,3173016306780579,Tidak,,2023-07-15
DHN000580,3671012811870580,Tidak,,2023-09-30
DHN000581,3671012001730581,Tidak,,2025-12-21
DHN000582,3276016106740582,Tidak,,2023-04-24
DHN000583,3173016308850583,Tidak,,2025-04-16
DHN000584,3174016407730584,Tidak,,2026-05-26
DHN000585,3671015111680585,Tidak,,2024-12-14
DHN000586,3674012402860586,Tidak,,2024-10-13
DHN000587,3671016508830587,Tidak,,2023-11-20
DHN000588,3671016805750588,Tidak,,2023-09-13
DHN000589,3173014712920589,Tidak,,2023-08-04
DHN000590,3671015305910590,Tidak,,2023-03-14
DHN000591,3671014209770591,Tidak,,2026-05-07
DHN000592,3271011307750592,Tidak,,2024-11-09
DHN000593,3174012502800593,Tidak,,2024-03-10
DHN000594,3671015310710594,Tidak,,2023-06-11
DHN000595,3174012003740595,Tidak,,2025-03-25
DHN000596,3171015209840596,Tidak,,2023-08-14
DHN000597,3671010603810597,Tidak,,2024-11-15
DHN000598,3671014305660598,Tidak,,2025-02-22
DHN000599,3275016308820599,Tidak,,2025-03-11
DHN000600,3175014409880600,Tidak,,2025-08-24
DHN000601,3174010902890601,Tidak,,2026-02-07
DHN000602,3174014204660602,Tidak,,2024-11-22
DHN000603,3275016202670603,Tidak,,2026-06-10
DHN000604,3671015601970604,Tidak,,2025-06-27
DHN000605,3275012002690605,Tidak,,2023-08-03
DHN000606,3671016007930606,Tidak,,2024-03-08
DHN000607,3172016609880607,Ya,Kredit macet yang belum diselesaikan,2023-05-29
DHN000608,3174013107810608,Tidak,,2023-08-21
DHN000609,3171016802000609,Tidak,,2023-09-25
DHN000610,3174012509830610,Tidak,,2026-05-29
DHN000611,3674010612940611,Tidak,,2023-10-29
DHN000612,3671014501980612,Ya,Laporan pihak ketiga terkait sengketa usaha,2025-11-30
DHN000613,3671013107900613,Tidak,,2023-05-18
DHN000614,3172010512840614,Tidak,,2023-01-18
DHN000615,3172016803790615,Tidak,,2024-07-07
DHN000616,3175014904830616,Tidak,,2023-12-12
DHN000617,3271014511810617,Tidak,,2024-03-11
DHN000618,3674012410890618,Tidak,,2026-02-02
DHN000619,3671013108780619,Tidak,,2026-07-13
DHN000620,3671011611660620,Tidak,,2024-10-26
DHN000621,3271015610020621,Ya,Terlibat kasus fraud dokumen,2024-06-03
DHN000622,3671014304020622,Ya,Cek/giro kosong berulang,2026-06-23
DHN000623,3671014104770623,Tidak,,2025-03-30
DHN000624,3671011203650624,Tidak,,2024-10-16
DHN000625,3671012702950625,Tidak,,2025-01-02
DHN000626,3173010306650626,Tidak,,2024-08-16
DHN000627,3275010508770627,Tidak,,2024-12-28
DHN000628,3671010712670628,Tidak,,2023-03-30
DHN000629,3172012507920629,Tidak,,2025-10-23
DHN000630,3275014607950630,Tidak,,2024-10-24
DHN000631,3276014601800631,Tidak,,2024-10-23
DHN000632,3174010204660632,Tidak,,2024-06-18
DHN000633,3276010904680633,Ya,Laporan pihak ketiga terkait sengketa usaha,2025-11-26
DHN000634,3171015310670634,Tidak,,2024-11-18
DHN000635,3275010909920635,Tidak,,2026-05-15
DHN000636,3173015503880636,Tidak,,2025-11-19
DHN000637,3172013006760637,Tidak,,2026-07-18
DHN000638,3674010801880638,Tidak,,2023-03-31
DHN000639,3671016907670639,Tidak,,2025-03-03
DHN000640,3671010203960640,Tidak,,2026-03-21
DHN000641,3275014104870641,Ya,Tunggakan kredit >90 hari di bank lain,2024-09-18
DHN000642,3674015803740642,Tidak,,2024-05-07
DHN000643,3172010505990643,Tidak,,2026-04-01
DHN000644,3171011710730644,Tidak,,2026-01-28
DHN000645,3674015010750645,Tidak,,2025-08-30
DHN000646,3171012111880646,Tidak,,2025-11-20
DHN000647,3276011309790647,Tidak,,2025-12-17
DHN000648,3671014607720648,Tidak,,2026-01-10
DHN000649,3271016701910649,Tidak,,2026-05-26
DHN000650,3674010112810650,Tidak,,2026-03-30
DHN000651,3173016412870651,Tidak,,2026-03-29
DHN000652,3173016806750652,Tidak,,2024-08-14
DHN000653,3174015403680653,Tidak,,2026-06-26
DHN000654,3671016107730654,Tidak,,2026-08-04
DHN000655,3671014503860655,Ya,Laporan pihak ketiga terkait sengketa usaha,2024-09-15
DHN000656,3276016703840656,Tidak,,2024-07-27
DHN000657,3271017003800657,Tidak,,2023-01-03
DHN000658,3175012806900658,Tidak,,2025-03-21
DHN000659,3671014803690659,Tidak,,2023-03-21
DHN000660,3276011606750660,Tidak,,2023-10-27
DHN000661,3276012012690661,Ya,Cek/giro kosong berulang,2026-04-02
DHN000662,3671015502720662,Tidak,,2023-03-13
DHN000663,3671014308880663,Tidak,,2026-03-15
DHN000664,3671015807820664,Tidak,,2026-07-25
DHN000665,3171010102720665,Tidak,,2025-01-19
DHN000666,3172016105990666,Tidak,,2026-05-05
DHN000667,3671010502820667,Tidak,,2024-09-21
DHN000668,3671013009860668,Tidak,,2023-04-10
DHN000669,3671011312720669,Tidak,,2024-12-08
DHN000670,3276016009740670,Tidak,,2026-08-11
DHN000671,3275014111910671,Tidak,,2023-09-29
DHN000672,3175012210010672,Tidak,,2023-08-04
DHN000673,3271015903900673,Tidak,,2026-03-04
DHN000674,3174011501830674,Tidak,,2025-12-14
DHN000675,3173015207780675,Tidak,,2026-03-21
DHN000676,3671016411790676,Tidak,,2026-06-18
DHN000677,3671014208870677,Tidak,,2023-02-07
DHN000678,3171012010810678,Tidak,,2024-01-19
DHN000679,3175017103790679,Tidak,,2023-01-02
DHN000680,3671017110940680,Tidak,,2025-10-14
DHN000681,3171010405670681,Tidak,,2025-08-10
DHN000682,3276015605970682,Tidak,,2025-10-18
DHN000683,3175011211820683,Tidak,,2024-02-02
DHN000684,3276015910890684,Tidak,,2023-04-15
DHN000685,3671011210730685,Tidak,,2025-12-27
DHN000686,3674016310780686,Tidak,,2025-10-27
DHN000687,3271016903960687,Tidak,,2023-07-05
DHN000688,3671012109760688,Tidak,,2024-11-06
DHN000689,3671014504880689,Tidak,,2024-04-15
DHN000690,3671016611690690,Tidak,,2023-02-10
DHN000691,3174011902680691,Ya,Terlibat kasus fraud dokumen,2026-04-02
DHN000692,3173010103730692,Tidak,,2024-03-27
DHN000693,3275012007930693,Tidak,,2024-02-28
DHN000694,3674010803950694,Tidak,,2024-02-20
DHN000695,3674016503860695,Tidak,,2025-03-04
DHN000696,3175016510790696,Tidak,,2025-08-10
DHN000697,3175015004850697,Tidak,,2025-07-08
DHN000698,3671017105950698,Tidak,,2023-05-05
DHN000699,3276010812960699,Tidak,,2024-12-08
DHN000700,3671015607720700,Tidak,,2023-10-16
DHN000701,3671011003720701,Tidak,,2026-03-01
DHN000702,3276014211900702,Tidak,,2025-10-07
DHN000703,3174010604800703,Tidak,,2026-03-30
DHN000704,3671014101030704,Tidak,,2023-10-07
DHN000705,3276014406870705,Tidak,,2024-12-24
DHN000706,3671016304930706,Tidak,,2024-04-24
DHN000707,3171010806030707,Tidak,,2026-01-12
DHN000708,3674015807820708,Tidak,,2024-09-21
DHN000709,3674011405940709,Tidak,,2023-07-27
DHN000710,3175012607970710,Tidak,,2023-10-23
DHN000711,3172014103940711,Tidak,,2025-07-08
DHN000712,3671015404940712,Tidak,,2026-04-19
DHN000713,3174016306700713,Tidak,,2026-07-18
DHN000714,3671012105780714,Tidak,,2023-08-01
DHN000715,3671015411670715,Tidak,,2024-04-04
DHN000716,3275010410660716,Tidak,,2023-10-21
DHN000717,3271010306890717,Tidak,,2025-02-04
DHN000718,3671011206880718,Ya,Terlibat kasus fraud dokumen,2024-05-24
DHN000719,3276010801710719,Tidak,,2023-10-14
DHN000720,3173015706850720,Tidak,,2025-01-02
DHN000721,3671013010830721,Tidak,,2025-12-01
DHN000722,3275011110790722,Tidak,,2026-02-22
DHN000723,3174015911720723,Tidak,,2025-11-08
DHN000724,3171014804790724,Tidak,,2024-06-16
DHN000725,3671014107940725,Ya,Tunggakan kredit >90 hari di bank lain,2024-09-14
DHN000726,3674011903730726,Tidak,,2023-06-11
DHN000727,3674016707990727,Tidak,,2025-05-15
DHN000728,3671010504010728,Tidak,,2023-12-20
DHN000729,3174015301970729,Tidak,,2025-09-22
DHN000730,3671014411720730,Tidak,,2024-07-17
DHN000731,3276012404020731,Tidak,,2023-12-30
DHN000732,3671010910850732,Tidak,,2023-10-08
DHN000733,3671011401830733,Tidak,,2023-07-19
DHN000734,3171014807990734,Tidak,,2023-09-21
DHN000735,3671014504720735,Tidak,,2023-08-18
DHN000736,3271010206660736,Tidak,,2023-06-30
DHN000737,3674012411700737,Tidak,,2024-10-29
DHN000738,3275012606840738,Tidak,,2024-09-08
DHN000739,3175011106960739,Tidak,,2024-07-10
DHN000740,3671011704750740,Ya,Kredit macet yang belum diselesaikan,2026-08-18
DHN000741,3674012007880741,Tidak,,2025-11-19
DHN000742,3271010208770742,Tidak,,2024-12-18
DHN000743,3276011910770743,Tidak,,2023-02-01
DHN000744,3671016108950744,Tidak,,2023-10-26
DHN000745,3174010811700745,Tidak,,2024-09-03
DHN000746,3172014205970746,Tidak,,2025-04-14
DHN000747,3173015501680747,Ya,Tunggakan kredit >90 hari di bank lain,2023-02-07
DHN000748,3171016403980748,Tidak,,2023-05-25
DHN000749,3276014404730749,Tidak,,2025-03-07
DHN000750,3271014810890750,Tidak,,2025-12-29
DHN000751,3275016610930751,Ya,Tunggakan kredit >90 hari di bank lain,2023-01-08
DHN000752,3671016305970752,Tidak,,2025-10-10
DHN000753,3671010106970753,Tidak,,2023-07-29
DHN000754,3671016612710754,Tidak,,2024-05-20
DHN000755,3172014201870755,Tidak,,2025-09-14
DHN000756,3276013105850756,Tidak,,2025-09-19
DHN000757,3671010612700757,Tidak,,2026-04-03
DHN000758,3674013107010758,Tidak,,2025-09-29
DHN000759,3172012404780759,Ya,Terlibat kasus fraud dokumen,2023-01-31
DHN000760,3671015802750760,Tidak,,2026-06-23
DHN000761,3275014403810761,Tidak,,2026-07-22
DHN000762,3671011001930762,Tidak,,2026-07-15
DHN000763,3671011505790763,Tidak,,2024-11-16
DHN000764,3276016702730764,Tidak,,2023-07-15
DHN000765,3173011310830765,Tidak,,2024-09-13
DHN000766,3175011602650766,Tidak,,2026-07-23
DHN000767,3175016708850767,Tidak,,2025-03-17
DHN000768,3173011911970768,Tidak,,2023-01-22
DHN000769,3174014408710769,Tidak,,2025-07-04
DHN000770,3172010305960770,Tidak,,2024-01-25
DHN000771,3174014702920771,Tidak,,2025-10-07
DHN000772,3276015203770772,Tidak,,2023-12-19
DHN000773,3671015808010773,Tidak,,2023-04-27
DHN000774,3174016806680774,Tidak,,2024-09-22
DHN000775,3175010306730775,Tidak,,2023-03-23
DHN000776,3275014511780776,Ya,Terlibat kasus fraud dokumen,2026-07-24
DHN000777,3175010904830777,Tidak,,2023-12-31
DHN000778,3671015407680778,Tidak,,2024-09-03
DHN000779,3271014103810779,Tidak,,2023-01-19
DHN000780,3175011807890780,Tidak,,2024-08-04
DHN000781,3275015103680781,Tidak,,2024-09-13
DHN000782,3175011407030782,Tidak,,2023-02-11
DHN000783,3674015610760783,Tidak,,2023-07-30
DHN000784,3275014301750784,Ya,Terlibat kasus fraud dokumen,2023-06-04
DHN000785,3671012210820785,Tidak,,2025-06-30
DHN000786,3275012706770786,Tidak,,2026-02-12
DHN000787,3275010904010787,Tidak,,2024-12-02
DHN000788,3174015205710788,Tidak,,2025-05-19
DHN000789,3173014505800789,Tidak,,2026-08-03
DHN000790,3671014212010790,Ya,Terlibat kasus fraud dokumen,2024-09-27
DHN000791,3173011303790791,Tidak,,2024-02-14
DHN000792,3671010711830792,Tidak,,2025-03-30
DHN000793,3175014910780793,Tidak,,2023-05-23
DHN000794,3275016011720794,Tidak,,2024-07-14
DHN000795,3671015206930795,Tidak,,2024-11-21
DHN000796,3671010206930796,Tidak,,2025-01-16
DHN000797,3275016309800797,Tidak,,2023-03-08
DHN000798,3671015003650798,Tidak,,2023-06-23
DHN000799,3276014612890799,Tidak,,2023-11-17
DHN000800,3671011508840800,Tidak,,2026-05-13
DHN000801,3174015508840801,Tidak,,2023-02-02
DHN000802,3671011505730802,Tidak,,2024-05-29
DHN000803,3174012108930803,Tidak,,2024-05-04
DHN000804,3271010908020804,Tidak,,2023-06-19
DHN000805,3271010306930805,Tidak,,2023-11-23
DHN000806,3275010902720806,Tidak,,2025-12-19
DHN000807,3171012904660807,Tidak,,2025-06-09
DHN000808,3671011412850808,Tidak,,2026-01-03
DHN000809,3671014706720809,Tidak,,2025-05-20
DHN000810,3671014404840810,Tidak,,2025-05-26
DHN000811,3671015311820811,Tidak,,2025-07-25
DHN000812,3276012012990812,Tidak,,2025-06-17
DHN000813,3271013012910813,Tidak,,2024-12-08
DHN000814,3271016706010814,Tidak,,2025-02-24
DHN000815,3172013108790815,Tidak,,2024-08-24
DHN000816,3275014612880816,Tidak,,2025-03-28
DHN000817,3674017007680817,Tidak,,2026-06-03
DHN000818,3171016302670818,Tidak,,2025-10-24
DHN000819,3174016508760819,Tidak,,2024-02-17
DHN000820,3172014109850820,Tidak,,2025-02-22
DHN000821,3671010208770821,Tidak,,2024-05-10
DHN000822,3671014503960822,Tidak,,2024-02-27
DHN000823,3175015205740823,Tidak,,2023-11-05
DHN000824,3674013110920824,Tidak,,2023-03-13
DHN000825,3174011710750825,Tidak,,2026-03-10
DHN000826,3671016411800826,Tidak,,2024-08-01
DHN000827,3174014502940827,Tidak,,2025-12-06
DHN000828,3174016912930828,Tidak,,2023-07-13
DHN000829,3276012710920829,Tidak,,2025-04-12
DHN000830,3271010212970830,Tidak,,2025-11-05
DHN000831,3171012805730831,Tidak,,2024-12-27
DHN000832,3174016508910832,Tidak,,2024-01-26
DHN000833,3276012507880833,Tidak,,2023-06-24
DHN000834,3671014510940834,Tidak,,2026-04-07
DHN000835,3671016108710835,Tidak,,2026-03-31
DHN000836,3171015212810836,Tidak,,2026-05-06
DHN000837,3271015611780837,Tidak,,2023-01-04
DHN000838,3276014212850838,Tidak,,2025-12-11
DHN000839,3173010211660839,Tidak,,2025-08-24
DHN000840,3175011609770840,Tidak,,2023-03-10
DHN000841,3276013105010841,Tidak,,2023-05-18
DHN000842,3671016708950842,Tidak,,2024-09-15
DHN000843,3276015211810843,Tidak,,2025-02-18
DHN000844,3674016805830844,Tidak,,2023-08-20
DHN000845,3276010711920845,Tidak,,2025-11-21
DHN000846,3275011712790846,Tidak,,2025-08-19
DHN000847,3671011302710847,Tidak,,2023-04-27
DHN000848,3172010706700848,Tidak,,2026-07-10
DHN000849,3674011309860849,Tidak,,2023-12-02
DHN000850,3171015105710850,Tidak,,2025-09-02
DHN000851,3671016406810851,Tidak,,2024-04-12
DHN000852,3172012106820852,Tidak,,2026-06-26
DHN000853,3271017005650853,Tidak,,2023-09-23
DHN000854,3175010406940854,Tidak,,2024-06-29
DHN000855,3671014311900855,Tidak,,2025-03-09
DHN000856,3671012505750856,Tidak,,2025-08-03
DHN000857,3671012711980857,Tidak,,2026-01-07
DHN000858,3671016210720858,Tidak,,2024-04-18
DHN000859,3171015704980859,Tidak,,2023-07-02
DHN000860,3175012709990860,Tidak,,2024-09-16
DHN000861,3671012006870861,Tidak,,2025-03-05
DHN000862,3172011905780862,Tidak,,2024-07-27
DHN000863,3275017101720863,Tidak,,2023-11-19
DHN000864,3275011306660864,Tidak,,2024-11-14
DHN000865,3172011305920865,Tidak,,2023-03-01
DHN000866,3174015204870866,Tidak,,2025-11-06
DHN000867,3671010408950867,Tidak,,2025-11-25
DHN000868,3173015804700868,Tidak,,2023-12-26
DHN000869,3671011912000869,Tidak,,2024-05-01
DHN000870,3276015202780870,Tidak,,2023-10-17
DHN000871,3276016311840871,Tidak,,2024-06-26
DHN000872,3671012007770872,Tidak,,2026-07-19
DHN000873,3174011907750873,Tidak,,2024-02-11
DHN000874,3175014305030874,Tidak,,2026-07-02
DHN000875,3275015708940875,Tidak,,2025-04-21
DHN000876,3671010603840876,Tidak,,2026-03-15
DHN000877,3671010112700877,Tidak,,2025-06-03
DHN000878,3271012807940878,Tidak,,2026-07-07
DHN000879,3173017008660879,Tidak,,2024-09-16
DHN000880,3175015205990880,Tidak,,2025-07-06
DHN000881,3171011409950881,Tidak,,2025-10-01
DHN000882,3275015012910882,Tidak,,2024-03-12
DHN000883,3671011203020883,Tidak,,2023-11-01
DHN000884,3674015103780884,Tidak,,2024-05-25
DHN000885,3671012208740885,Ya,Cek/giro kosong berulang,2023-11-18
DHN000886,3671010603890886,Tidak,,2024-06-07
DHN000887,3276014311000887,Tidak,,2026-04-26
DHN000888,3671014204810888,Tidak,,2023-12-04
DHN000889,3671014103920889,Tidak,,2026-05-22
DHN000890,3171015505850890,Tidak,,2023-12-06
DHN000891,3171011104680891,Tidak,,2026-08-22
DHN000892,3275016505970892,Tidak,,2023-06-27
DHN000893,3671015906970893,Tidak,,2024-05-20
DHN000894,3172017005970894,Tidak,,2024-04-17
DHN000895,3276014506710895,Tidak,,2023-10-11
DHN000896,3174013011770896,Tidak,,2024-09-18
DHN000897,3174011204740897,Tidak,,2023-01-11
DHN000898,3671014311970898,Tidak,,2025-03-16
DHN000899,3271016411680899,Tidak,,2023-05-28
DHN000900,3674011604930900,Ya,Laporan pihak ketiga terkait sengketa usaha,2025-04-05
DHN000901,3671011806930901,Tidak,,2026-06-12
DHN000902,3173014509770902,Tidak,,2026-08-15
DHN000903,3173011111950903,Tidak,,2024-08-14
DHN000904,3175011912940904,Tidak,,2025-04-07
DHN000905,3674012201850905,Tidak,,2023-02-11
DHN000906,3671015609990906,Tidak,,2025-01-02
DHN000907,3271015304950907,Tidak,,2025-03-22
DHN000908,3275014311780908,Tidak,,2026-04-20
DHN000909,3174012912000909,Tidak,,2023-11-03
DHN000910,3172016909820910,Ya,Cek/giro kosong berulang,2024-05-31
DHN000911,3671010107870911,Tidak,,2025-01-29
DHN000912,3173012505940912,Tidak,,2023-02-25
DHN000913,3671011504690913,Tidak,,2025-01-20
DHN000914,3671012211810914,Tidak,,2025-04-12
DHN000915,3671016009810915,Tidak,,2026-06-18
DHN000916,3671017011790916,Tidak,,2025-01-04
DHN000917,3671012406880917,Tidak,,2025-12-08
DHN000918,3671010204650918,Tidak,,2023-12-10
DHN000919,3275015809690919,Tidak,,2025-02-22
DHN000920,3174011101840920,Tidak,,2023-06-20
DHN000921,3671010906880921,Tidak,,2025-05-29
DHN000922,3674014610850922,Ya,Laporan pihak ketiga terkait sengketa usaha,2023-07-14
DHN000923,3174012812780923,Tidak,,2024-02-13
DHN000924,3671012206800924,Tidak,,2024-07-20
DHN000925,3671016306680925,Tidak,,2024-03-31
DHN000926,3671015903010926,Tidak,,2026-07-11
DHN000927,3175012806680927,Tidak,,2025-12-05
DHN000928,3674010609960928,Tidak,,2023-05-25
DHN000929,3674016612860929,Tidak,,2023-11-16
DHN000930,3674014408740930,Tidak,,2024-11-25
DHN000931,3275011907810931,Tidak,,2026-02-21
DHN000932,3671016004770932,Tidak,,2023-04-07
DHN000933,3172013012960933,Tidak,,2024-01-15
DHN000934,3671013103030934,Tidak,,2024-10-17
DHN000935,3275010112670935,Tidak,,2025-03-13
DHN000936,3671014410720936,Tidak,,2023-12-13
DHN000937,3171016209970937,Tidak,,2023-06-20
DHN000938,3175016407020938,Tidak,,2026-05-12
DHN000939,3674016002750939,Tidak,,2025-06-25
DHN000940,3671012508800940,Tidak,,2024-07-07
DHN000941,3671016204740941,Tidak,,2025-08-31
DHN000942,3174011203880942,Tidak,,2025-06-11
DHN000943,3175011005650943,Tidak,,2023-04-08
DHN000944,3174011009840944,Tidak,,2024-09-05
DHN000945,3674016006780945,Tidak,,2024-08-31
DHN000946,3175011010910946,Tidak,,2023-04-30
DHN000947,3173015401650947,Tidak,,2024-08-31
DHN000948,3171015909950948,Tidak,,2023-10-29
DHN000949,3671011704020949,Tidak,,2024-06-29
DHN000950,3671015210910950,Tidak,,2023-08-11
DHN000951,3275012205920951,Tidak,,2024-08-14
DHN000952,3276014502840952,Tidak,,2023-10-27
DHN000953,3671010911850953,Tidak,,2025-05-02
DHN000954,3173014105940954,Tidak,,2024-10-07
DHN000955,3271015311020955,Tidak,,2025-02-07
DHN000956,3671011211730956,Tidak,,2023-11-14
DHN000957,3671016704760957,Tidak,,2025-05-15
DHN000958,3271015207930958,Tidak,,2023-05-25
DHN000959,3173010405840959,Ya,Cek/giro kosong berulang,2023-04-23
DHN000960,3275010208710960,Tidak,,2024-06-09
DHN000961,3175015505970961,Tidak,,2025-04-07
DHN000962,3276011502990962,Tidak,,2024-08-31
DHN000963,3276014311650963,Tidak,,2024-05-19
DHN000964,3175010112740964,Tidak,,2023-02-24
DHN000965,3175015204800965,Tidak,,2023-02-25
DHN000966,3172015107680966,Tidak,,2025-06-17
DHN000967,3171015101930967,Tidak,,2023-11-25
DHN000968,3173012703920968,Tidak,,2024-09-17
DHN000969,3671010409890969,Tidak,,2025-08-06
DHN000970,3671014602750970,Tidak,,2025-03-16
DHN000971,3276012808950971,Tidak,,2025-03-03
DHN000972,3671012411910972,Tidak,,2023-01-21
DHN000973,3671010610890973,Tidak,,2025-01-01
DHN000974,3174015504740974,Tidak,,2024-03-22
DHN000975,3276012612750975,Tidak,,2023-05-27
DHN000976,3275010902970976,Tidak,,2024-03-22
DHN000977,3671016303840977,Tidak,,2026-06-17
DHN000978,3171014809000978,Ya,Cek/giro kosong berulang,2025-12-19
DHN000979,3271010112950979,Tidak,,2024-03-05
DHN000980,3171012108810980,Tidak,,2025-08-04
DHN000981,3671016907710981,Tidak,,2024-08-04
DHN000982,3271010805970982,Tidak,,2025-09-05
DHN000983,3671015311720983,Tidak,,2025-02-09
DHN000984,3671012702940984,Tidak,,2025-02-16
DHN000985,3173010502930985,Tidak,,2026-05-20
DHN000986,3171013103750986,Tidak,,2024-04-04
DHN000987,3671012509670987,Tidak,,2025-10-06
DHN000988,3171015606860988,Tidak,,2025-08-25
DHN000989,3172015204840989,Tidak,,2025-09-13
DHN000990,3175014410870990,Tidak,,2024-01-15
DHN000991,3671016901930991,Tidak,,2024-09-16
DHN000992,3271013003690992,Tidak,,2023-12-27
DHN000993,3671015408690993,Tidak,,2024-06-10
DHN000994,3671011108790994,Tidak,,2023-12-12
DHN000995,3271015403020995,Tidak,,2025-09-15
DHN000996,3671013006850996,Tidak,,2025-11-10
DHN000997,3276014910000997,Tidak,,2024-09-30
DHN000998,3671016401670998,Tidak,,2023-05-28
DHN000999,3674014110770999,Tidak,,2023-12-27
DHN001000,3671011603901000,Tidak,,2026-01-08
DHN001001,3175011404031001,Tidak,,2025-10-03
DHN001002,3175015506761002,Tidak,,2026-08-04
DHN001003,3275011805901003,Tidak,,2025-04-24
DHN001004,3671011701901004,Tidak,,2023-08-06
DHN001005,3271012211851005,Tidak,,2023-10-01
DHN001006,3671015812651006,Tidak,,2025-10-30
DHN001007,3276016003911007,Tidak,,2023-10-24
DHN001008,3175012302731008,Tidak,,2025-05-23
DHN001009,3171015801741009,Tidak,,2023-08-05
DHN001010,3173015605981010,Tidak,,2023-11-23
DHN001011,3671012204721011,Tidak,,2024-07-26
DHN001012,3671011106861012,Tidak,,2026-04-09
DHN001013,3275012306841013,Tidak,,2026-06-08
DHN001014,3172010106651014,Tidak,,2026-02-07
DHN001015,3276016210831015,Tidak,,2025-08-03
DHN001016,3271016909021016,Tidak,,2025-07-07
DHN001017,3172013011811017,Tidak,,2026-06-01
DHN001018,3674011201711018,Tidak,,2026-03-07
DHN001019,3671012408701019,Tidak,,2026-05-14
DHN001020,3171016402751020,Ya,Kredit macet yang belum diselesaikan,2025-10-31
DHN001021,3671016107981021,Tidak,,2023-05-31
DHN001022,3275013108901022,Tidak,,2026-04-08
DHN001023,3175016805941023,Tidak,,2024-09-30
DHN001024,3275016901001024,Tidak,,2023-03-18
DHN001025,3276010508801025,Ya,Cek/giro kosong berulang,2026-02-03
DHN001026,3174013011731026,Tidak,,2023-09-07
DHN001027,3171012506931027,Tidak,,2023-12-30
DHN001028,3671015805861028,Tidak,,2025-07-27
DHN001029,3671012908671029,Tidak,,2024-12-11
DHN001030,3175014103681030,Tidak,,2025-04-02
DHN001031,3174014905881031,Tidak,,2023-07-04
DHN001032,3671016311711032,Tidak,,2023-01-22
DHN001033,3671014901991033,Tidak,,2024-08-25
DHN001034,3671015607991034,Tidak,,2023-03-17
DHN001035,3173016211751035,Tidak,,2026-02-18
DHN001036,3172014808021036,Tidak,,2025-05-21
DHN001037,3175015001941037,Tidak,,2025-08-25
DHN001038,3174011404931038,Tidak,,2024-01-20
DHN001039,3275016307791039,Tidak,,2023-10-21
DHN001040,3175011210801040,Tidak,,2024-10-24
DHN001041,3175012605031041,Tidak,,2025-12-03
DHN001042,3271011212981042,Tidak,,2025-03-15
DHN001043,3271015910821043,Tidak,,2025-10-27
DHN001044,3175010803661044,Tidak,,2024-06-29
