application_id,NIK,cif_number,application_date,customer_type,company_name,legal_entity,owner_name,owner_gender,owner_age,owner_marital_status,owner_education,province,city,district,region,branch_name,industry,sub_industry,business_age_year,employee_count,monthly_turnover_est,transaction_frequency_monthly,loan_requested,jenis_kredit_diajukan,tenor_diajukan_bulan,tujuan_penggunaan_kredit,collateral_type,collateral_location,collateral_province,collateral_city,collateral_size_m2,collateral_market_value,collateral_liquidation_value,collateral_ratio,certificate_type,ownership_match,estimated_dsr,eligibility_score,label,rm_id
APP202600477,3276012905780477,CIF1000477,2026-03-31,UMKM,PT Tanjung Mandiri,UD,Arif Wijaya,L,48,Belum Menikah,S1,Jawa Barat,Depok,Serpong,Region 3,KCP Pluit,Pertanian,Distributor Hasil Tani,3,4,1493845,155,300000000,KI,60,Pengembangan lahan/kandang usaha Distributor Hasil Tani,Tanah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,207.8,6296340000,5037072000,20.99,SHM,Ya,3.0,0.754,Diterima,RM0034
APP202600478,3671011212860478,CIF1000478,2026-03-01,UMKM,CV Saputra Sejahtera,UD,Yusuf Santoso,L,40,Menikah,S2,Banten,Tangerang,Sukmajaya,Region 1,KCP Tebet,Transportasi,Ekspedisi Kecil,16,29,711569,105,75000000,KI,54,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Tanah,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,210.7,4784997000,3827997600,63.8,SHM,Ya,2.83,0.612,Diterima,RM0003
APP202600479,3275011103830479,CIF1000479,2026-03-20,UMKM,UD Tanjung Makmur,UD,Eko Wijaya,L,43,Belum Menikah,D3,Jawa Barat,Bekasi,Serpong,Region 3,KCP Tangerang BSD,Transportasi,Ekspedisi Kecil,16,53,2894824,193,75000000,KUR,36,Tambahan modal kerja usaha Ekspedisi Kecil,Rumah,"Cikini, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,505.1,13091633000,10473306400,174.56,SHM,Ya,3.0,0.397,Ditolak,RM0022
APP202600480,3173010105940480,CIF1000480,2025-10-02,UMKM,CV Setiawan Jaya,UD,Agus Panjaitan,L,32,Menikah,S1,DKI Jakarta,Jakarta Barat,Kramat Jati,Region 3,KCP Cikini,Perdagangan,Toko Alat Tulis,13,60,1546209,160,75000000,KMK,24,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Rumah,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,456.5,5099459000,4079567200,67.99,SHM,Ya,3.0,0.632,Diterima,RM0028
APP202600481,3276016206020481,CIF1000481,2025-06-01,UMKM,CV Kusuma Mandiri,PT,Kartika Saputra,P,24,Cerai Mati,S1,Jawa Barat,Depok,Tebet,Region 2,KCP Kelapa Gading,Kuliner,Warung Makan,3,44,1519406,110,50000000,KUR,36,Tambahan modal kerja usaha Warung Makan,Rumah,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,465.9,5531851000,4425480800,110.64,HGB,Ya,3.0,0.772,Diterima,RM0007
APP202600482,3671015907790482,CIF1000482,2025-03-02,UMKM,PT Hidayat Mandiri,PT,Retno Panjaitan,P,47,Belum Menikah,SMA/SMK,Banten,Tangerang,Kramat Jati,Region 3,KCP Tebet,Transportasi,Rental Kendaraan,14,14,1940763,130,75000000,KMK,12,Modal kerja operasional armada Rental Kendaraan,Rumah,"Bintara, Bekasi",Jawa Barat,Bekasi,339.0,2191738000,1753390400,29.22,SHM,Tidak,3.0,0.681,Diterima,RM0004
APP202600483,3276016512980483,CIF1000483,2026-07-03,UMKM,CV Nugroho Jaya,UD,Rina Saputra,P,28,Menikah,D3,Jawa Barat,Depok,Kramat Jati,Region 2,KCP Kelapa Gading,Jasa,Bengkel,18,51,4498588,156,750000000,KI,60,Pembelian peralatan/mesin usaha Bengkel,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,325.6,5576274000,4461019200,7.44,SHM,Ya,3.0,0.79,Diterima,RM0007
APP202600484,3671012011990484,CIF1000484,2026-03-01,UMKM,UD Rahman Jaya,UD,Rizky Tanjung,L,27,Cerai Hidup,S2,Banten,Tangerang,Kramat Jati,Region 2,KCP Bogor Baranangsiang,Kuliner,Warung Makan,7,5,1385973,169,750000000,KMK,18,Modal kerja pembelian bahan baku harian usaha Warung Makan,Tanah,"Bintara, Bekasi",Jawa Barat,Bekasi,130.4,1178816000,943052800,1.57,HGB,Ya,3.0,0.7,Diterima,RM0018
APP202600485,3276014104740485,CIF1000485,2026-03-02,UMKM,CV Siregar Sejahtera,UD,Lina Situmorang,P,52,Menikah,S1,Jawa Barat,Depok,Kramat Jati,Region 3,KCP Kemang,Pertanian,Distributor Hasil Tani,11,32,2033134,110,750000000,KI,36,Pengembangan lahan/kandang usaha Distributor Hasil Tani,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,205.7,3932591000,3146072800,5.24,HGB,Ya,3.0,0.724,Diterima,RM0030
APP202600486,3671011802930486,CIF1000486,2025-06-19,UMKM,CV Kusuma Sejahtera,PT,Anton Handoko,L,33,Menikah,D3,Banten,Tangerang,Kramat Jati,Region 4,KCP Bogor Baranangsiang,Perdagangan,Distributor Bahan Bangunan,17,68,1869164,110,100000000,KMK,12,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,486.1,3090592000,2472473600,30.91,SHM,Ya,3.0,0.708,Diterima,RM0019
APP202600487,3671016810850487,CIF1000487,2025-08-06,UMKM,CV Firmansyah Jaya,UD,Anggi Situmorang,P,41,Cerai Mati,S1,Banten,Tangerang,Serpong,Region 2,KCP Pluit,Jasa,Jasa Konstruksi Kecil,17,65,765840,47,500000000,KI,48,Pembelian peralatan/mesin usaha Jasa Konstruksi Kecil,Rumah,"Bintara, Bekasi",Jawa Barat,Bekasi,178.6,1035396000,828316800,2.07,SHM,Ya,3.0,0.448,Ditolak,RM0033
APP202600488,3174010512930488,CIF1000488,2025-04-29,UMKM,UD Situmorang Jaya,CV,Hendra Lubis,L,33,Menikah,SMA/SMK,DKI Jakarta,Jakarta Selatan,Sukmajaya,Region 1,KCP Bekasi Barat,Jasa,Bengkel,13,39,5146959,48,1000000000,KI,54,Pembelian peralatan/mesin usaha Bengkel,Ruko,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,676.8,12173376000,9738700800,12.17,SHM,Ya,3.0,0.799,Diterima,RM0009
APP202600489,3671010302720489,CIF1000489,2025-07-09,UMKM,UD Lubis Jaya,UD,Rian Wijaya,L,54,Cerai Hidup,SMA/SMK,Banten,Tangerang,Serpong,Region 4,KCP Cibubur,Perdagangan,Distributor Elektronik,19,57,556819,95,300000000,KI,42,Perluasan/renovasi tempat usaha Distributor Elektronik,Tanah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,153.4,1782508000,1426006400,5.94,SHM,Ya,3.0,0.7,Diterima,RM0037
APP202600490,3671016804750490,CIF1000490,2026-01-21,UMKM,CV Simanjuntak Jaya,CV,Yuni Panjaitan,P,51,Belum Menikah,D3,Banten,Tangerang,Kramat Jati,Region 1,KCP Tangerang BSD,Transportasi,Ekspedisi Kecil,6,24,1421898,179,750000000,KI,60,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,763.5,4763005000,3810404000,6.35,SHM,Ya,3.0,0.633,Diterima,RM0021
APP202600491,3275012107840491,CIF1000491,2025-07-20,UMKM,PT Panjaitan Mandiri,PT,Ahmad Siregar,L,42,Belum Menikah,D3,Jawa Barat,Bekasi,Kramat Jati,Region 1,KCP Bekasi Barat,Perdagangan,Toko Alat Tulis,9,10,767162,197,300000000,KMK,18,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Ruko,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,829.8,9512257000,7609805600,31.71,HGB,Ya,3.0,0.761,Diterima,RM0011
APP202600492,3276015006660492,CIF1000492,2026-07-28,UMKM,CV Halim Makmur,UD,Indah Hidayat,P,60,Cerai Hidup,SMA/SMK,Jawa Barat,Depok,Bekasi Timur,Region 2,KCP Cibubur,Jasa,Laundry,4,25,5673712,163,50000000,KMK,24,Modal kerja operasional usaha Laundry,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,228.4,1676768000,1341414400,33.54,HGB,Ya,2.35,0.435,Ditolak,RM0039
APP202600493,3671010106000493,CIF1000493,2025-12-10,UMKM,PT Rahman Makmur,UD,Bayu Susanto,L,26,Belum Menikah,D3,Banten,Tangerang,Sukmajaya,Region 2,KCP Pluit,Perdagangan,Toko Sembako,12,72,1936525,161,100000000,KI,54,Perluasan/renovasi tempat usaha Toko Sembako,Ruko,"Bintara, Bekasi",Jawa Barat,Bekasi,355.3,2203201000,1762560800,22.03,SHM,Ya,3.0,0.772,Diterima,RM0033
APP202600494,3275017009970494,CIF1000494,2026-05-13,UMKM,UD Permana Abadi,UD,Kartika Suryadi,P,29,Belum Menikah,S2,Jawa Barat,Bekasi,Sukmajaya,Region 2,KCP Tebet,Jasa,Percetakan,16,15,1087919,49,100000000,KUR,18,Tambahan modal kerja usaha Percetakan,Rumah,"Kemiri Muka, Depok",Jawa Barat,Depok,491.0,3394024000,2715219200,33.94,SHM,Tidak,3.0,0.839,Diterima,RM0004
APP202600495,3173012611970495,CIF1000495,2026-08-15,UMKM,UD Kusuma Abadi,PT,Joko Wijaya,L,29,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Barat,Bekasi Timur,Region 1,KCP Tebet,Kuliner,Warung Makan,7,68,4513656,188,300000000,KUR,36,Tambahan modal kerja usaha Warung Makan,Ruko,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,586.9,4535306000,3628244800,15.12,HGB,Ya,3.0,0.732,Diterima,RM0004
APP202600496,3173011210740496,CIF1000496,2026-02-08,UMKM,UD Hidayat Sejahtera,PT,Arif Situmorang,L,52,Cerai Hidup,D3,DKI Jakarta,Jakarta Barat,Bekasi Timur,Region 3,KCP Kelapa Gading,Perdagangan,Grosir Pakaian,19,47,1816806,197,1000000000,KMK,12,Modal kerja pembelian stok barang dagangan Grosir Pakaian,Rumah,"Kemiri Muka, Depok",Jawa Barat,Depok,616.3,4295142000,3436113600,4.3,HGB,Ya,3.0,0.728,Diterima,RM0006
APP202600497,3671012805850497,CIF1000497,2026-04-13,UMKM,CV Halim Makmur,UD,Anton Suryadi,L,41,Cerai Mati,D3,Banten,Tangerang,Cengkareng,Region 2,KCP Tangerang BSD,Jasa,Bengkel,8,37,1702544,135,500000000,KUR,24,Tambahan modal kerja usaha Bengkel,Rumah,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,224.4,4701954000,3761563200,9.4,SHM,Ya,3.0,0.799,Diterima,RM0021
APP202600498,3173012712950498,CIF1000498,2026-08-17,UMKM,PT Permana Sejahtera,CV,Irfan Tanjung,L,31,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Barat,Serpong,Region 2,KCP Cibubur,Perdagangan,Distributor Elektronik,4,48,1224591,69,150000000,KI,42,Perluasan/renovasi tempat usaha Distributor Elektronik,Tanah,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,64.0,1375360000,1100288000,9.17,SHM,Ya,3.0,0.889,Diterima,RM0038
APP202600499,3671010302880499,CIF1000499,2026-02-18,UMKM,UD Halim Jaya,UD,Iwan Gunawan,L,38,Cerai Hidup,S1,Banten,Tangerang,Sukmajaya,Region 2,KCP Kemang,Transportasi,Ekspedisi Kecil,6,60,2437596,127,500000000,KI,48,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Gudang,"Bojong Jaya, Tangerang",Banten,Tangerang,393.3,2546262000,2037009600,5.09,SHM,Ya,3.0,0.705,Diterima,RM0032
APP202600500,3671016602900500,CIF1000500,2026-05-11,UMKM,CV Santoso Jaya,PT,Sri Tanjung,P,36,Belum Menikah,D3,Banten,Tangerang,Serpong,Region 4,KCP Kemang,Perdagangan,Toko Sembako,8,51,2562123,44,50000000,KUR,12,Tambahan modal kerja usaha Toko Sembako,Tanah,"Bojong Jaya, Tangerang",Banten,Tangerang,307.9,2897339000,2317871200,57.95,HGB,Ya,1.72,0.751,Diterima,RM0030
APP202600501,3674010706770501,CIF1000501,2025-09-30,UMKM,UD Hutapea Sejahtera,CV,Eko Halim,L,49,Menikah,S1,Jawa Barat,Tangerang Selatan,Sukmajaya,Region 4,KCP Cikini,Jasa,Laundry,3,45,5097285,131,750000000,KI,60,Pembelian peralatan/mesin usaha Laundry,Ruko,"Margahayu, Bekasi",Jawa Barat,Bekasi,420.3,2264051000,1811240800,3.02,HGB,Ya,3.0,0.823,Diterima,RM0028
APP202600502,3671015104850502,CIF1000502,2025-06-04,UMKM,PT Susanto Abadi,CV,Lina Rahman,P,41,Belum Menikah,D3,Banten,Tangerang,Tebet,Region 2,KCP Kelapa Gading,Perdagangan,Toko Alat Tulis,7,75,4079509,62,750000000,KMK,24,Modal kerja pembelian stok barang dagangan Toko Alat Tulis,Rumah,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,453.0,7687242000,6149793600,10.25,SHM,Ya,3.0,0.726,Diterima,RM0005
APP202600503,3175015001700503,CIF1000503,2025-05-23,UMKM,CV Rahman Mandiri,UD,Rina Saputra,P,56,Belum Menikah,SMA/SMK,DKI Jakarta,Jakarta Timur,Cengkareng,Region 4,KCP Cikini,Transportasi,Ekspedisi Kecil,17,56,2141568,149,750000000,KI,54,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Tanah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,206.5,2343775000,1875020000,3.13,SHM,Ya,3.0,0.726,Diterima,RM0028
APP202600504,3275016901780504,CIF1000504,2025-05-13,UMKM,CV Santoso Abadi,PT,Maya Permana,P,48,Cerai Hidup,S1,Jawa Barat,Bekasi,Bekasi Timur,Region 2,KCP Cikini,Transportasi,Ekspedisi Kecil,3,9,2084329,144,150000000,KMK,18,Modal kerja operasional armada Ekspedisi Kecil,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,545.8,3488088000,2790470400,23.25,HGB,Ya,3.0,0.443,Ditolak,RM0027
APP202600505,3671015807850505,CIF1000505,2025-03-27,UMKM,PT Setiawan Makmur,CV,Wati Siregar,P,41,Cerai Hidup,S2,Banten,Tangerang,Kramat Jati,Region 2,KCP Pluit,Perdagangan,Toko Sembako,6,79,2659020,190,300000000,KMK,18,Modal kerja pembelian stok barang dagangan Toko Sembako,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,333.1,2024556000,1619644800,6.75,HGB,Ya,3.0,0.77,Diterima,RM0035
APP202600506,3175014410770506,CIF1000506,2025-06-08,UMKM,PT Situmorang Mandiri,PT,Tri Wijaya,P,49,Belum Menikah,D3,DKI Jakarta,Jakarta Timur,Kramat Jati,Region 3,KCP Pluit,Jasa,Bengkel,12,42,2206588,122,300000000,KMK,12,Modal kerja operasional usaha Bengkel,Rumah,"Paledang, Bogor",Jawa Barat,Bogor,138.5,726975000,581580000,2.42,SHM,Ya,3.0,0.76,Diterima,RM0035
APP202600507,3175011010900507,CIF1000507,2025-11-01,UMKM,CV Saputra Makmur,CV,Fajar Saputra,L,36,Menikah,S1,DKI Jakarta,Jakarta Timur,Sukmajaya,Region 1,KCP Bogor Baranangsiang,Jasa,Jasa Konstruksi Kecil,6,64,871770,109,100000000,KUR,30,Tambahan modal kerja usaha Jasa Konstruksi Kecil,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,348.6,2443267000,1954613600,24.43,HGB,Ya,3.0,0.444,Ditolak,RM0019
APP202600508,3674016103890508,CIF1000508,2025-07-11,UMKM,UD Kusuma Mandiri,PT,Maya Setiawan,P,37,Cerai Mati,D3,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 2,KCP Tangerang BSD,Pertanian,Peternakan Ayam,4,73,1322391,72,100000000,KUR,24,Tambahan modal kerja usaha Peternakan Ayam,Ruko,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,307.1,2318193000,1854554400,23.18,HGB,Ya,3.0,0.718,Diterima,RM0022
APP202600509,3671015301940509,CIF1000509,2025-03-24,UMKM,CV Rahman Makmur,UD,Wulan Santoso,P,32,Menikah,S2,Banten,Tangerang,Cengkareng,Region 1,KCP Bekasi Barat,Transportasi,Ekspedisi Kecil,7,65,820011,102,150000000,KUR,30,Tambahan modal kerja usaha Ekspedisi Kecil,Tanah,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,225.1,5215567000,4172453600,34.77,SHM,Tidak,3.0,0.628,Diterima,RM0012
APP202600510,3172017003700510,CIF1000510,2025-06-19,UMKM,UD Halim Mandiri,CV,Melati Wijaya,P,56,Cerai Hidup,D3,DKI Jakarta,Jakarta Utara,Cengkareng,Region 2,KCP Bogor Baranangsiang,Transportasi,Rental Kendaraan,18,57,1919256,145,300000000,KMK,18,Modal kerja operasional armada Rental Kendaraan,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,291.8,4603124000,3682499200,15.34,HGB,Ya,3.0,0.749,Diterima,RM0020
APP202600511,3172011308880511,CIF1000511,2025-08-07,UMKM,PT Kurniawan Jaya,CV,Iwan Tanjung,L,38,Menikah,SMA/SMK,DKI Jakarta,Jakarta Utara,Sukmajaya,Region 3,KCP Kemang,Manufaktur,Konveksi,14,46,4744124,63,300000000,KMK,18,Modal kerja pembelian bahan baku produksi Konveksi,Rumah,"Poris Plawad, Tangerang",Banten,Tangerang,142.9,742389000,593911200,2.47,SHM,Ya,3.0,0.694,Diterima,RM0030
APP202600512,3275016911940512,CIF1000512,2026-05-22,UMKM,PT Lubis Makmur,PT,Yuni Handoko,P,32,Menikah,S2,Jawa Barat,Bekasi,Bekasi Timur,Region 2,KCP Kelapa Gading,Perdagangan,Distributor Elektronik,4,29,4078018,101,200000000,KI,48,Perluasan/renovasi tempat usaha Distributor Elektronik,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,225.3,1135735000,908588000,5.68,SHM,Ya,1.43,0.795,Diterima,RM0005
APP202600513,3674014203900513,CIF1000513,2025-04-19,UMKM,UD Hutapea Jaya,UD,Maya Halim,P,36,Cerai Mati,S2,Jawa Barat,Tangerang Selatan,Cengkareng,Region 4,KCP Bekasi Barat,Pertanian,Distributor Hasil Tani,10,22,1907832,87,75000000,KMK,18,Modal kerja operasional usaha Distributor Hasil Tani,Gudang,"Kemiri Muka, Depok",Jawa Barat,Depok,780.2,5097410000,4077928000,67.97,SHM,Ya,3.0,0.685,Diterima,RM0009
APP202600514,3671015206710514,CIF1000514,2026-01-19,UMKM,CV Permana Abadi,PT,Wulan Siregar,P,55,Menikah,SMA/SMK,Banten,Tangerang,Sukmajaya,Region 2,KCP Depok Margonda,Manufaktur,Pengolahan Makanan Ringan,11,14,939847,177,50000000,KUR,12,Tambahan modal kerja usaha Pengolahan Makanan Ringan,Ruko,"Menteng, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,338.7,11500956000,9200764800,230.02,SHM,Ya,3.0,0.747,Diterima,RM0015
APP202600515,3674010511720515,CIF1000515,2025-03-19,UMKM,CV Handoko Sejahtera,UD,Joko Tanjung,L,54,Cerai Mati,D3,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 1,KCP Bekasi Barat,Transportasi,Ekspedisi Kecil,6,78,1040516,161,750000000,KI,60,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Tanah,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,244.2,7374840000,5899872000,9.83,HGB,Ya,3.0,0.701,Diterima,RM0010
APP202600516,3671010203870516,CIF1000516,2026-03-23,UMKM,CV Nugroho Makmur,PT,Fauzi Susanto,L,39,Cerai Mati,S2,Banten,Tangerang,Cengkareng,Region 4,KCP Depok Margonda,Kuliner,Restoran,12,55,3633318,120,1000000000,KMK,12,Modal kerja pembelian bahan baku harian usaha Restoran,Rumah,"Cakung Barat, Jakarta Timur",DKI Jakarta,Jakarta Timur,278.0,2174264000,1739411200,2.17,HGB,Ya,3.0,0.673,Diterima,RM0016
APP202600517,3674011701730517,CIF1000517,2026-06-10,UMKM,PT Setiawan Mandiri,UD,Gunawan Lubis,L,53,Cerai Hidup,S2,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 3,KCP Cikini,Jasa,Percetakan,12,30,1725424,174,1000000000,KI,36,Pembelian peralatan/mesin usaha Percetakan,Gudang,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,345.3,4822081000,3857664800,4.82,SHM,Ya,3.0,0.497,Ditolak,RM0025
APP202600518,3674016202960518,CIF1000518,2026-02-03,UMKM,CV Nugroho Jaya,CV,Rita Permana,P,30,Menikah,S1,Jawa Barat,Tangerang Selatan,Cengkareng,Region 4,KCP Pluit,Perdagangan,Toko Sembako,17,28,2524859,183,200000000,KMK,24,Modal kerja pembelian stok barang dagangan Toko Sembako,Tanah,"Kramat Jati, Jakarta Timur",DKI Jakarta,Jakarta Timur,107.3,1899210000,1519368000,9.5,HGB,Ya,3.0,0.862,Diterima,RM0035
APP202600519,3671011201810519,CIF1000519,2026-06-22,UMKM,PT Nugroho Makmur,UD,Eko Suryadi,L,45,Cerai Hidup,SMA/SMK,Banten,Tangerang,Tebet,Region 4,KCP Kemang,Kuliner,Katering,5,73,2710516,164,1000000000,KMK,18,Modal kerja pembelian bahan baku harian usaha Katering,Gudang,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,451.2,7314028000,5851222400,7.31,SHM,Ya,3.0,0.598,Diterima,RM0030
APP202600520,3671012104990520,CIF1000520,2025-10-30,UMKM,UD Tanjung Makmur,CV,Dimas Hidayat,L,27,Cerai Hidup,D3,Banten,Tangerang,Serpong,Region 3,KCP Bogor Baranangsiang,Kuliner,Bakery,18,33,1317750,186,300000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Bakery,Tanah,"Paledang, Bogor",Jawa Barat,Bogor,271.0,1726270000,1381016000,5.75,HGB,Ya,3.0,0.469,Ditolak,RM0020
APP202600521,3671014712010521,CIF1000521,2026-04-30,UMKM,UD Panjaitan Sejahtera,CV,Ani Rahman,P,25,Cerai Hidup,S1,Banten,Tangerang,Bekasi Timur,Region 4,KCP Cibubur,Pertanian,Distributor Hasil Tani,19,33,2330450,108,200000000,KMK,18,Modal kerja operasional usaha Distributor Hasil Tani,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,428.9,2227395000,1781916000,11.14,HGB,Ya,3.0,0.75,Diterima,RM0040
APP202600522,3172010212740522,CIF1000522,2026-07-15,UMKM,PT Wibowo Abadi,CV,Rizky Hidayat,L,52,Menikah,S2,DKI Jakarta,Jakarta Utara,Bekasi Timur,Region 4,KCP Tebet,Pertanian,Peternakan Ayam,13,45,3285019,59,150000000,KUR,24,Tambahan modal kerja usaha Peternakan Ayam,Rumah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,588.6,11566674000,9253339200,77.11,HGB,Ya,3.0,0.437,Ditolak,RM0004
APP202600523,3173011508800523,CIF1000523,2026-07-22,UMKM,UD Halim Jaya,UD,Fauzi Setiawan,L,46,Cerai Hidup,S2,DKI Jakarta,Jakarta Barat,Kramat Jati,Region 3,KCP Cikini,Manufaktur,Pengolahan Makanan Ringan,12,52,4343362,170,75000000,KI,42,Pembelian mesin produksi tambahan usaha Pengolahan Makanan Ringan,Gudang,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,218.7,2749039000,2199231200,36.65,HGB,Tidak,3.0,0.679,Diterima,RM0027
APP202600524,3171010906030524,CIF1000524,2025-06-28,UMKM,PT Hidayat Mandiri,CV,Rian Saputra,L,23,Cerai Mati,S1,DKI Jakarta,Jakarta Pusat,Kramat Jati,Region 1,KCP Tebet,Kuliner,Bakery,5,32,3025030,159,75000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Bakery,Ruko,"Tebet Timur, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,206.8,4069838000,3255870400,54.26,HGB,Ya,2.11,0.543,Ditolak,RM0001
APP202600525,3674012811660525,CIF1000525,2026-08-08,UMKM,CV Rahman Jaya,UD,Andi Santoso,L,60,Cerai Hidup,S1,Jawa Barat,Tangerang Selatan,Bekasi Timur,Region 3,KCP Cikini,Perdagangan,Distributor Bahan Bangunan,2,12,2620775,128,100000000,KMK,24,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Ruko,"Menteng, Jakarta Pusat",DKI Jakarta,Jakarta Pusat,468.4,14625038000,11700030400,146.25,SHM,Ya,3.0,0.723,Diterima,RM0028
APP202600526,3671010611980526,CIF1000526,2025-08-12,UMKM,CV Permana Makmur,UD,Andi Susanto,L,28,Menikah,D3,Banten,Tangerang,Serpong,Region 1,KCP Bekasi Barat,Manufaktur,Konveksi,4,3,481671,125,1000000000,KI,48,Pembelian mesin produksi tambahan usaha Konveksi,Rumah,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,365.4,5699196000,4559356800,5.7,SHM,Ya,3.0,0.691,Diterima,RM0010
APP202600527,3271011910800527,CIF1000527,2026-05-08,UMKM,UD Kurniawan Abadi,CV,Dedi Panjaitan,L,46,Menikah,S1,Jawa Barat,Bogor,Tebet,Region 4,KCP Depok Margonda,Jasa,Percetakan,13,78,1098462,115,300000000,KI,54,Pembelian peralatan/mesin usaha Percetakan,Rumah,"Kemiri Muka, Depok",Jawa Barat,Depok,718.6,5653540000,4522832000,18.85,HGB,Ya,3.0,0.666,Diterima,RM0015
APP202600528,3276012810980528,CIF1000528,2025-04-30,UMKM,CV Lubis Abadi,PT,Anton Hidayat,L,28,Belum Menikah,S2,Jawa Barat,Depok,Cengkareng,Region 3,KCP Kemang,Transportasi,Rental Kendaraan,12,11,2881479,125,75000000,KI,42,Pembelian armada kendaraan tambahan usaha Rental Kendaraan,Rumah,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,639.4,5202215000,4161772000,69.36,HGB,Ya,3.0,0.745,Diterima,RM0031
APP202600529,3175015101820529,CIF1000529,2025-07-28,UMKM,CV Halim Abadi,PT,Yanti Saputra,P,44,Cerai Mati,SMA/SMK,DKI Jakarta,Jakarta Timur,Cengkareng,Region 1,KCP Bogor Baranangsiang,Transportasi,Ekspedisi Kecil,17,39,2284585,179,50000000,KUR,36,Tambahan modal kerja usaha Ekspedisi Kecil,Ruko,"Rawa Buntu, Tangerang Selatan",Jawa Barat,Tangerang Selatan,770.6,5510956000,4408764800,110.22,HGB,Ya,3.0,0.577,Diterima,RM0019
APP202600530,3271011208960530,CIF1000530,2026-02-19,UMKM,PT Panjaitan Sejahtera,PT,Dimas Setiawan,L,30,Cerai Hidup,SMA/SMK,Jawa Barat,Bogor,Tebet,Region 4,KCP Kemang,Jasa,Percetakan,10,40,4590523,149,300000000,KI,36,Pembelian peralatan/mesin usaha Percetakan,Rumah,"Bintara, Bekasi",Jawa Barat,Bekasi,467.3,3129875000,2503900000,10.43,SHM,Ya,3.0,0.675,Diterima,RM0030
APP202600531,3674015802750531,CIF1000531,2025-10-10,UMKM,UD Simanjuntak Mandiri,CV,Nina Panjaitan,P,51,Belum Menikah,S1,Jawa Barat,Tangerang Selatan,Serpong,Region 2,KCP Cibubur,Pertanian,Peternakan Ayam,1,37,6278877,70,50000000,KMK,12,Modal kerja operasional usaha Peternakan Ayam,Rumah,"Bojong Jaya, Tangerang",Banten,Tangerang,610.6,3813904000,3051123200,76.28,HGB,Ya,2.19,0.657,Diterima,RM0040
