laporan_id,NIK,year,revenue,net_profit,total_asset,total_liability,operating_cashflow
FIN001058,3175015101820529,2025,27415030,292476,39729168,18795427,305137
FIN001059,3271011208960530,2024,52211922,4159205,79105333,38945039,3780168
FIN001060,3271011208960530,2025,55086281,3789177,106662712,38091680,3600994
FIN001061,3674015802750531,2024,57572828,8035863,67068132,41605559,8902519
FIN001062,3674015802750531,2025,75346524,9380768,92093382,42038627,8881205
FIN001063,3671011310820532,2024,70974218,12270903,124967346,75648913,12679858
FIN001064,3671011310820532,2025,79461994,10694983,136732376,55176381,14644952
FIN001065,3175012612730533,2024,26526424,2907533,31008194,15301392,3682194
FIN001066,3175012612730533,2025,23421327,2057505,26983048,6474550,2040093
FIN001067,3671016609860534,2024,36443280,2695194,42873347,29914891,3281358
FIN001068,3671016609860534,2025,35711337,2297495,61520412,36660868,2100961
FIN001069,3671013103020535,2024,24551662,3604014,30503400,10917119,4014681
FIN001070,3671013103020535,2025,32887042,4019687,50338346,21276009,3775105
FIN001071,3671012407000536,2024,32700234,2439917,48182393,19609248,2217982
FIN001072,3671012407000536,2025,32479396,2551897,56200446,23297194,2259248
FIN001073,3275011803820537,2024,27567028,3476520,32498365,18293768,2929623
FIN001074,3275011803820537,2025,32517962,4450754,43998025,21243561,3989087
FIN001075,3175010802970538,2024,9663604,925701,12485005,3670157,800075
FIN001076,3175010802970538,2025,9251591,966282,15501670,4316470,1046926
FIN001077,3674010309920539,2024,32256620,3389569,35935672,11562777,4226591
FIN001078,3674010309920539,2025,38365919,3727400,45120058,23160020,3541148
FIN001079,3671016904990540,2024,14296195,1800454,23434744,10714434,2323423
FIN001080,3671016904990540,2025,17702100,2039599,25869663,16751013,2517248
FIN001081,3671010108910541,2024,34545228,5629789,55867921,33505864,6988023
FIN001082,3671010108910541,2025,35216648,5601800,69443279,14663523,4575113
FIN001083,3674011712760542,2024,9077008,1044495,16845126,9836776,1147849
FIN001084,3674011712760542,2025,11138607,1292340,16623593,5420943,1699721
FIN001085,3275016912950543,2024,19999869,1788902,37980597,10035319,2224078
FIN001086,3275016912950543,2025,22346389,2008400,34615442,10474754,2008198
FIN001087,3671015209020544,2024,19040137,1060280,27207134,5966173,934824
FIN001088,3671015209020544,2025,21915858,1350773,29873249,12577671,1699057
FIN001089,3275013005900545,2024,8072219,1490571,11932057,3135890,1414891
FIN001090,3275013005900545,2025,8555470,1739249,15353880,3743060,1397154
FIN001091,3271015301930546,2024,22692602,2781087,41844536,9078515,2937083
FIN001092,3271015301930546,2025,30733826,3666514,60957218,21349526,3850390
FIN001093,3671016505900547,2024,26304889,2889244,44406808,27779468,3917140
FIN001094,3671016505900547,2025,31161801,2775657,48278313,23844593,3556901
FIN001095,3171015312020548,2024,34892108,3270616,56982339,36990055,3901903
FIN001096,3171015312020548,2025,29822102,2227631,58749132,29172196,2578542
FIN001097,3171017003660549,2024,23167385,1610845,27120636,7733446,2080764
FIN001098,3171017003660549,2025,29000842,1765800,36553869,12540936,2465779
FIN001099,3174010408760550,2024,19174243,3958383,29369709,10395929,3556739
FIN001100,3174010408760550,2025,14693902,2925713,24048052,5920077,3379152
FIN001101,3173016104810551,2024,33406791,5726587,38982339,26897957,5239343
FIN001102,3173016104810551,2025,30258891,5726959,37031320,12612812,6505436
FIN001103,3172016706700552,2024,37394436,4340241,72156728,37546629,4042281
FIN001104,3172016706700552,2025,45760517,4836287,81864654,19021998,6373599
FIN001105,3674012704830553,2024,45735929,6076246,65829532,29709414,6853752
FIN001106,3674012704830553,2025,58733576,10087268,66851582,42330200,11410118
FIN001107,3175014703000554,2024,26140987,3784344,43963176,12953617,4564690
FIN001108,3175014703000554,2025,19377902,2501173,33328209,16863123,3075370
FIN001109,3175011710890555,2024,15759044,1596566,30632687,7316281,1613166
FIN001110,3175011710890555,2025,21052310,2165146,40199629,14725269,2780535
FIN001111,3275016711010556,2024,20997837,3300606,26707380,14595080,3755632
FIN001112,3275016711010556,2025,19427207,2874912,32211539,14473444,2459643
FIN001113,3674016201980557,2024,29060388,1751586,48707749,21797179,1797183
FIN001114,3674016201980557,2025,27048943,1992927,34451415,15287440,2280102
FIN001115,3671014205850558,2024,19083352,1246562,30291597,17892291,1042845
FIN001116,3671014205850558,2025,25876090,1364384,39223572,25907559,1526684
FIN001117,3271017110900559,2024,64654209,7228526,104682533,58328586,7567576
FIN001118,3271017110900559,2025,55148685,7886349,68209484,19472391,8755020
FIN001119,3671015009760560,2024,11904984,1920233,20525709,12136392,2616745
FIN001120,3671015009760560,2025,12935623,1889979,21699348,10621727,2402003
FIN001121,3671014612650561,2024,33453251,4245665,60118490,16004322,5847058
FIN001122,3671014612650561,2025,32856538,4231930,57441378,21839949,5253579
FIN001123,3271011209710562,2024,50440802,5579678,99359864,20063065,7614562
FIN001124,3271011209710562,2025,79605825,10297783,106070235,55036014,12395835
FIN001125,3275016601750563,2024,20220065,3035684,26741843,6495319,4029992
FIN001126,3275016601750563,2025,23258726,3576729,41068849,13844282,3174680
FIN001127,3671010710830564,2024,6148933,1106096,7956021,3549215,906742
FIN001128,3671010710830564,2025,5872834,1073722,7400819,2570685,1168016
FIN001129,3671010511680565,2024,9756690,1751081,12215258,6500196,1504247
FIN001130,3671010511680565,2025,8506253,1243300,11215328,6223407,1660461
FIN001131,3671014405670566,2024,42833760,8419758,74577569,37784050,9410599
FIN001132,3671014405670566,2025,41551962,7492144,68779502,14397894,8511318
FIN001133,3276014602900567,2024,15162819,1189176,21237582,8826604,1537188
FIN001134,3276014602900567,2025,18327068,1451813,32049655,21301658,1492039
FIN001135,3671011305710568,2024,32632473,4466453,60119942,17465799,4170511
FIN001136,3671011305710568,2025,31492199,3813875,62913585,19802730,3661896
FIN001137,3671015103880569,2024,32517860,2748664,44406336,16756019,3491078
FIN001138,3671015103880569,2025,30359214,2512883,51161821,16078470,2586966
FIN001139,3171012003730570,2024,21991433,892785,40733322,26128505,1167025
FIN001140,3171012003730570,2025,24699259,1278776,47501165,16145359,1264296
FIN001141,3671015407850571,2024,4971797,571965,8043500,5455426,713075
FIN001142,3671015407850571,2025,6218012,627965,7942649,4982496,845624
FIN001143,3276010603910572,2024,21734877,3019380,33794166,22231541,2659888
FIN001144,3276010603910572,2025,26635547,3903286,37821370,20376066,4607602
FIN001145,3671014709820573,2024,7097398,1076554,8887252,2114243,1342935
FIN001146,3671014709820573,2025,8609757,1084751,11121251,5144277,1307264
FIN001147,3671015210790574,2024,14378955,755212,25458319,16207495,750976
FIN001148,3671015210790574,2025,12620080,600901,16791240,4065827,707985
FIN001149,3671015807890575,2024,14932128,1026007,23196345,11025071,1240925
FIN001150,3671015807890575,2025,21482935,1374379,23679265,14359636,1778614
FIN001151,3271011201940576,2024,17031601,1125012,33051515,6850414,1161598
FIN001152,3271011201940576,2025,17607817,930132,31863324,18275694,1165067
FIN001153,3276015812860577,2024,8296318,675293,9473664,3429502,860292
FIN001154,3276015812860577,2025,6479305,444378,12666951,4637017,582071
FIN001155,3275012510660578,2024,8892834,665847,13485929,8803139,606020
FIN001156,3275012510660578,2025,7171751,488774,8586451,4888486,660196
FIN001157,3173016306780579,2024,14039237,476718,17493654,11634644,476548
FIN001158,3173016306780579,2025,15242758,513403,29785817,20646986,658263
FIN001159,3671012811870580,2024,29664668,3314439,57755943,29173329,2898164
FIN001160,3671012811870580,2025,36009138,4024618,41747552,11338954,4987606
FIN001161,3671012001730581,2024,23936429,3378848,38603373,25339698,3300942
FIN001162,3671012001730581,2025,19860532,2487196,37447359,8884815,2272823
FIN001163,3276016106740582,2024,23777322,1343651,28119685,12332700,1726770
FIN001164,3276016106740582,2025,18187521,1021167,30345591,9700876,1058112
FIN001165,3173016308850583,2024,20225357,4520856,23373370,9212760,5219701
FIN001166,3173016308850583,2025,17238588,3535539,19299181,5686591,4622530
FIN001167,3174016407730584,2024,39810365,5935831,46476884,30728433,4847615
FIN001168,3174016407730584,2025,23910243,3242801,38246395,19870307,2651884
FIN001169,3671015111680585,2024,10813566,990133,15691347,3807799,963804
FIN001170,3671015111680585,2025,12283067,949594,20853143,9983080,991957
FIN001171,3674012402860586,2024,14490625,2416077,23491861,9124155,2714217
FIN001172,3674012402860586,2025,16329408,2184352,27878840,19266135,2071777
FIN001173,3671016508830587,2024,11541475,2061019,15837432,7433065,2377893
FIN001174,3671016508830587,2025,9025748,1828823,13465874,7483491,1687427
FIN001175,3671016805750588,2024,18223129,448386,21396063,5516664,569202
FIN001176,3671016805750588,2025,18794024,405488,36970441,25165870,491276
FIN001177,3173014712920589,2024,34193360,4095379,61452659,39906455,5489770
FIN001178,3173014712920589,2025,47259830,4830700,82683363,43464161,6432068
FIN001179,3671015305910590,2024,8938159,626458,13005351,2833807,862555
FIN001180,3671015305910590,2025,11047076,834284,18024764,5868555,997026
FIN001181,3671014209770591,2024,19263476,2047724,27681607,9557833,2049498
FIN001182,3671014209770591,2025,22700028,2659445,25309273,17306875,3353871
FIN001183,3271011307750592,2024,21753452,2629533,27643302,12665077,3226483
FIN001184,3271011307750592,2025,24860508,3343442,34598817,15750779,3918476
FIN001185,3174012502800593,2024,13853445,2707112,21561890,14579680,3507708
FIN001186,3174012502800593,2025,15841182,3040213,24776253,12272624,2839380
FIN001187,3671015310710594,2024,18913788,4013550,36996003,11926626,3461821
FIN001188,3671015310710594,2025,28654167,6609696,49212564,14644474,6013071
FIN001189,3174012003740595,2024,11645137,1002216,13726881,7751325,1049725
FIN001190,3174012003740595,2025,10556987,1017551,11711924,4088737,1315400
FIN001191,3171015209840596,2024,7446018,759392,11300941,6791354,1055415
FIN001192,3171015209840596,2025,8731613,885433,10547286,4867875,1022725
FIN001193,3671010603810597,2024,18674481,1963650,27691948,11210346,1871145
FIN001194,3671010603810597,2025,22820332,3192493,33387688,21613639,3540686
FIN001195,3671014305660598,2024,13043768,2620423,21861697,6076972,2106449
FIN001196,3671014305660598,2025,14094152,2785071,24215456,6130029,3470456
FIN001197,3275016308820599,2024,29353194,1602642,44602361,29814302,1825057
FIN001198,3275016308820599,2025,29466174,1990013,44863016,17588110,2573733
FIN001199,3175014409880600,2024,23345413,2267693,37475110,15038333,2312674
FIN001200,3175014409880600,2025,20829628,2279984,34841477,12438862,2315679
FIN001201,3174010902890601,2024,22731460,1066419,27899599,10841424,1183303
FIN001202,3174010902890601,2025,26090585,1331514,44926092,10165692,1513726
FIN001203,3174014204660602,2024,10816782,827844,13392578,4882265,978994
FIN001204,3174014204660602,2025,10291077,755686,11765574,2779963,901698
FIN001205,3275016202670603,2024,15904263,822355,22773424,7191049,960121
FIN001206,3275016202670603,2025,17069637,816942,24209459,12085852,711500
FIN001207,3671015601970604,2024,11331465,962557,22221529,5921421,1239883
FIN001208,3671015601970604,2025,19200782,1765732,34798473,23496965,1938229
FIN001209,3275012002690605,2024,34967253,5156717,61447764,41706841,5891078
FIN001210,3275012002690605,2025,34132781,4393189,58451311,13710174,4828266
FIN001211,3671016007930606,2024,33317787,4358861,47153266,17328095,5188683
FIN001212,3671016007930606,2025,33304997,4488006,60534622,13857870,4812694
FIN001213,3172016609880607,2024,16266554,1743698,27233799,16091843,1446797
FIN001214,3172016609880607,2025,18959060,1912297,28589568,18526345,2375845
FIN001215,3174013107810608,2024,11645654,113830,17433920,9014055,105853
FIN001216,3174013107810608,2025,16547817,157196,22360123,13425045,214599
FIN001217,3171016802000609,2024,12591572,1218204,15507035,9359452,1340123
FIN001218,3171016802000609,2025,13718570,1209688,16309298,6898543,1052552
FIN001219,3174012509830610,2024,12105210,2241867,17879626,9068816,2884863
FIN001220,3174012509830610,2025,8600409,1331013,13422656,3496199,1410423
FIN001221,3674010612940611,2024,10106903,1106500,19641246,6302162,1084703
FIN001222,3674010612940611,2025,7409062,622633,8920680,3323487,754050
FIN001223,3671014501980612,2024,11621328,1237510,17665452,8119017,1232083
FIN001224,3671014501980612,2025,12026943,1238365,22871655,10907017,1427228
FIN001225,3671013107900613,2024,12933421,2019229,19932961,10174613,2292072
FIN001226,3671013107900613,2025,13930801,2318674,18130423,11682214,2812743
FIN001227,3172010512840614,2024,18311276,1145306,21509162,10262012,1094476
FIN001228,3172010512840614,2025,19343315,1217934,28916151,13325635,1592722
FIN001229,3172016803790615,2024,25420824,5142957,44371977,13420200,5580675
FIN001230,3172016803790615,2025,30072745,6612921,54133678,17537952,6010677
FIN001231,3175014904830616,2024,40806603,3586318,79890582,55716195,4554863
FIN001232,3175014904830616,2025,49306982,5256828,96540995,33332483,4612285
FIN001233,3271014511810617,2024,15503155,1328676,23240081,11670095,1805783
FIN001234,3271014511810617,2025,18598771,1684704,23990060,9469177,2342064
FIN001235,3674012410890618,2024,3518359,340283,5638071,2290589,430299
FIN001236,3674012410890618,2025,3706617,398013,5943603,2148594,450196
FIN001237,3671013108780619,2024,9835791,806915,12392502,6546468,658547
FIN001238,3671013108780619,2025,11841222,812962,22522109,9701082,898093
FIN001239,3671011611660620,2024,47972288,7785647,62352440,15013630,7879161
FIN001240,3671011611660620,2025,53409038,9026090,80228578,22790948,10172934
FIN001241,3271015610020621,2024,23574768,3954911,44522553,11811078,4823396
FIN001242,3271015610020621,2025,26625033,4646834,42346248,17046583,5521559
FIN001243,3671014304020622,2024,18945377,2150879,27432599,12515247,2376956
FIN001244,3671014304020622,2025,14748776,1857366,20568933,7718431,1782156
FIN001245,3671014104770623,2024,38788922,5234821,64696672,26087699,7193249
FIN001246,3671014104770623,2025,45432804,7622119,52970927,12977602,8005009
FIN001247,3671011203650624,2024,43636903,5454268,76495939,38843382,7140665
FIN001248,3671011203650624,2025,57258608,7232618,102340843,64098700,8168548
FIN001249,3671012702950625,2024,28175979,4203443,49171164,20156896,5803039
FIN001250,3671012702950625,2025,30918232,4173684,61316249,40410978,4358522
FIN001251,3173010306650626,2024,11154404,1202989,15464352,7968251,1295043
FIN001252,3173010306650626,2025,16022008,1973604,27377300,10686662,2509595
FIN001253,3275010508770627,2024,37036546,4003412,48286308,27971463,3493571
FIN001254,3275010508770627,2025,49859067,4714180,73391917,19644990,3804279
FIN001255,3671010712670628,2024,9717608,555282,11145724,3524642,618923
FIN001256,3671010712670628,2025,14323250,878199,25989899,11947147,1043017
FIN001257,3172012507920629,2024,18657236,902614,25018645,16286364,756669
FIN001258,3172012507920629,2025,17450022,884038,25356537,15938619,1139590
FIN001259,3275014607950630,2024,17703321,2845793,20544838,7437026,2298232
FIN001260,3275014607950630,2025,16362927,2201595,25970139,13697463,2720864
FIN001261,3276014601800631,2024,12289019,1211902,20456946,10201689,1394635
FIN001262,3276014601800631,2025,16066544,1391548,23703039,6498478,1390946
FIN001263,3174010204660632,2024,13416122,1449988,18788329,6946240,1608098
FIN001264,3174010204660632,2025,21653047,2854505,36197602,17571858,2782717
FIN001265,3276010904680633,2024,25867633,3948411,38595574,25565115,3210762
FIN001266,3276010904680633,2025,31723229,4336730,42212293,13975591,5752795
FIN001267,3171015310670634,2024,10455574,1023125,14195218,6171393,1328311
FIN001268,3171015310670634,2025,12700844,1323829,17899512,7021038,1360605
FIN001269,3275010909920635,2024,15039631,1596905,29823232,18221951,1505970
FIN001270,3275010909920635,2025,16454955,1629894,26935882,16474690,1802418
FIN001271,3173015503880636,2024,11982279,2201864,23501517,10413845,2178702
FIN001272,3173015503880636,2025,13773447,2384937,15296407,3995047,1970638
FIN001273,3172013006760637,2024,12158723,2211621,22250440,11568083,2340152
FIN001274,3172013006760637,2025,12727206,2444636,19017753,7571086,2871542
FIN001275,3674010801880638,2024,25517212,3780532,39375595,25785756,4559499
FIN001276,3674010801880638,2025,28109169,3974719,46273662,12865447,3995253
FIN001277,3671016907670639,2024,25633240,1616324,40674690,12990602,1580907
FIN001278,3671016907670639,2025,37099089,2119773,66279519,46310839,1932080
FIN001279,3671010203960640,2024,8481697,1532924,16707344,6037646,1389115
FIN001280,3671010203960640,2025,10576796,2108389,12288333,7478186,2432115
FIN001281,3275014104870641,2024,14835049,1780460,25415908,6711709,2281411
FIN001282,3275014104870641,2025,14863195,2245968,23831363,16279013,2322844
FIN001283,3674015803740642,2024,12508323,1026871,15231037,9715807,1305009
FIN001284,3674015803740642,2025,12278171,1033282,21478409,4832537,952801
FIN001285,3172010505990643,2024,15256520,1127776,27816522,13161042,1144066
FIN001286,3172010505990643,2025,24186624,1542840,32381525,14936510,1470806
FIN001287,3171011710730644,2024,22299501,2847806,34483269,9291383,3978365
FIN001288,3171011710730644,2025,22956781,3200183,33238647,18030412,3936061
FIN001289,3674015010750645,2024,11821630,1484724,13031060,4061613,1641059
FIN001290,3674015010750645,2025,17779515,2469115,29616385,12111062,2046272
FIN001291,3171012111880646,2024,25109903,4201548,44941642,27049034,5540022
FIN001292,3171012111880646,2025,19575301,3371345,37487800,20442622,4282783
FIN001293,3276011309790647,2024,31385683,4051906,37122817,16549772,3971445
FIN001294,3276011309790647,2025,37562100,5582641,64229708,20121976,6810574
FIN001295,3671014607720648,2024,12500311,589580,19034803,8882651,815641
FIN001296,3671014607720648,2025,15121219,895764,26240822,12233532,992422
FIN001297,3271016701910649,2024,12558544,1088020,24695555,13342860,1345693
FIN001298,3271016701910649,2025,13044082,1272575,24905122,14544825,1030433
FIN001299,3674010112810650,2024,6182757,733612,12258869,8537310,777239
FIN001300,3674010112810650,2025,6232809,835115,10176888,4627580,874503
FIN001301,3173016412870651,2024,23146913,2387706,34860147,12403411,2816954
FIN001302,3173016412870651,2025,29855421,2711512,56652064,23096960,3472139
FIN001303,3173016806750652,2024,5625276,1008879,9034141,6089337,919556
FIN001304,3173016806750652,2025,6059734,1107337,12081322,7807983,1250992
FIN001305,3174015403680653,2024,14363298,665610,24532507,8959966,600690
FIN001306,3174015403680653,2025,21323953,1077065,24056996,13456922,1031771
FIN001307,3671016107730654,2024,5582550,249674,8072595,2027520,272168
FIN001308,3671016107730654,2025,5733433,261521,6977571,3415903,307325
FIN001309,3671014503860655,2024,21935835,2336918,43081197,15825266,2052673
FIN001310,3671014503860655,2025,23228046,1932470,43126316,18526265,1557000
FIN001311,3276016703840656,2024,21359654,3304710,39327365,23961744,2794076
FIN001312,3276016703840656,2025,24600073,3680328,42474982,10313359,3435367
FIN001313,3271017003800657,2024,34152306,5106182,45026093,19537155,5453575
FIN001314,3271017003800657,2025,36574127,5023016,68215793,30413423,5499796
FIN001315,3175012806900658,2024,26786005,3473598,52652544,12953933,2827023
FIN001316,3175012806900658,2025,37781917,5153819,65411510,45070982,7007423
FIN001317,3671014803690659,2024,13692913,1662662,20956356,11451618,1340403
FIN001318,3671014803690659,2025,20320138,2559544,32738202,21294862,3571072
FIN001319,3276011606750660,2024,20802120,2089262,36011459,14414565,2612798
FIN001320,3276011606750660,2025,26030171,3299404,29891795,19959850,2774448
FIN001321,3276012012690661,2024,19506244,1786182,37829607,22547719,2271068
FIN001322,3276012012690661,2025,21899583,2207420,35312894,23861453,2867397
FIN001323,3671015502720662,2024,25240366,2613609,47550336,9539144,3248015
FIN001324,3671015502720662,2025,36435885,3674197,50827234,35007050,3824030
FIN001325,3671014308880663,2024,9789520,1151885,14001040,7046789,1194278
FIN001326,3671014308880663,2025,10430935,1322160,20428369,10148208,1725901
FIN001327,3671015807820664,2024,11428256,1528315,14164687,9345041,1465711
FIN001328,3671015807820664,2025,13831292,1882893,17282419,8014324,2271143
FIN001329,3171010102720665,2024,9846241,944903,16258074,5451335,859763
FIN001330,3171010102720665,2025,12715274,1343889,23804689,8093074,1526748
FIN001331,3172016105990666,2024,13768664,1568572,15266759,4485193,1580083
FIN001332,3172016105990666,2025,12348232,1375393,22347686,10949071,1673871
FIN001333,3671010502820667,2024,26388737,7267586,49296560,31104943,7435259
FIN001334,3671010502820667,2025,28639131,7735367,33289539,14763319,7290151
FIN001335,3671013009860668,2024,16177698,1268113,19544978,4707848,1756372
FIN001336,3671013009860668,2025,18449000,1427791,24772963,13030560,1847604
FIN001337,3671011312720669,2024,23616573,2384396,40467651,12424926,2620929
FIN001338,3671011312720669,2025,26767790,2816919,50235670,14864820,2557400
FIN001339,3276016009740670,2024,5687669,757126,7181722,1488996,1003375
FIN001340,3276016009740670,2025,5848068,855758,8909705,2492842,1098665
FIN001341,3275014111910671,2024,45515013,3514964,81281378,50072116,3747401
FIN001342,3275014111910671,2025,39994997,2811389,49525181,18342836,3601587
FIN001343,3175012210010672,2024,6642042,839811,11359582,3730744,908217
FIN001344,3175012210010672,2025,6793398,825288,13071283,8329373,694661
FIN001345,3271015903900673,2024,21983394,405203,38946669,21173696,368247
FIN001346,3271015903900673,2025,21298493,321241,35025731,20938320,436450
FIN001347,3174011501830674,2024,19402994,4005285,22551281,11276574,5354164
FIN001348,3174011501830674,2025,19009243,3863735,21039169,11513886,4775061
FIN001349,3173015207780675,2024,43940950,4313579,72209078,50342914,3630129
FIN001350,3173015207780675,2025,50739116,4210353,64906127,44668144,5564225
FIN001351,3671016411790676,2024,8976196,504220,14984059,5478132,481297
FIN001352,3671016411790676,2025,9407799,614625,17084530,6867277,771028
FIN001353,3671014208870677,2024,8294566,1575951,11171883,3268346,2156172
FIN001354,3671014208870677,2025,8836606,1595324,15330033,5677435,2204396
FIN001355,3171012010810678,2024,4903135,1049954,5931938,1420880,1133183
FIN001356,3171012010810678,2025,6663373,1720106,8810246,3572345,2038070
FIN001357,3175017103790679,2024,42032605,5062488,79039527,31881535,4064200
FIN001358,3175017103790679,2025,43477799,5129490,59046994,34125814,5862539
FIN001359,3671017110940680,2024,21274403,1149892,32486027,18645522,1199318
FIN001360,3671017110940680,2025,26542894,1520545,34925874,20568802,1900318
FIN001361,3171010405670681,2024,5482446,1183657,9788283,3722884,1023090
FIN001362,3171010405670681,2025,6601581,1414788,8800638,4473532,1573519
FIN001363,3276015605970682,2024,11727866,2084906,14165742,3684094,2468968
FIN001364,3276015605970682,2025,14040983,2840237,20686705,9627481,3279700
FIN001365,3175011211820683,2024,12934721,757450,23254553,4714256,801599
FIN001366,3175011211820683,2025,14392530,890040,22678059,7203762,1084550
FIN001367,3276015910890684,2024,23079778,3710019,36711257,14049821,4828820
FIN001368,3276015910890684,2025,23111557,4286683,31910106,13673138,5717118
FIN001369,3671011210730685,2024,25713019,1660860,34678085,16438792,2233415
FIN001370,3671011210730685,2025,25677859,1763163,32849815,14431827,1576227
FIN001371,3674016310780686,2024,15968297,1820477,25039272,11399492,2344048
FIN001372,3674016310780686,2025,22506297,2405551,42186517,10116220,3247392
FIN001373,3271016903960687,2024,21045396,2056297,31106899,14698530,2211883
FIN001374,3271016903960687,2025,18737327,1669411,35171983,8704264,2317771
FIN001375,3671012109760688,2024,11420454,1764171,13448973,7207541,1624635
FIN001376,3671012109760688,2025,13247882,2370881,24498745,17013951,2613965
FIN001377,3671014504880689,2024,15250871,575140,22845722,15846784,573957
FIN001378,3671014504880689,2025,20249211,836698,26438462,9744161,697040
FIN001379,3671016611690690,2024,12259802,1840163,19149327,11204241,2061819
FIN001380,3671016611690690,2025,13762909,2047583,23621569,11026111,1921355
FIN001381,3174011902680691,2024,24808531,2927933,45115804,12077335,3549765
FIN001382,3174011902680691,2025,26342363,3205247,45600655,23284280,3646059
FIN001383,3173010103730692,2024,10751852,1361187,19523917,5170826,1644088
FIN001384,3173010103730692,2025,11586634,1644212,12758680,4081899,1804593
FIN001385,3275012007930693,2024,12340027,2052724,16716064,8663020,2366923
FIN001386,3275012007930693,2025,9302095,1851007,15594580,5693195,2035259
FIN001387,3674010803950694,2024,29473473,3305093,54748625,20919291,3461540
FIN001388,3674010803950694,2025,32390486,3567114,61851996,32884889,3300534
FIN001389,3674016503860695,2024,31861366,5768096,57257947,13987657,5412698
FIN001390,3674016503860695,2025,34404291,5514858,38273810,19607625,6586652
FIN001391,3175016510790696,2024,29233082,5793050,54665670,31906512,6762893
FIN001392,3175016510790696,2025,35760763,6210175,61670726,29545241,7552154
FIN001393,3175015004850697,2024,37039567,5075081,56896270,17232107,5440903
FIN001394,3175015004850697,2025,36209361,5383175,66012951,18720259,6240342
FIN001395,3671017105950698,2024,17653414,187889,25092405,9623601,158969
FIN001396,3671017105950698,2025,21497396,218324,31713255,19222819,232200
FIN001397,3276010812960699,2024,13094453,2046951,21214727,8213408,2351714
FIN001398,3276010812960699,2025,10787407,1803989,18332281,9819986,2027149
FIN001399,3671015607720700,2024,25055895,2540133,28807805,13303983,2069570
FIN001400,3671015607720700,2025,27861658,3101780,30715238,6633517,4033095
FIN001401,3671011003720701,2024,16656943,1466386,25730522,12246860,1835633
FIN001402,3671011003720701,2025,18092715,1607916,22120743,7524145,1455807
FIN001403,3276014211900702,2024,18337572,1303008,22712604,10335907,1538082
FIN001404,3276014211900702,2025,20742807,1723607,23143664,10718809,1655081
FIN001405,3174010604800703,2024,26017204,3373099,30381259,6725730,4618593
FIN001406,3174010604800703,2025,28824737,3700471,39281184,26846920,4419972
FIN001407,3671014101030704,2024,14049430,1023187,26062399,15142725,874230
FIN001408,3671014101030704,2025,7860202,633002,14909773,4744598,738549
FIN001409,3276014406870705,2024,44215548,1631103,67331652,33851797,1979872
FIN001410,3276014406870705,2025,49072273,1921486,90332208,40428722,2042174
FIN001411,3671016304930706,2024,28274922,3876561,31930079,13644566,3332570
FIN001412,3671016304930706,2025,38845451,5503121,63173022,17418445,4496577
FIN001413,3171010806030707,2024,8005371,799104,9591241,3144437,1020437
FIN001414,3171010806030707,2025,12867645,1279567,17237860,6879203,1115590
FIN001415,3674015807820708,2024,6287862,529275,10540114,2949869,481631
FIN001416,3674015807820708,2025,7886775,765357,14648031,8718001,763638
FIN001417,3674011405940709,2024,16045635,1798606,21496648,12439609,2326966
FIN001418,3674011405940709,2025,27132846,2988799,34043363,15187503,3231195
FIN001419,3175012607970710,2024,22558275,2621495,36986937,9530200,3379004
FIN001420,3175012607970710,2025,33061151,3834486,38748899,26941361,5142325
FIN001421,3172014103940711,2024,14414079,1552842,18800978,8701752,2103169
FIN001422,3172014103940711,2025,12782651,1550974,14456558,6942586,1806985
FIN001423,3671015404940712,2024,33413021,4600831,41077594,23620615,4222697
FIN001424,3671015404940712,2025,48942411,6352605,69666559,42940869,5395045
FIN001425,3174016306700713,2024,18471935,3119096,34325747,10363684,3709700
FIN001426,3174016306700713,2025,15518465,2694951,17945559,3919516,3060266
FIN001427,3671012105780714,2024,11074589,1733173,16188055,8434693,2116426
FIN001428,3671012105780714,2025,8522716,1546104,13402163,7188078,1653684
FIN001429,3671015411670715,2024,11831785,1300116,18031583,10988784,1427668
FIN001430,3671015411670715,2025,11522120,1399372,15190120,4090142,1433178
FIN001431,3275010410660716,2024,53173008,2038148,72531025,23042442,2107506
FIN001432,3275010410660716,2025,65652657,2663330,83545865,35328348,2900417
FIN001433,3271010306890717,2024,17961344,2867403,27568951,5771019,3549704
FIN001434,3271010306890717,2025,21404873,3645118,26577312,6217951,3496117
FIN001435,3671011206880718,2024,36522013,3678159,69471140,40660077,4263542
FIN001436,3671011206880718,2025,38789591,4096267,52403332,11754185,4863161
FIN001437,3276010801710719,2024,10095474,1929950,14691322,6564012,2352543
FIN001438,3276010801710719,2025,13738138,2207007,25854798,16109886,2658495
FIN001439,3173015706850720,2024,8191888,967392,13753394,8780290,1096050
FIN001440,3173015706850720,2025,9746507,1001412,11929677,5195566,1110960
FIN001441,3671013010830721,2024,17141080,1005561,26112365,13348617,1196683
FIN001442,3671013010830721,2025,19940722,906828,37228841,10502934,941697
FIN001443,3275011110790722,2024,37723161,4552350,55412476,12851610,5625952
FIN001444,3275011110790722,2025,39202786,4621302,53829195,13035487,5215067
FIN001445,3174015911720723,2024,23643144,709161,37487289,21119619,951213
FIN001446,3174015911720723,2025,25868942,876082,45169804,21363358,819101
FIN001447,3171014804790724,2024,29802042,264794,39659468,27453327,332056
FIN001448,3171014804790724,2025,31628460,314577,41225461,20065414,295427
