account_id,NIK,account_number,bank_name,account_type,account_status,opened_date,average_balance_6m,average_monthly_credit,average_monthly_debit,transaction_frequency_monthly,overdraft_count_6m,current_balance
ACC000784,3276010603910572,5920436888,BPR Mitra Usaha,Giro,Aktif,2023-05-21,31371259,1682459,1282369,183,0,18497527
ACC000785,3276010603910572,3681567951,Bank Danamon,Tabungan,Aktif,2021-08-05,3002288,1843615,1794130,136,0,3752462
ACC000786,3671014709820573,6299205568,Bank BCA,Giro,Aktif,2016-01-20,1751870,580365,546606,55,0,1196027
ACC000787,3671015210790574,6291848845,Bank BCA,Giro,Aktif,2017-10-27,3934241,720994,673121,89,1,6238584
ACC000788,3671015807890575,8813394942,Bank Danamon,Giro,Aktif,2015-05-08,22837647,1659997,1293993,120,0,9891167
ACC000789,3671015807890575,3157193027,Bank Mandiri,Giro,Aktif,2017-04-07,18880362,1453115,1053893,179,1,21860524
ACC000790,3271011201940576,2416486404,Bank CIMB Niaga,Giro,Aktif,2017-02-24,6464222,1566739,1464213,151,0,6815454
ACC000791,3276015812860577,8473419835,Bank OCBC NISP,Giro,Aktif,2022-07-21,2860165,337589,269639,91,0,1333314
ACC000792,3276015812860577,2839404048,Bank Permata,Tabungan,Aktif,2020-01-04,8587824,545958,413185,41,0,7377676
ACC000793,3275012510660578,4870917786,Bank BNI,Tabungan,Aktif,2022-09-08,11114287,494339,379274,76,0,16516848
ACC000794,3275012510660578,7531436568,Bank OCBC NISP,Giro,Aktif,2023-02-12,7547737,404587,292736,163,0,4216088
ACC000795,3173016306780579,1930137217,Bank Panin,Giro,Aktif,2023-11-03,10494797,1117925,969418,31,0,4753219
ACC000796,3173016306780579,3111312804,Bank BRI,Giro,Aktif,2021-03-17,9485095,1174596,1060768,23,0,4951438
ACC000797,3671012811870580,3228210448,BPR Mitra Usaha,Giro,Aktif,2021-12-09,39152696,1985876,1493861,49,0,41784891
ACC000798,3671012811870580,7259612265,Bank BNI,Giro,Aktif,2023-09-16,34508536,2072542,1571827,123,0,43843574
ACC000799,3671012001730581,7570677586,BNI,Tabungan,Aktif,2025-05-07,17476349,1769379,1549516,192,0,8503982
ACC000800,3276016106740582,6664620034,Bank BNI,Giro,Aktif,2023-12-10,8761216,1295934,1087123,37,0,12764028
ACC000801,3173016308850583,9273969963,Bank BNI,Tabungan,Aktif,2018-08-15,13871502,896584,677987,160,0,20322914
ACC000802,3174016407730584,2511333887,Bank BCA,Tabungan,Aktif,2016-04-06,33802239,2146026,1736693,132,0,19664553
ACC000803,3671015111680585,4955521049,Bank Danamon,Giro,Aktif,2024-02-10,12267554,1093971,858296,133,0,19870071
ACC000804,3671015111680585,3047892237,Bank BCA,Tabungan,Aktif,2021-07-19,6315890,632718,497418,168,0,7089612
ACC000805,3674012402860586,5798726287,BPR Mitra Usaha,Giro,Aktif,2015-02-21,18620329,1349344,1116855,65,0,7943538
ACC000806,3671016508830587,8258746411,Bank Mandiri,Tabungan,Dormant,2024-03-05,5548566,517201,408036,66,2,725794
ACC000807,3671016805750588,7661485256,Bank OCBC NISP,Tabungan,Aktif,2020-07-23,10586425,1200166,1024540,85,0,14034087
ACC000808,3671016805750588,8519876462,Bank BRI,Tabungan,Aktif,2025-04-06,22421109,1502619,1227044,91,0,25385698
ACC000809,3173014712920589,1044284456,Bank BNI,Tabungan,Aktif,2023-06-03,59110290,3357223,2558741,160,2,27829355
ACC000810,3173014712920589,9535934569,Bank CIMB Niaga,Tabungan,Aktif,2021-10-20,3253273,2581046,2515843,159,0,5203187
ACC000811,3671015305910590,2211022892,Bank Permata,Tabungan,Dormant,2017-08-01,4742883,862357,798096,126,0,932060
ACC000812,3671015305910590,3001612721,Bank Permata,Giro,Aktif,2016-11-11,19746820,997202,718602,82,0,28760989
ACC000813,3671014209770591,9172282008,Bank Panin,Tabungan,Aktif,2017-04-03,22768191,1901675,1635296,71,0,36307999
ACC000814,3271011307750592,2937105285,Bank BNI,Tabungan,Aktif,2018-01-27,19586877,1419289,1218161,165,0,18327500
ACC000815,3271011307750592,5082363699,Bank BCA,Giro,Aktif,2019-03-27,19656975,1303129,1039260,116,0,21073693
ACC000816,3174012502800593,5608994874,BPR Mitra Usaha,Giro,Dormant,2019-09-02,2076911,1246505,1205455,146,3,106621
ACC000817,3174012502800593,3566085555,BNI,Giro,Aktif,2021-07-02,18643473,1192043,885833,47,3,24119480
ACC000818,3671015310710594,2605207953,Bank BNI,Giro,Aktif,2016-07-04,50367726,2509401,1758010,60,0,60582014
ACC000819,3671015310710594,7878406179,BNI,Tabungan,Aktif,2017-08-24,14629665,1677360,1499473,105,0,12936662
ACC000820,3174012003740595,7911671805,BNI,Tabungan,Aktif,2022-06-10,11367907,824840,593144,193,0,11386975
ACC000821,3174012003740595,2116592859,Bank Mandiri,Giro,Aktif,2024-08-30,13866698,688302,524419,183,1,19939103
ACC000822,3171015209840596,7417000027,Bank OCBC NISP,Tabungan,Aktif,2024-05-06,14503964,728696,561829,82,0,16544118
ACC000823,3671010603810597,4480415878,Bank Danamon,Giro,Aktif,2025-02-24,13497602,1443533,1280745,158,0,16790638
ACC000824,3671014305660598,7400670934,Bank Panin,Giro,Aktif,2017-12-12,6835400,915684,774643,56,0,11356266
ACC000825,3275016308820599,2708082917,BNI,Tabungan,Aktif,2023-01-28,37962406,1998590,1523892,110,0,16520364
ACC000826,3275016308820599,3776413137,Bank Mandiri,Giro,Aktif,2018-04-21,18615581,1953197,1686185,63,0,26620230
ACC000827,3175014409880600,8160632739,Bank Permata,Tabungan,Aktif,2015-04-16,20939609,1123431,907980,118,0,32530156
ACC000828,3174010902890601,2407009663,Bank CIMB Niaga,Giro,Aktif,2018-09-27,26654332,1752173,1480497,162,0,45255575
ACC000829,3174010902890601,7809317563,Bank Panin,Giro,Aktif,2019-08-03,4856584,1551998,1493289,40,0,4387059
ACC000830,3174014204660602,4269978358,Bank BRI,Tabungan,Aktif,2019-09-16,12191860,722078,534184,141,0,12159355
ACC000831,3275016202670603,5279200630,Bank Permata,Giro,Aktif,2024-12-28,3920995,1156125,1063807,161,0,4977335
ACC000832,3671015601970604,2654614522,BNI,Tabungan,Aktif,2015-06-12,21788813,1332189,968375,78,0,22828342
ACC000833,3671015601970604,5720421256,Bank Mandiri,Tabungan,Dormant,2017-09-29,11331389,994939,716053,67,0,2718696
ACC000834,3275012002690605,2893370748,Bank OCBC NISP,Giro,Aktif,2020-03-04,29682473,1930790,1459203,116,0,22689297
ACC000835,3275012002690605,8499461088,BNI,Tabungan,Aktif,2020-04-23,19561314,2540372,2301840,126,0,8340834
ACC000836,3671016007930606,7775064459,Bank CIMB Niaga,Giro,Aktif,2015-11-03,53786718,2502897,1829696,63,1,92078979
ACC000837,3172016609880607,4089331360,Bank CIMB Niaga,Tabungan,Aktif,2018-08-13,14069462,1531739,1269315,58,0,25078444
ACC000838,3172016609880607,4212288857,Bank Danamon,Tabungan,Dormant,2017-05-28,23339852,1247108,943511,105,0,1325941
ACC000839,3174013107810608,4201779808,BPR Mitra Usaha,Giro,Dormant,2020-10-29,20131274,984789,767269,168,0,1049392
ACC000840,3171016802000609,3295889998,Bank Danamon,Tabungan,Aktif,2015-01-07,7212167,999896,916839,71,0,6689082
ACC000841,3174012509830610,9764019368,Bank Permata,Tabungan,Dormant,2024-07-07,675880,528067,512277,109,0,106540
ACC000842,3674010612940611,7649443929,Bank OCBC NISP,Giro,Aktif,2023-08-18,15436650,602822,437319,173,0,14223952
ACC000843,3671014501980612,6809264940,Bank Mandiri,Tabungan,Aktif,2024-03-24,12718762,830492,611657,49,0,5696521
ACC000844,3671014501980612,1830555701,BPR Mitra Usaha,Tabungan,Aktif,2018-10-28,9244791,851163,696438,160,0,12403219
ACC000845,3671013107900613,7653932979,BPR Mitra Usaha,Giro,Aktif,2019-04-04,14723862,1102782,788438,130,1,19678568
ACC000846,3172010512840614,7675390339,Bank Mandiri,Giro,Aktif,2024-05-15,5189914,1758872,1692541,142,0,2405864
ACC000847,3172016803790615,1028294065,Bank Panin,Giro,Aktif,2025-06-13,32431176,2447817,1981839,25,0,42529636
ACC000848,3172016803790615,1691459718,BNI,Tabungan,Aktif,2018-04-12,24890436,2513704,1984288,75,3,40262115
ACC000849,3175014904830616,2725864391,BNI,Tabungan,Aktif,2022-04-20,14923227,3979334,3709140,199,0,24381269
ACC000850,3175014904830616,7133984380,Bank BCA,Giro,Aktif,2019-09-03,85753704,4491436,3380759,126,0,55173210
ACC000851,3271014511810617,4351129449,Bank Panin,Tabungan,Aktif,2023-01-01,11073466,1086280,891272,89,0,9542424
ACC000852,3271014511810617,9943741424,BNI,Giro,Aktif,2024-08-12,27425238,1504863,1127825,106,1,34629015
ACC000853,3674012410890618,4967482043,Bank Panin,Tabungan,Aktif,2017-04-04,8592248,335249,237012,129,0,4726298
ACC000854,3671013108780619,1019607756,Bank Danamon,Tabungan,Aktif,2023-07-01,21210532,885413,656828,36,0,21343599
ACC000855,3671011611660620,3401622178,Bank BRI,Giro,Aktif,2018-11-20,8584411,3045720,2939068,142,0,11808529
ACC000856,3271015610020621,4823064085,Bank BCA,Tabungan,Aktif,2018-07-15,11323573,2423780,2294851,26,0,11885669
ACC000857,3671014304020622,3259973804,Bank Permata,Tabungan,Dormant,2016-12-16,25532318,1300920,989809,188,0,5427122
ACC000858,3671014104770623,6087514694,Bank Permata,Giro,Aktif,2019-10-04,38689889,3709016,3167003,141,0,40649843
ACC000859,3671014104770623,1459884583,Bank BRI,Giro,Aktif,2018-08-25,28316003,2855840,2211556,175,0,39229925
ACC000860,3671011203650624,3966167132,Bank BCA,Tabungan,Aktif,2016-07-20,49264594,4369149,3840903,98,0,72208740
ACC000861,3671011203650624,2827995673,BNI,Giro,Dormant,2022-02-14,77639643,3503884,2677019,89,0,9948111
ACC000862,3671012702950625,9970753074,BPR Mitra Usaha,Giro,Aktif,2024-12-18,12738758,1937352,1801916,127,0,9665620
ACC000863,3173010306650626,4873387376,BNI,Tabungan,Aktif,2017-05-20,4566176,805665,715355,133,1,4623182
ACC000864,3275010508770627,3823603021,Bank Mandiri,Giro,Aktif,2016-11-12,22998941,2844383,2399767,101,0,41333589
ACC000865,3275010508770627,1374977363,Bank BNI,Giro,Aktif,2023-05-16,49825681,4520810,3960732,33,0,70358759
ACC000866,3671010712670628,8790390246,Bank CIMB Niaga,Giro,Dormant,2024-03-29,9007509,859548,664947,94,0,1967823
ACC000867,3671010712670628,1408613616,Bank Mandiri,Giro,Dormant,2019-12-20,8564269,1269261,1176793,174,3,606370
ACC000868,3172012507920629,6466436287,Bank BCA,Giro,Aktif,2023-02-19,20196416,1047650,782382,43,0,35565129
ACC000869,3275014607950630,1220026678,Bank Panin,Giro,Aktif,2015-10-01,9256140,1121657,977299,196,0,5500819
ACC000870,3276014601800631,8403457725,Bank Mandiri,Tabungan,Aktif,2020-08-28,4948621,989514,879390,114,0,2910192
ACC000871,3174010204660632,9710746816,Bank CIMB Niaga,Giro,Aktif,2015-12-08,32809093,1290678,950526,108,0,36625056
ACC000872,3276010904680633,2386567658,BPR Mitra Usaha,Tabungan,Aktif,2016-03-15,34681598,2090297,1620952,181,0,39261910
ACC000873,3171015310670634,8961892716,BNI,Giro,Aktif,2016-04-10,11428818,1146204,867516,30,0,6306329
ACC000874,3275010909920635,5193274399,Bank OCBC NISP,Tabungan,Aktif,2023-09-20,8608731,1246680,1091121,95,0,12254623
ACC000875,3173015503880636,2423791795,Bank OCBC NISP,Giro,Aktif,2019-06-08,15098909,1155098,901774,196,0,17657367
ACC000876,3172013006760637,1178443060,Bank Panin,Giro,Aktif,2021-08-09,11420668,834839,708090,56,0,9976792
ACC000877,3674010801880638,3083138004,Bank OCBC NISP,Giro,Aktif,2019-12-03,18770740,1630077,1320776,199,0,30318100
ACC000878,3671016907670639,5701702547,Bank Panin,Giro,Aktif,2020-07-11,19107759,2755295,2522219,171,0,28334725
ACC000879,3671016907670639,5175482202,Bank Panin,Giro,Aktif,2015-05-10,27107551,3297094,2825239,168,2,18049253
ACC000880,3671010203960640,6479772149,Bank Mandiri,Tabungan,Aktif,2016-05-15,3455315,636899,591224,21,0,5797105
ACC000881,3671010203960640,6393708765,Bank OCBC NISP,Giro,Aktif,2023-11-01,6944727,905147,786724,138,0,6952889
ACC000882,3275014104870641,7420193422,Bank Danamon,Giro,Aktif,2015-06-22,6690355,1092623,999968,106,0,5134496
ACC000883,3674015803740642,7726009837,Bank OCBC NISP,Giro,Aktif,2023-11-26,3596025,626391,565317,130,0,2187192
ACC000884,3172010505990643,9458141139,Bank OCBC NISP,Giro,Aktif,2018-10-21,13126284,1338009,1179927,159,0,6133979
ACC000885,3172010505990643,5978695992,Bank CIMB Niaga,Giro,Dormant,2019-09-05,30755101,2080822,1592650,162,0,6497285
ACC000886,3171011710730644,4199940961,Bank BNI,Tabungan,Aktif,2021-11-20,2439908,1253526,1211129,23,0,4019017
ACC000887,3171011710730644,4192423434,Bank CIMB Niaga,Giro,Aktif,2023-07-31,30175074,1791208,1450342,50,0,29321142
ACC000888,3674015010750645,8391941503,Bank Permata,Tabungan,Aktif,2015-02-25,24875837,1510560,1114470,62,1,32093914
ACC000889,3171012111880646,6124955793,Bank Danamon,Giro,Aktif,2025-04-21,8566376,1001720,824239,108,0,11450612
ACC000890,3171012111880646,8072452223,Bank BNI,Giro,Aktif,2022-01-27,10074699,1536780,1427958,125,0,10080108
ACC000891,3276011309790647,8170316283,Bank OCBC NISP,Tabungan,Aktif,2020-09-03,39214616,2234064,1784727,154,0,57922156
ACC000892,3671014607720648,3373532144,Bank Mandiri,Tabungan,Aktif,2018-12-05,8565242,933232,847120,115,3,10925055
ACC000893,3271016701910649,7228589099,Bank Mandiri,Tabungan,Aktif,2015-04-06,6336425,867589,776538,94,0,2588284
ACC000894,3674010112810650,7233332310,Bank Permata,Tabungan,Dormant,2025-01-22,8267173,478582,362101,38,0,1013640
ACC000895,3674010112810650,9206983391,Bank Mandiri,Giro,Aktif,2024-07-17,2679516,516315,459008,111,0,1710825
ACC000896,3173016412870651,2674788759,BNI,Tabungan,Aktif,2016-12-07,11752789,1832146,1702998,166,0,19673270
ACC000897,3173016806750652,1141724501,BNI,Tabungan,Aktif,2017-04-26,2038059,323880,287357,59,1,2299030
ACC000898,3174015403680653,8446876553,Bank BRI,Tabungan,Aktif,2020-12-06,25730871,1676329,1405078,191,0,29787916
ACC000899,3671016107730654,3150099457,Bank CIMB Niaga,Tabungan,Aktif,2021-01-05,2670485,487481,430187,98,0,4797265
ACC000900,3671016107730654,1090870317,Bank Permata,Tabungan,Aktif,2024-12-24,6691644,384219,287361,29,0,2729431
ACC000901,3671014503860655,9092358451,Bank Panin,Giro,Aktif,2015-09-12,38428355,1764986,1329852,99,0,38821420
ACC000902,3276016703840656,2364157743,Bank BNI,Tabungan,Aktif,2018-09-02,16394550,1642335,1451676,33,0,27066001
ACC000903,3271017003800657,2351521621,Bank Permata,Tabungan,Aktif,2020-11-19,18209745,2559823,2245244,158,0,30210445
ACC000904,3271017003800657,5722128421,Bank BNI,Tabungan,Aktif,2017-08-28,23114048,2295940,1888770,28,0,18012940
ACC000905,3175012806900658,6420924334,Bank Danamon,Giro,Aktif,2019-06-26,38687697,3312210,2750170,110,0,54207382
ACC000906,3671014803690659,2713073791,Bank Danamon,Giro,Aktif,2021-09-10,13435504,1073139,772119,59,0,17450438
ACC000907,3276011606750660,9133917071,Bank Mandiri,Giro,Aktif,2023-01-05,13988030,1966648,1716398,80,0,17264252
ACC000908,3276012012690661,4541038680,Bank OCBC NISP,Giro,Aktif,2017-02-11,16779686,1952351,1688196,169,0,17124979
ACC000909,3276012012690661,5636166449,Bank CIMB Niaga,Giro,Aktif,2021-06-08,9326259,1490254,1320788,137,0,6676581
ACC000910,3671015502720662,5978694615,Bank Permata,Tabungan,Aktif,2022-08-09,68709586,3306882,2613890,27,1,79074790
ACC000911,3671014308880663,2949331458,Bank BRI,Tabungan,Aktif,2020-12-24,7761495,676819,483471,114,0,3308033
ACC000912,3671015807820664,8074362251,Bank Mandiri,Tabungan,Aktif,2015-04-06,17879524,1179964,912606,173,0,23878168
ACC000913,3171010102720665,1251014461,Bank BRI,Giro,Dormant,2016-04-22,3490576,825138,759068,77,0,298868
ACC000914,3172016105990666,2910748747,Bank OCBC NISP,Tabungan,Aktif,2022-05-20,5104829,1026524,917792,148,1,3200262
ACC000915,3172016105990666,3487104840,Bank Panin,Giro,Aktif,2015-08-28,1252702,703956,687744,161,0,1906640
ACC000916,3671010502820667,3466421572,Bank Permata,Tabungan,Aktif,2016-07-30,36391452,1978984,1529394,196,0,28362175
ACC000917,3671013009860668,8813295258,Bank OCBC NISP,Tabungan,Aktif,2015-07-19,32585812,1614388,1147957,192,0,25976274
ACC000918,3671011312720669,9812451754,BPR Mitra Usaha,Giro,Aktif,2024-08-07,34925190,2442380,1858938,122,0,21569502
ACC000919,3276016009740670,2422390822,Bank Panin,Tabungan,Aktif,2019-07-31,5155948,433288,344007,92,0,5524307
ACC000920,3276016009740670,8322011230,BPR Mitra Usaha,Tabungan,Dormant,2015-01-16,1697747,361728,342454,150,0,152869
ACC000921,3275014111910671,5302984086,Bank OCBC NISP,Giro,Aktif,2025-07-01,7124234,2502647,2416526,121,2,7467102
ACC000922,3175012210010672,7859382984,Bank BRI,Tabungan,Aktif,2022-02-27,5268614,449862,377890,151,0,6361017
ACC000923,3271015903900673,7694560237,BNI,Tabungan,Aktif,2022-05-23,15957248,1297737,1059609,142,0,27967225
ACC000924,3271015903900673,5342449488,Bank Mandiri,Giro,Aktif,2016-12-11,25643996,1786619,1311406,59,1,30188138
ACC000925,3174011501830674,9588833609,Bank Mandiri,Tabungan,Aktif,2022-08-13,19910708,1085591,885524,27,0,31045811
ACC000926,3174011501830674,5742251173,Bank Permata,Giro,Aktif,2017-02-20,9215685,1253165,1133624,55,0,4728210
ACC000927,3173015207780675,9354467247,Bank Panin,Tabungan,Aktif,2023-07-16,5386528,3704303,3572851,33,2,9457501
ACC000928,3671016411790676,1983910621,Bank Panin,Giro,Aktif,2018-09-08,8503563,760589,563432,69,0,6589739
ACC000929,3671014208870677,4868179173,Bank BRI,Giro,Aktif,2016-04-19,4469060,669106,591323,54,0,3732232
ACC000930,3171012010810678,5983006092,Bank Mandiri,Tabungan,Aktif,2018-03-01,1970252,501355,479377,50,0,1183093
ACC000931,3171012010810678,2924588778,Bank BNI,Tabungan,Aktif,2023-04-23,3719056,465326,380542,53,0,2332798
ACC000932,3175017103790679,8630250147,BNI,Giro,Aktif,2017-04-16,7964560,2427217,2284297,129,0,4415930
ACC000933,3175017103790679,1353823035,Bank Permata,Tabungan,Aktif,2022-12-15,39560117,2843114,2425432,81,3,49992470
ACC000934,3671017110940680,3098070004,Bank CIMB Niaga,Tabungan,Aktif,2019-01-07,31930733,1752069,1296205,66,0,55996843
ACC000935,3671017110940680,1222383311,Bank Permata,Giro,Aktif,2018-08-17,21791727,1925514,1545729,162,0,20655990
ACC000936,3171010405670681,1133215831,Bank Permata,Tabungan,Aktif,2021-03-22,16029843,546956,386209,153,0,26955621
ACC000937,3276015605970682,3211564985,Bank OCBC NISP,Giro,Aktif,2019-11-22,4506693,1179741,1090536,181,0,4683096
ACC000938,3276015605970682,3310331328,BNI,Giro,Aktif,2016-08-09,15271452,1024742,834320,111,2,22428912
ACC000939,3175011211820683,1147864058,Bank Mandiri,Tabungan,Aktif,2024-01-19,17526648,792426,557930,172,2,30477839
ACC000940,3276015910890684,5910353437,Bank BCA,Giro,Aktif,2020-06-04,13989275,1357993,1208495,82,0,14848246
ACC000941,3671011210730685,8776591457,Bank CIMB Niaga,Tabungan,Dormant,2016-03-01,10125719,2245311,2101290,73,2,772366
ACC000942,3674016310780686,7466329458,Bank Panin,Tabungan,Aktif,2016-07-30,12431512,1776673,1619363,137,0,6381886
ACC000943,3271016903960687,2577896844,BNI,Tabungan,Aktif,2024-07-11,16566987,1352840,1130409,151,0,9306040
ACC000944,3271016903960687,7851738580,Bank BRI,Tabungan,Aktif,2018-11-04,2493275,1671333,1610152,151,0,3194948
ACC000945,3671012109760688,7505598197,BPR Mitra Usaha,Tabungan,Aktif,2021-08-11,12896293,1024485,779465,147,1,21338258
ACC000946,3671014504880689,3990597707,BPR Mitra Usaha,Giro,Aktif,2016-05-04,6871235,1145789,1059725,68,0,9159620
ACC000947,3671014504880689,8012017335,Bank Mandiri,Giro,Aktif,2015-02-02,39662396,1847667,1377669,53,0,45678734
ACC000948,3671016611690690,3395489556,Bank Permata,Giro,Aktif,2015-11-17,16124089,1176510,1004085,47,0,25168195
ACC000949,3174011902680691,5277605526,Bank CIMB Niaga,Tabungan,Aktif,2015-10-18,36742931,1617616,1210821,198,0,29784389
ACC000950,3173010103730692,9842399805,Bank BRI,Tabungan,Aktif,2019-10-08,2151197,890696,865088,94,3,1083283
ACC000951,3275012007930693,4088920414,Bank Permata,Tabungan,Aktif,2019-01-16,13621420,575715,423053,81,0,13557588
ACC000952,3674010803950694,3178638879,Bank OCBC NISP,Giro,Aktif,2024-01-04,5859938,1832311,1704370,110,0,8856423
ACC000953,3674010803950694,5387260845,Bank Mandiri,Tabungan,Aktif,2015-11-13,29018406,1720282,1334267,151,0,12823515
ACC000954,3674016503860695,6821240252,BNI,Tabungan,Aktif,2018-11-10,15148287,2490633,2120814,120,0,22732576
ACC000955,3674016503860695,7617854641,Bank Panin,Giro,Aktif,2021-11-01,15887155,2448070,2192225,25,0,22967761
ACC000956,3175016510790696,8172927118,Bank OCBC NISP,Giro,Aktif,2024-05-17,38126203,2139539,1630389,44,0,65468141
ACC000957,3175015004850697,7094605870,BNI,Giro,Aktif,2018-01-09,25704707,2874336,2460745,50,0,42902844
ACC000958,3175015004850697,6468353545,Bank BRI,Tabungan,Aktif,2015-09-09,9864667,2084936,1903495,74,3,-163362
ACC000959,3671017105950698,1364658477,Bank OCBC NISP,Tabungan,Dormant,2020-01-28,20876654,1859781,1396182,98,1,1876605
ACC000960,3671017105950698,5759924888,Bank CIMB Niaga,Tabungan,Aktif,2019-03-28,15243871,1511031,1332375,188,0,24215396
ACC000961,3276010812960699,6355819302,Bank Permata,Giro,Aktif,2024-06-13,12004961,848518,672523,27,0,21164542
ACC000962,3276010812960699,9884267716,Bank Danamon,Giro,Aktif,2016-10-23,4681680,569064,480576,32,0,4034364
ACC000963,3671015607720700,1261984949,Bank Permata,Giro,Aktif,2021-03-17,2347703,2092123,2042969,142,0,2061459
ACC000964,3671011003720701,6982112058,Bank BNI,Giro,Aktif,2019-12-28,22632013,1518972,1142968,192,0,32549027
ACC000965,3276014211900702,1014351288,Bank Mandiri,Giro,Aktif,2019-06-01,11788824,1763251,1571294,84,0,10280634
ACC000966,3174010604800703,3513039870,Bank OCBC NISP,Tabungan,Aktif,2022-04-08,17561114,1769684,1559268,194,0,8062630
ACC000967,3671014101030704,1585816691,Bank BNI,Tabungan,Aktif,2019-07-28,4535490,482829,437431,105,0,2621681
ACC000968,3671014101030704,3916889750,Bank BNI,Tabungan,Aktif,2020-04-26,6290129,709466,639792,106,0,7406160
ACC000969,3276014406870705,2638844388,Bank Mandiri,Giro,Dormant,2016-02-22,72492200,3643799,2743235,84,0,8608737
ACC000970,3671016304930706,9685591327,Bank Panin,Tabungan,Aktif,2016-06-23,73755856,3307773,2393181,182,0,73427136
ACC000971,3671016304930706,6416249862,Bank BRI,Giro,Aktif,2025-04-18,22352719,2302330,1928737,96,0,36669644
ACC000972,3171010806030707,3115028829,Bank OCBC NISP,Giro,Aktif,2023-08-29,7200478,746816,634449,144,0,3468097
ACC000973,3674015807820708,6972238539,Bank BCA,Giro,Aktif,2024-09-18,6671954,598845,513587,197,3,9641649
ACC000974,3674011405940709,2958451093,BNI,Tabungan,Aktif,2020-12-11,6897794,1625974,1480856,60,0,9982039
ACC000975,3674011405940709,6411200009,Bank Danamon,Tabungan,Aktif,2019-01-03,22352343,2084252,1672737,166,0,29570495
ACC000976,3175012607970710,8983964211,Bank CIMB Niaga,Tabungan,Aktif,2015-05-14,11138984,2630346,2504092,30,1,6926277
ACC000977,3172014103940711,2217459876,BPR Mitra Usaha,Giro,Aktif,2022-03-25,5216540,775553,691982,21,0,9046159
ACC000978,3172014103940711,1267004746,Bank Permata,Tabungan,Aktif,2021-07-16,15786118,751535,531062,125,0,22059586
ACC000979,3671015404940712,9338089114,Bank BRI,Tabungan,Aktif,2018-05-11,40312624,3213855,2766134,39,0,18584631
ACC000980,3174016306700713,6854562483,Bank Permata,Giro,Dormant,2016-10-15,4855291,977060,855759,68,1,1196756
ACC000981,3174016306700713,4536523176,Bank BCA,Tabungan,Aktif,2021-10-27,3292890,916009,871072,77,0,3379415
ACC000982,3671012105780714,8947884469,Bank Danamon,Tabungan,Aktif,2015-11-03,1661963,737395,696113,170,0,2042692
ACC000983,3671012105780714,6675811285,Bank Permata,Giro,Aktif,2016-05-11,9390127,672615,565204,178,0,8105053
ACC000984,3671015411670715,3913920764,Bank Mandiri,Giro,Aktif,2017-10-10,18725803,883590,667248,93,0,10314944
ACC000985,3671015411670715,4940749131,Bank Panin,Giro,Aktif,2016-11-22,4345253,767823,689574,155,0,2881379
ACC000986,3275010410660716,3154775196,Bank Panin,Tabungan,Aktif,2019-11-09,35002152,3866538,3325744,84,0,41511283
ACC000987,3271010306890717,1757836999,BNI,Tabungan,Aktif,2024-01-31,7499596,1700192,1519903,59,0,10139109
ACC000988,3671011206880718,5094105834,BPR Mitra Usaha,Giro,Aktif,2017-06-01,28236677,2131763,1840776,142,0,41859091
ACC000989,3276010801710719,9361070143,BNI,Giro,Aktif,2017-02-12,8562004,1214089,1002705,21,0,8563185
ACC000990,3173015706850720,7042151979,Bank OCBC NISP,Tabungan,Aktif,2024-03-09,2619466,736920,674046,134,0,3854477
ACC000991,3671013010830721,7907686572,Bank Panin,Giro,Aktif,2020-07-18,20127110,1381906,1119472,43,0,19087056
ACC000992,3275011110790722,3407476094,Bank Danamon,Tabungan,Aktif,2020-05-25,20923999,2067317,1593898,100,0,13349238
ACC000993,3174015911720723,6493878804,Bank Permata,Giro,Aktif,2016-11-24,9038111,1451075,1286640,33,0,9107651
ACC000994,3171014804790724,9407410176,Bank CIMB Niaga,Tabungan,Aktif,2016-04-13,53321565,2047010,1498649,36,0,84110752
ACC000995,3171014804790724,8984629070,Bank BNI,Tabungan,Aktif,2021-01-21,27591468,1640617,1173832,146,1,12398481
ACC000996,3671014107940725,6381785149,Bank BCA,Tabungan,Aktif,2022-09-14,15285333,1356074,1130126,166,0,20806405
ACC000997,3674011903730726,2726011214,Bank BNI,Giro,Aktif,2025-04-25,6598093,956252,811856,110,0,11737468
ACC000998,3674011903730726,4139901483,Bank OCBC NISP,Giro,Aktif,2020-05-12,5970191,1328716,1204581,100,0,10515262
ACC000999,3674016707990727,3147100342,Bank Permata,Giro,Aktif,2019-04-27,5793312,1053634,955312,173,0,9807298
ACC001000,3671010504010728,6526063705,Bank BNI,Giro,Aktif,2022-03-31,39889484,1412420,989096,55,0,17134126
ACC001001,3671010504010728,2625725626,Bank BCA,Tabungan,Aktif,2020-07-12,18854716,981952,791715,121,0,10707569
ACC001002,3174015301970729,5342657412,Bank BCA,Tabungan,Aktif,2018-08-12,8039378,1375944,1292005,70,0,11212639
ACC001003,3174015301970729,9493793715,Bank Mandiri,Giro,Aktif,2015-07-23,7652189,1476097,1302270,115,0,13296893
ACC001004,3671014411720730,5451387592,Bank BRI,Giro,Aktif,2019-04-18,41607162,2369683,1681726,21,0,35152596
ACC001005,3276012404020731,3386182419,Bank OCBC NISP,Giro,Dormant,2019-04-09,9410182,2026284,1862522,70,0,900048
ACC001006,3671010910850732,6073512359,Bank BCA,Giro,Aktif,2021-12-09,31489525,1509036,1191153,49,0,32857896
