rm_id,n_nasabah,n_diterima,avg_eligibility_score,std_eligibility_score,total_loan_requested,total_approved_credit,dominant_industry,dominant_sub_industry,dominant_region,n_industry,n_sub_industry,n_region,approval_rate,rm_name,branch_name,region,jabatan,level,kapasitas_max_nasabah,join_date,rm_label,cluster_id,jaccard_strength,value_centrality_credit
RM0083,15,13,0.6584666666666668,0.11985340251840203,4925000000,4375000000.0,Jasa,Ekspedisi Kecil,Region 4,5,9,4,0.8666666666666667,Wati Lubis,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,16,2015-08-03,Wati Lubis (RM0083),1,0.09616484937515836,347975000000.0
RM0084,8,7,0.757875,0.12134536014438886,4025000000,3875000000.0,Perdagangan,Toko Sembako,Region 3,4,7,2,0.875,Yudi Rahman,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,12,2020-02-08,Yudi Rahman,2,0.058595821080813563,228475000000.0
RM0085,15,14,0.7166666666666667,0.08277134309708427,4950000000,4750000000.0,Jasa,Jasa Konstruksi Kecil,Region 4,6,10,4,0.9333333333333333,Rian Saputra,KCP Kelapa Gading,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,17,2024-06-17,Rian Saputra (RM0085),2,0.0781642605045926,319175000000.0
RM0086,8,7,0.687625,0.08810535495319549,3525000000,3025000000.0,Pertanian,Peternakan Ayam,Region 1,5,7,3,0.875,Andi Simanjuntak,KCP Kelapa Gading,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,11,2017-01-12,Andi Simanjuntak,0,0.07361623829956868,199950000000.0
RM0087,13,13,0.7064615384615384,0.04572675253542392,3275000000,3275000000.0,Manufaktur,Warung Makan,Region 2,5,9,4,1.0,Bayu Lubis,KCP Kelapa Gading,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,15,2017-10-29,Bayu Lubis,1,0.06940729630784176,236600000000.0
RM0088,16,12,0.67775,0.1627736669939787,7175000000,5450000000.0,Perdagangan,Distributor Hasil Tani,Region 2,6,12,4,0.75,Yanti Suryadi,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,18,2025-09-13,Yanti Suryadi,2,0.09541623259724172,349200000000.0
RM0089,6,6,0.6713333333333332,0.08685773809319852,2075000000,2075000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 2,4,5,3,1.0,Taufik Wijaya,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,10,2015-08-05,Taufik Wijaya,3,0.0539045744865505,127725000000.0
RM0090,15,14,0.7051333333333333,0.08114965598612645,5000000000,4850000000.0,Transportasi,Ekspedisi Kecil,Region 4,6,10,4,0.9333333333333333,Indah Halim,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,16,2020-05-14,Indah Halim,3,0.1001781013373309,347875000000.0
RM0091,14,13,0.707,0.09753027143484146,2875000000,2725000000.0,Jasa,Ekspedisi Kecil,Region 4,5,10,4,0.9285714285714286,Yuni Permana,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,18,2025-12-06,Yuni Permana,2,0.0845952216148554,250025000000.0
RM0092,6,6,0.7083333333333334,0.08308710289007955,2350000000,2350000000.0,Jasa,Furniture,Region 3,3,5,4,1.0,Wahyu Setiawan,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,11,2017-01-06,Wahyu Setiawan (RM0092),2,0.050295819111634416,153225000000.0
RM0093,12,11,0.7051666666666666,0.11694352431318239,5200000000,4200000000.0,Jasa,Jasa Konstruksi Kecil,Region 2,5,9,4,0.9166666666666666,Yusuf Siregar,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,13,2024-03-13,Yusuf Siregar,1,0.07704372814339444,263450000000.0
RM0094,11,8,0.6457272727272727,0.1546144177682605,3775000000,3350000000.0,Transportasi,Ekspedisi Kecil,Region 1,6,8,4,0.7272727272727273,Yusuf Saputra,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,15,2019-11-17,Yusuf Saputra,1,0.08667061707914533,270425000000.0
RM0095,12,7,0.5731666666666667,0.20011852548533393,6625000000,3500000000.0,Kuliner,Toko Alat Tulis,Region 4,5,10,4,0.5833333333333334,Indah Susanto,KCP Pluit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,14,2015-08-25,Indah Susanto,2,0.0830194377813303,244150000000.0
RM0096,12,9,0.6659166666666666,0.14519294894808915,3225000000,2375000000.0,Kuliner,Warung Makan,Region 1,5,9,4,0.75,Sutrisno Panjaitan,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,14,2017-10-12,Sutrisno Panjaitan,3,0.08194128987100649,239075000000.0
RM0097,13,12,0.6945384615384615,0.10068069608471408,5050000000,4850000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 1,5,11,4,0.9230769230769231,Fajar Hidayat,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,18,2024-12-24,Fajar Hidayat,2,0.08519955092394504,319525000000.0
RM0098,6,5,0.6843333333333333,0.09123522711467685,625000000,575000000.0,Pertanian,Distributor Hasil Tani,Region 3,5,5,3,0.8333333333333334,Agus Hidayat,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,14,2020-04-29,Agus Hidayat (RM0098),2,0.054453242956276744,84000000000.0
RM0099,12,11,0.7286666666666667,0.09252943839501551,4525000000,3525000000.0,Manufaktur,Peternakan Ayam,Region 4,6,9,4,0.9166666666666666,Gunawan Panjaitan,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,15,2017-09-22,Gunawan Panjaitan,3,0.0703716243603729,230175000000.0
RM0100,22,19,0.6915,0.11948131952018991,5800000000,4250000000.0,Transportasi,Rental Kendaraan,Region 4,6,11,4,0.8636363636363636,Agus Kurniawan,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,25,2018-08-29,Agus Kurniawan,1,0.1083262145704091,398550000000.0
RM0101,8,6,0.63125,0.18619709219764188,3000000000,2175000000.0,Pertanian,Percetakan,Region 1,5,6,4,0.75,Wati Tanjung,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,9,2021-08-21,Wati Tanjung,3,0.0649855049736465,150875000000.0
RM0102,7,7,0.7008571428571428,0.029162924930057857,2750000000,2750000000.0,Transportasi,Ekspedisi Kecil,Region 2,4,4,3,1.0,Yusuf Santoso,KCP Sunter,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2015-01-31,Yusuf Santoso (RM0102),1,0.07271071294555138,210750000000.0
RM0103,6,5,0.7093333333333334,0.12857319575505097,2050000000,1850000000.0,Jasa,Jasa Konstruksi Kecil,Region 2,5,5,4,0.8333333333333334,Maya Santoso,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,9,2023-12-03,Maya Santoso,0,0.050718091218968746,110925000000.0
RM0104,15,11,0.6181333333333333,0.14888435908769054,5050000000,3675000000.0,Transportasi,Ekspedisi Kecil,Region 4,6,11,4,0.7333333333333333,Krisna Permana,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,19,2020-03-20,Krisna Permana (RM0104),1,0.10018663453966005,313025000000.0
RM0105,10,8,0.6625,0.12950782902117453,3950000000,3725000000.0,Perdagangan,Toko Sembako,Region 3,5,9,4,0.8,Desi Susanto,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,13,2019-05-24,Desi Susanto,1,0.05646402472528488,188750000000.0
RM0106,22,16,0.6490454545454546,0.1271169230323489,10500000000,7025000000.0,Pertanian,Furniture,Region 3,6,14,4,0.7272727272727273,Rina Siregar,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,22,2024-03-06,Rina Siregar (RM0106),0,0.10290662766241343,479500000000.0
RM0107,7,6,0.6985714285714285,0.12288186351513546,1400000000,650000000.0,Pertanian,Distributor Hasil Tani,Region 1,3,4,4,0.8571428571428571,Dewi Situmorang,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,11,2022-11-12,Dewi Situmorang,0,0.07144627491330376,109825000000.0
RM0108,20,17,0.6972,0.11478795095396781,7850000000,7400000000.0,Kuliner,Toko Alat Tulis,Region 1,6,14,4,0.85,Krisna Gunawan,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,25,2015-04-27,Krisna Gunawan,2,0.0906880472173604,444350000000.0
RM0109,12,7,0.6168333333333333,0.13631969999255647,4150000000,1975000000.0,Manufaktur,Peternakan Ayam,Region 4,6,8,4,0.5833333333333334,Krisna Suryadi,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,17,2015-04-11,Krisna Suryadi,0,0.09066441024584353,216125000000.0
RM0110,7,5,0.652,0.11339900058348543,1950000000,1150000000.0,Perdagangan,Distributor Elektronik,Region 2,4,6,4,0.7142857142857143,Irfan Tanjung,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2021-03-18,Irfan Tanjung,1,0.048680137275207716,105050000000.0
RM0111,8,5,0.601125,0.1501755520335165,3250000000,2200000000.0,Kuliner,Katering,Region 2,4,6,3,0.625,Hendra Panjaitan,KCP Daan Mogot,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,9,2019-12-11,Hendra Panjaitan,3,0.04248152519799233,135375000000.0
RM0112,15,15,0.7159333333333334,0.08656910259330129,4375000000,4375000000.0,Kuliner,Restoran,Region 2,6,9,4,1.0,Slamet Setiawan,KCP Daan Mogot,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,18,2025-06-01,Slamet Setiawan,1,0.07475167369172445,280075000000.0
RM0113,8,8,0.728625,0.05381167557855289,2825000000,2825000000.0,Manufaktur,Distributor Hasil Tani,Region 3,6,8,4,1.0,Suryani Santoso,KCP Daan Mogot,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,9,2015-07-27,Suryani Santoso,0,0.06838931447264172,202525000000.0
RM0114,11,11,0.7108181818181818,0.06751565475031429,2500000000,2500000000.0,Perdagangan,Ekspedisi Kecil,Region 1,5,8,3,1.0,Fauzi Panjaitan,KCP Cengkareng,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,13,2025-10-25,Fauzi Panjaitan,1,0.07368838067188599,226175000000.0
RM0115,6,4,0.5616666666666666,0.21857691247400002,1500000000,925000000.0,Pertanian,Peternakan Ayam,Region 2,4,5,3,0.6666666666666666,Wulan Wijaya,KCP Cengkareng,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,8,2017-11-15,Wulan Wijaya,0,0.06389919674138737,115825000000.0
RM0116,8,7,0.724,0.12337746958014659,2650000000,1900000000.0,Jasa,Percetakan,Region 1,5,8,4,0.875,Dewi Hutapea,KCP Cengkareng,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,10,2018-01-04,Dewi Hutapea (RM0116),1,0.06725176034188009,162250000000.0
RM0117,10,7,0.653,0.13958350746257794,4675000000,2925000000.0,Kuliner,Distributor Hasil Tani,Region 3,5,7,4,0.7,Yudi Saputra,KCP Cengkareng,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,11,2019-11-07,Yudi Saputra,3,0.08414899107711608,270375000000.0
RM0118,14,13,0.7022142857142857,0.1079673587222108,3675000000,3600000000.0,Perdagangan,Ekspedisi Kecil,Region 3,5,13,4,0.9285714285714286,Slamet Wijaya,KCP Cengkareng,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,17,2020-12-31,Slamet Wijaya,1,0.09065365024110682,314850000000.0
RM0119,10,10,0.7382,0.0876378913484345,1825000000,1825000000.0,Jasa,Percetakan,Region 1,6,9,3,1.0,Hendra Rahman,KCP Cengkareng,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,10,2025-03-14,Hendra Rahman,2,0.07181144529615825,188650000000.0
RM0120,9,8,0.6938888888888889,0.12814195687249008,4475000000,3725000000.0,Perdagangan,Ekspedisi Kecil,Region 3,5,9,4,0.8888888888888888,Slamet Suryadi,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2015-04-09,Slamet Suryadi,2,0.06250768853548105,210600000000.0
RM0121,15,14,0.7147333333333333,0.08656580211167743,5100000000,5025000000.0,Kuliner,Distributor Elektronik,Region 2,6,12,4,0.9333333333333333,Dian Suryadi,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,17,2023-04-13,Dian Suryadi (RM0121),1,0.08117196952958952,301475000000.0
RM0122,12,11,0.7066666666666667,0.09891165326449232,4475000000,4400000000.0,Perdagangan,Distributor Hasil Tani,Region 1,6,9,4,0.9166666666666666,Putri Nugroho,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,13,2018-06-03,Putri Nugroho,2,0.0788140848849659,292150000000.0
RM0123,11,7,0.5922727272727273,0.16038334758265332,4350000000,2150000000.0,Manufaktur,Furniture,Region 2,5,8,4,0.6363636363636364,Suryani Simanjuntak,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,11,2015-06-16,Suryani Simanjuntak,2,0.06974071943934196,195100000000.0
RM0124,10,8,0.6525,0.14401176649457811,3325000000,2175000000.0,Manufaktur,Konveksi,Region 3,5,7,4,0.8,Dewi Hutapea,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,11,2018-01-03,Dewi Hutapea (RM0124),1,0.07193438344479736,205400000000.0
RM0125,10,10,0.7214,0.09816561968881414,4200000000,4200000000.0,Perdagangan,Distributor Bahan Bangunan,Region 2,5,7,4,1.0,Ayu Firmansyah,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,14,2016-07-20,Ayu Firmansyah,0,0.06634836149355776,220025000000.0
RM0126,12,9,0.6425833333333334,0.12608904381308064,4050000000,3250000000.0,Perdagangan,Pengolahan Makanan Ringan,Region 1,6,10,4,0.75,Dedi Lubis,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,15,2015-05-06,Dedi Lubis,2,0.07370958923806055,248050000000.0
RM0127,14,11,0.6437857142857143,0.13938721857938305,4200000000,3825000000.0,Pertanian,Peternakan Ayam,Region 3,6,11,4,0.7857142857142857,Dian Tanjung,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2019-01-20,Dian Tanjung,1,0.09173178236167207,287075000000.0
RM0128,19,15,0.6562105263157895,0.13437947054986918,7400000000,5350000000.0,Perdagangan,Rental Kendaraan,Region 4,6,14,4,0.7894736842105263,Andi Rahman,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,21,2020-02-24,Andi Rahman,1,0.094383988589211,394075000000.0
RM0129,19,17,0.6873684210526316,0.14136603808958573,6625000000,6175000000.0,Jasa,Bengkel,Region 3,6,12,4,0.8947368421052632,Agus Setiawan,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,23,2024-05-22,Agus Setiawan,2,0.09534026527074177,418275000000.0
RM0130,11,9,0.6453636363636364,0.10326013047374359,3525000000,3375000000.0,Kuliner,Katering,Region 4,6,9,4,0.8181818181818182,Anggi Nugroho,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,16,2021-11-25,Anggi Nugroho,0,0.08394581456647576,237975000000.0
RM0131,7,7,0.76,0.07660069625445098,2125000000,2125000000.0,Perdagangan,Rental Kendaraan,Region 2,4,6,4,1.0,Irfan Setiawan,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,9,2023-12-04,Irfan Setiawan,2,0.048602153436087696,119600000000.0
RM0132,11,9,0.6669090909090909,0.14051936133177842,5375000000,4875000000.0,Manufaktur,Grosir Pakaian,Region 4,4,7,3,0.8181818181818182,Gunawan Wijaya,KCP Kebon Jeruk,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,16,2019-08-10,Gunawan Wijaya (RM0132),3,0.07481988854344951,290350000000.0
RM0133,5,4,0.6492,0.10947237094353993,1950000000,1750000000.0,Pertanian,Peternakan Ayam,Region 4,3,4,3,0.8,Agus Tanjung,KCP Puri Indah,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,6,2018-10-12,Agus Tanjung,2,0.05787336882436511,138525000000.0
RM0134,14,12,0.6569285714285714,0.13367668474328662,4825000000,4225000000.0,Transportasi,Ekspedisi Kecil,Region 4,5,10,4,0.8571428571428571,Fauzi Wijaya,KCP Puri Indah,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,16,2025-03-28,Fauzi Wijaya (RM0134),2,0.10488810754960397,359975000000.0
RM0135,9,7,0.6568888888888889,0.13290169717167316,2750000000,1550000000.0,Pertanian,Distributor Hasil Tani,Region 4,5,8,4,0.7777777777777778,Ayu Pratama,KCP Puri Indah,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,19,2025-08-27,Ayu Pratama,0,0.07298545613163997,169450000000.0
RM0136,10,7,0.6469,0.1460125184891883,3775000000,3025000000.0,Manufaktur,Konveksi,Region 4,3,6,4,0.7,Joko Situmorang,KCP Puri Indah,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,10,2018-10-01,Joko Situmorang,2,0.06119104895566159,192375000000.0
RM0137,22,18,0.6799545454545455,0.10735099408359447,7750000000,6150000000.0,Perdagangan,Peternakan Ayam,Region 4,6,13,4,0.8181818181818182,Krisna Saputra,KCP Puri Indah,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,25,2025-01-05,Krisna Saputra (RM0137),1,0.10557845532112832,416075000000.0
RM0138,13,11,0.6783076923076923,0.15836949654493895,3675000000,3425000000.0,Pertanian,Distributor Hasil Tani,Region 3,6,10,4,0.8461538461538461,Nina Hidayat,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,14,2022-10-20,Nina Hidayat,0,0.0899006557709845,289050000000.0
RM0139,5,3,0.6526,0.20553539841107657,1600000000,900000000.0,Manufaktur,Distributor Hasil Tani,Region 3,3,4,4,0.6,Indah Hidayat,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,6,2023-03-16,Indah Hidayat,0,0.05218071329600337,90250000000.0
RM0140,12,12,0.72125,0.07583130200409567,2900000000,2900000000.0,Pertanian,Peternakan Ayam,Region 4,5,10,4,1.0,Bambang Lubis,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,12,2024-09-06,Bambang Lubis,3,0.07181835663150578,208750000000.0
RM0141,11,8,0.6654545454545455,0.17366598033948027,3750000000,2400000000.0,Transportasi,Ekspedisi Kecil,Region 1,5,8,4,0.7272727272727273,Suryani Situmorang,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,14,2025-05-06,Suryani Situmorang,2,0.08206174252118006,195325000000.0
RM0142,10,7,0.6227,0.1793829237506551,2700000000,1800000000.0,Jasa,Pengolahan Makanan Ringan,Region 2,5,9,4,0.7,Dedi Saputra,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,10,2020-04-01,Dedi Saputra (RM0142),2,0.08178551220480755,174000000000.0
RM0143,8,7,0.648,0.12515818562351974,2425000000,2225000000.0,Kuliner,Warung Makan,Region 2,5,7,3,0.875,Irfan Nugroho,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,10,2021-11-28,Irfan Nugroho,1,0.0758149914940429,189150000000.0
RM0144,16,13,0.651,0.14176600438751175,6550000000,6250000000.0,Perdagangan,Furniture,Region 4,6,11,4,0.8125,Dimas Tanjung,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,20,2017-02-05,Dimas Tanjung,3,0.07454416640730976,362750000000.0
RM0145,18,15,0.6568888888888889,0.14742451264326625,6300000000,6000000000.0,Pertanian,Distributor Hasil Tani,Region 4,6,12,4,0.8333333333333334,Ratna Permana,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,22,2025-02-15,Ratna Permana,3,0.10609062760688172,437275000000.0
RM0146,17,14,0.6817647058823529,0.12204175996957185,7000000000,5450000000.0,Manufaktur,Distributor Hasil Tani,Region 4,6,10,4,0.8235294117647058,Agus Rahman,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,23,2020-12-07,Agus Rahman,0,0.08932959813741957,321950000000.0
RM0147,6,4,0.5658333333333333,0.12305676197050963,2250000000,1000000000.0,Transportasi,Ekspedisi Kecil,Region 2,3,5,3,0.6666666666666666,Anton Permana,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,6,2015-10-03,Anton Permana,2,0.07725890122819638,155050000000.0
RM0148,11,10,0.6964545454545455,0.1359436380536902,2775000000,2575000000.0,Pertanian,Peternakan Ayam,Region 4,4,8,4,0.9090909090909091,Wati Situmorang,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,17,2023-02-05,Wati Situmorang,0,0.10162982959235639,276525000000.0
RM0149,5,4,0.7128,0.10670848138737618,1075000000,1025000000.0,Transportasi,Ekspedisi Kecil,Region 1,3,4,3,0.8,Dedi Permana,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,5,2017-09-15,Dedi Permana,2,0.05494956089233838,110475000000.0
RM0150,11,10,0.6556363636363636,0.11557272405483288,3800000000,3750000000.0,Pertanian,Ekspedisi Kecil,Region 2,5,8,4,0.9090909090909091,Joko Panjaitan,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2024-05-29,Joko Panjaitan (RM0150),3,0.07989556639363078,235800000000.0
RM0151,10,9,0.6966,0.10824786372026007,2350000000,2150000000.0,Manufaktur,Furniture,Region 2,6,8,4,0.9,Fauzi Wijaya,KCP Karawaci,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,10,2023-06-22,Fauzi Wijaya (RM0151),1,0.07827899490437312,194225000000.0
RM0152,12,9,0.63925,0.14722717449265574,3975000000,2625000000.0,Jasa,Jasa Konstruksi Kecil,Region 3,6,9,3,0.75,Iwan Gunawan,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2023-08-01,Iwan Gunawan,0,0.0814971080995041,218775000000.0
RM0153,13,10,0.6476923076923077,0.12533381069194421,5125000000,4075000000.0,Kuliner,Warung Makan,Region 1,5,9,3,0.7692307692307693,Eko Nugroho,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,13,2025-06-17,Eko Nugroho,3,0.07068215336117525,244175000000.0
RM0154,22,21,0.7056363636363637,0.09766538864166843,7175000000,6425000000.0,Kuliner,Restoran,Region 4,6,11,4,0.9545454545454546,Anggi Wibowo,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,24,2020-01-09,Anggi Wibowo,1,0.09162143264768356,396175000000.0
RM0155,7,5,0.5911428571428571,0.1846730702001319,2250000000,1550000000.0,Manufaktur,Konveksi,Region 3,5,7,4,0.7142857142857143,Sutrisno Gunawan,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,7,2016-11-28,Sutrisno Gunawan,3,0.06517555585951652,158925000000.0
RM0156,14,12,0.7047857142857143,0.11724870251631032,4900000000,4650000000.0,Manufaktur,Furniture,Region 2,5,9,4,0.8571428571428571,Fajar Handoko,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,18,2015-11-24,Fajar Handoko,2,0.08971729877005283,372150000000.0
RM0157,10,8,0.6801999999999999,0.14792776014738485,2025000000,925000000.0,Manufaktur,Percetakan,Region 2,4,8,3,0.8,Iwan Panjaitan,KC BSD,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,11,2016-04-29,Iwan Panjaitan,2,0.05654708856988155,124925000000.0
RM0158,7,6,0.6844285714285715,0.12467806161317657,1375000000,1075000000.0,Manufaktur,Pengolahan Makanan Ringan,Region 4,3,6,4,0.8571428571428571,Wahyu Setiawan,KC BSD,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,7,2017-10-05,Wahyu Setiawan (RM0158),1,0.047162938019851365,96500000000.0
RM0159,5,5,0.693,0.07178091668403239,725000000,725000000.0,Pertanian,Peternakan Ayam,Region 4,4,4,3,1.0,Krisna Permana,KC BSD,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,6,2015-04-23,Krisna Permana (RM0159),3,0.05493912450851081,90325000000.0
RM0160,13,13,0.7338461538461538,0.10735753828046277,3825000000,3825000000.0,Pertanian,Distributor Hasil Tani,Region 1,5,8,4,1.0,Yusuf Rahman,KC BSD,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,17,2017-09-05,Yusuf Rahman,3,0.08492543882900036,290975000000.0
RM0161,13,12,0.693923076923077,0.09583793745907862,4600000000,3850000000.0,Pertanian,Distributor Hasil Tani,Region 1,6,10,4,0.9230769230769231,Maya Firmansyah,KC BSD,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2021-09-28,Maya Firmansyah,0,0.0899613928524155,298900000000.0
RM0162,12,10,0.6789999999999999,0.10945152517729648,4100000000,3200000000.0,Manufaktur,Distributor Hasil Tani,Region 4,5,7,4,0.8333333333333334,Desi Santoso,KCP Ciputat,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,16,2022-12-26,Desi Santoso (RM0162),0,0.08909362221894221,283300000000.0
RM0163,15,11,0.6483333333333333,0.12083085383334523,5450000000,3675000000.0,Transportasi,Ekspedisi Kecil,Region 3,6,11,3,0.7333333333333333,Irfan Situmorang,KCP Ciputat,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,17,2023-07-30,Irfan Situmorang,2,0.08773527014400084,312800000000.0
RM0164,5,4,0.6404,0.17719001100513537,2100000000,1900000000.0,Pertanian,Konveksi,Region 4,4,5,3,0.8,Yusuf Santoso,KCP Ciputat,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,9,2015-04-16,Yusuf Santoso (RM0164),0,0.05842967687296689,153725000000.0
RM0165,6,5,0.6186666666666666,0.15440034542275696,1525000000,1025000000.0,Pertanian,Distributor Hasil Tani,Region 2,3,4,3,0.8333333333333334,Wahyu Setiawan,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,10,2021-01-20,Wahyu Setiawan (RM0165),0,0.08116550912542056,138325000000.0
