application_id,NIK,cif_number,application_date,customer_type,company_name,legal_entity,owner_name,owner_gender,owner_age,owner_marital_status,owner_education,province,city,district,region,branch_name,industry,sub_industry,business_age_year,employee_count,monthly_turnover_est,transaction_frequency_monthly,loan_requested,jenis_kredit_diajukan,tenor_diajukan_bulan,tujuan_penggunaan_kredit,collateral_type,collateral_location,collateral_province,collateral_city,collateral_size_m2,collateral_market_value,collateral_liquidation_value,collateral_ratio,certificate_type,ownership_match,estimated_dsr,eligibility_score,label,rm_id,status_dhn,dhn_alasan,slik_n_loans,slik_worst_collectability,slik_n_banks,slik_total_outstanding,slik_total_installment_other,slik_avg_tenor_month,slik_has_macet,slik_has_credit_history,bank_n_accounts,bank_best_avg_balance_6m,bank_total_avg_credit,bank_total_avg_debit,bank_total_overdraft_6m,bank_current_balance_total,bank_best_current_balance,bank_any_dormant,net_profit_2024,net_profit_2025,operating_cashflow_2024,operating_cashflow_2025,revenue_2024,revenue_2025,total_asset_2024,total_asset_2025,total_liability_2024,total_liability_2025,revenue_growth_pct,profit_margin_2025,liability_to_asset_2025,agunan_kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,rm_name,rm_branch_name,rm_region,jabatan,level,kapasitas_max_nasabah,join_date,dsr_capped,is_female_owner,has_dhn_flag,bunga_persen_diajukan,cicilan_bulanan_pengajuan,loan_to_annual_revenue,kategori_tenor_diajukan,kategori_nominal_diajukan,flag_kur_di_luar_plafon
APP202600565,3671010511680565,CIF1000565,2025-06-19,UMKM,UD Halim Mandiri,PT,Rudi Siregar,L,58,Cerai Mati,D3,Banten,Tangerang,Serpong,Region 2,KCP Bintaro,Jasa,Percetakan,17,39,708854,72,50000000,KI,48,Pembelian peralatan/mesin usaha Percetakan,Tanah,"Margahayu, Bekasi",Jawa Barat,Bekasi,65.0,501150000,400920000,10.02,SHM,Ya,2.06,0.771,Diterima,RM0166,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10852467,615377,454585,0,13507384,13507384,0,1751081.0,1243300.0,1504247.0,1660461.0,9756690.0,8506253.0,12215258.0,11215328.0,6500196.0,6223407.0,-0.1282,0.1462,0.5549,Margahayu,65.0,0.0,7710000,3420000,Fauzi Siregar,KCP Bintaro,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,17,2023-02-26,2.06,0,0,10.0,1458333.0,5.878,Panjang (>36 bln),<=50jt (KUR Mikro),0
APP202600566,3671014405670566,CIF1000566,2025-08-23,UMKM,UD Hidayat Makmur,CV,Rina Saputra,P,59,Cerai Mati,SMA/SMK,Banten,Tangerang,Tebet,Region 1,KCP Cipondoh,Jasa,Jasa Konstruksi Kecil,9,22,3462663,135,200000000,KUR,18,Tambahan modal kerja usaha Jasa Konstruksi Kecil,Tanah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,102.3,2989206000,2391364800,14.95,HGB,Ya,3.0,0.717,Diterima,RM0152,Tidak,Tidak Berlaku,2.0,1.0,2.0,168989609.0,26818088.0,30.0,0.0,1,2,43996729,6130352,4781673,1,39637403,36146669,1,8419758.0,7492144.0,9410599.0,8511318.0,42833760.0,41551962.0,74577569.0,68779502.0,37784050.0,14397894.0,-0.0299,0.1803,0.2093,Duren Tiga,102.3,0.0,29220000,5490000,Iwan Gunawan,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2023-08-01,3.0,1,0,6.0,12111111.0,4.813,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600567,3276014602900567,CIF1000567,2026-05-08,UMKM,PT Kurniawan Jaya,PT,Putri Lubis,P,36,Belum Menikah,S2,Jawa Barat,Depok,Cengkareng,Region 2,KCP Cikini,Pertanian,Peternakan Ayam,19,55,1527255,49,75000000,KMK,24,Modal kerja operasional usaha Peternakan Ayam,Ruko,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,475.3,5676445000,4541156000,75.69,SHM,Tidak,3.0,0.616,Diterima,RM0082,Tidak,Tidak Berlaku,3.0,2.0,3.0,270087858.0,14216597.0,40.0,0.0,1,1,12261672,983591,794062,0,20871349,20871349,0,1189176.0,1451813.0,1537188.0,1492039.0,15162819.0,18327068.0,21237582.0,32049655.0,8826604.0,21301658.0,0.2087,0.0792,0.6646,Sukabumi Selatan,240.5,234.8,18770000,4950000,Andi Susanto,KCP Cikini,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,15,2021-08-09,3.0,1,0,11.0,3812500.0,4.092,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600568,3671011305710568,CIF1000568,2025-08-17,UMKM,UD Kurniawan Mandiri,UD,Eko Hutapea,L,55,Cerai Hidup,SMA/SMK,Banten,Tangerang,Cengkareng,Region 1,KCP Jatinegara,Kuliner,Bakery,3,10,2624349,129,75000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Bakery,Tanah,"Bintara, Bekasi",Jawa Barat,Bekasi,236.5,2242020000,1793616000,29.89,SHM,Ya,3.0,0.687,Diterima,RM0189,Tidak,Tidak Berlaku,2.0,1.0,2.0,67582456.0,9709151.0,36.0,0.0,1,2,29372090,3863907,3167265,2,37690764,18870058,0,4466453.0,3813875.0,4170511.0,3661896.0,32632473.0,31492199.0,60119942.0,62913585.0,17465799.0,19802730.0,-0.0349,0.1211,0.3148,Bintara,236.5,0.0,9480000,3590000,Dewi Handoko,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,18,2023-04-17,3.0,0,0,11.0,3812500.0,2.382,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600569,3671015103880569,CIF1000569,2026-04-15,UMKM,UD Permana Makmur,UD,Lestari Firmansyah,P,38,Cerai Mati,D3,Banten,Tangerang,Sukmajaya,Region 4,KCP Pasar Minggu,Transportasi,Ekspedisi Kecil,12,60,2529934,119,200000000,KI,54,Pembelian armada kendaraan tambahan usaha Ekspedisi Kecil,Rumah,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,618.8,10589916000,8471932800,52.95,SHM,Ya,3.0,0.707,Diterima,RM0039,Tidak,Tidak Berlaku,2.0,1.0,2.0,417345115.0,16187590.0,42.0,0.0,1,2,21462178,4340002,3827646,1,28288508,15762465,0,2748664.0,2512883.0,3491078.0,2586966.0,32517860.0,30359214.0,44406336.0,51161821.0,16756019.0,16078470.0,-0.0664,0.0828,0.3143,Kelapa Gading Barat,322.8,296.0,28570000,4620000,Desi Hutapea,KCP Pasar Minggu,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,15,2025-12-02,3.0,1,0,10.0,5370370.0,6.588,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600570,3171012003730570,CIF1000570,2026-03-13,UMKM,CV Saputra Makmur,UD,Yusuf Setiawan,L,53,Menikah,D3,DKI Jakarta,Jakarta Pusat,Tebet,Region 1,KCP Kelapa Gading Bukit,Jasa,Percetakan,19,50,2058271,60,1000000000,KMK,12,Modal kerja operasional usaha Percetakan,Ruko,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,690.7,8911389000,7129111200,8.91,HGB,Ya,3.0,0.796,Diterima,RM0106,Tidak,Tidak Berlaku,1.0,1.0,1.0,49764327.0,1714089.0,48.0,0.0,1,2,22867924,3861479,3353299,0,44640723,38136214,0,892785.0,1278776.0,1167025.0,1264296.0,21991433.0,24699259.0,40733322.0,47501165.0,26128505.0,16145359.0,0.1231,0.0518,0.3399,Kelapa Gading Barat,321.9,368.8,22150000,4830000,Rina Siregar,KCP Kelapa Gading Bukit,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,22,2024-03-06,3.0,0,0,11.0,92500000.0,40.487,Pendek (<=12 bln),>500jt (KMK/KI saja),0
APP202600571,3671015407850571,CIF1000571,2025-11-11,UMKM,PT Wijaya Makmur,PT,Maya Hutapea,P,41,Belum Menikah,SMA/SMK,Banten,Tangerang,Kramat Jati,Region 2,KCP Prof. Supomo Tebet,Manufaktur,Furniture,13,3,518167,74,100000000,KUR,24,Tambahan modal kerja usaha Furniture,Tanah,"Paledang, Bogor",Jawa Barat,Bogor,159.7,1208929000,967143200,12.09,HGB,Ya,3.0,0.695,Diterima,RM0021,Tidak,Tidak Berlaku,2.0,1.0,2.0,158147941.0,17632537.0,12.0,0.0,1,1,8335353,509427,416050,0,14552510,14552510,0,571965.0,627965.0,713075.0,845624.0,4971797.0,6218012.0,8043500.0,7942649.0,5455426.0,4982496.0,0.2507,0.101,0.6273,Paledang,159.7,0.0,7570000,3420000,Wahyu Susanto,KCP Prof. Supomo Tebet,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,13,2017-09-25,3.0,1,0,6.0,4666667.0,16.082,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600572,3276010603910572,CIF1000572,2025-08-29,UMKM,PT Panjaitan Abadi,PT,Rian Kusuma,L,35,Menikah,S2,Jawa Barat,Depok,Kramat Jati,Region 2,KCP Tebet Barat,Manufaktur,Furniture,19,69,2219628,115,100000000,KI,54,Pembelian mesin produksi tambahan usaha Furniture,Tanah,"Pluit, Jakarta Utara",DKI Jakarta,Jakarta Utara,186.4,4279744000,3423795200,42.8,HGB,Ya,3.0,0.67,Diterima,RM0044,Tidak,Tidak Berlaku,2.0,2.0,2.0,267172786.0,17151125.0,48.0,0.0,1,2,31371259,3526074,3076499,0,22249989,18497527,0,3019380.0,3903286.0,2659888.0,4607602.0,21734877.0,26635547.0,33794166.0,37821370.0,22231541.0,20376066.0,0.2255,0.1465,0.5387,Pluit,186.4,0.0,22960000,4980000,Yusuf Kusuma,KCP Tebet Barat,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,18,2015-05-23,3.0,0,0,10.0,2685185.0,3.754,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600573,3671014709820573,CIF1000573,2026-06-10,UMKM,PT Setiawan Mandiri,UD,Siti Susanto,P,44,Cerai Mati,S2,Banten,Tangerang,Tebet,Region 3,KCP Jatinegara,Jasa,Percetakan,8,48,717479,165,500000000,KMK,12,Modal kerja operasional usaha Percetakan,Ruko,"Cengkareng Barat, Jakarta Barat",DKI Jakarta,Jakarta Barat,851.9,7528642000,6022913600,15.06,HGB,Ya,3.0,0.752,Diterima,RM0189,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1751870,580365,546606,0,1196027,1196027,0,1076554.0,1084751.0,1342935.0,1307264.0,7097398.0,8609757.0,8887252.0,11121251.0,2114243.0,5144277.0,0.2131,0.126,0.4626,Cengkareng Barat,391.2,460.7,13710000,4700000,Dewi Handoko,KCP Jatinegara,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,18,2023-04-17,3.0,1,0,11.0,46250000.0,58.074,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600574,3671015210790574,CIF1000574,2025-05-08,UMKM,PT Wibowo Abadi,UD,Sari Firmansyah,P,47,Cerai Hidup,D3,Banten,Tangerang,Kramat Jati,Region 1,KCP Pondok Indah,Manufaktur,Furniture,9,39,1051673,159,50000000,KUR,12,Tambahan modal kerja usaha Furniture,Ruko,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,607.1,10916630000,8733304000,218.33,HGB,Ya,3.0,0.748,Diterima,RM0029,Tidak,Tidak Berlaku,2.0,1.0,2.0,43960810.0,11746991.0,12.0,0.0,1,1,3934241,720994,673121,1,6238584,6238584,0,755212.0,600901.0,750976.0,707985.0,14378955.0,12620080.0,25458319.0,16791240.0,16207495.0,4065827.0,-0.1223,0.0476,0.2421,Duren Tiga,325.3,281.8,29080000,5170000,Rizky Siregar,KCP Pondok Indah,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Senior RB,20,2016-09-15,3.0,1,0,6.0,4416667.0,3.962,Pendek (<=12 bln),<=50jt (KUR Mikro),0
APP202600575,3671015807890575,CIF1000575,2026-06-02,UMKM,UD Nugroho Makmur,CV,Retno Wijaya,P,37,Menikah,D3,Banten,Tangerang,Bekasi Timur,Region 2,KCP Cipondoh,Pertanian,Peternakan Ayam,15,15,1790244,146,750000000,KI,60,Pengembangan lahan/kandang usaha Peternakan Ayam,Gudang,"Gunung, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,233.5,6781659000,5425327200,9.04,HGB,Ya,3.0,0.547,Ditolak,RM0152,Tidak,Tidak Berlaku,2.0,3.0,2.0,81541759.0,2470206.0,54.0,0.0,1,2,22837647,3113112,2347886,1,31751691,21860524,0,1026007.0,1374379.0,1240925.0,1778614.0,14932128.0,21482935.0,23196345.0,23679265.0,11025071.0,14359636.0,0.4387,0.064,0.6064,Gunung,137.6,95.9,44790000,6450000,Iwan Gunawan,KCP Cipondoh,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,15,2023-08-01,3.0,1,0,10.0,18750000.0,34.911,Panjang (>36 bln),>500jt (KMK/KI saja),0
APP202600576,3271011201940576,CIF1000576,2026-04-29,UMKM,CV Nugroho Abadi,PT,Hendra Wibowo,L,32,Belum Menikah,S1,Jawa Barat,Bogor,Serpong,Region 2,KCP Menteng Raya,Perdagangan,Distributor Bahan Bangunan,4,61,1467318,31,750000000,KMK,12,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Rumah,"Paledang, Bogor",Jawa Barat,Bogor,180.6,1004342000,803473600,1.34,HGB,Tidak,3.0,0.517,Ditolak,RM0047,Tidak,Tidak Berlaku,2.0,4.0,2.0,65634160.0,5878123.0,42.0,0.0,1,1,6464222,1566739,1464213,0,6815454,6815454,0,1125012.0,930132.0,1161598.0,1165067.0,17031601.0,17607817.0,33051515.0,31863324.0,6850414.0,18275694.0,0.0338,0.0528,0.5736,Paledang,79.7,100.9,7930000,3690000,Sutrisno Rahman,KCP Menteng Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,18,2020-11-06,3.0,0,0,11.0,69375000.0,42.595,Pendek (<=12 bln),>500jt (KMK/KI saja),0
APP202600577,3276015812860577,CIF1000577,2026-02-09,UMKM,UD Kurniawan Abadi,PT,Yanti Saputra,P,40,Cerai Hidup,S1,Jawa Barat,Depok,Tebet,Region 3,KCP Cikarang,Jasa,Percetakan,13,46,539942,108,100000000,KMK,12,Modal kerja operasional usaha Percetakan,Ruko,"Bojong Jaya, Tangerang",Banten,Tangerang,556.4,2998020000,2398416000,29.98,HGB,Ya,3.0,0.649,Diterima,RM0215,Tidak,Tidak Berlaku,1.0,1.0,1.0,403903724.0,23876161.0,24.0,0.0,1,2,8587824,883547,682824,0,8710990,7377676,0,675293.0,444378.0,860292.0,582071.0,8296318.0,6479305.0,9473664.0,12666951.0,3429502.0,4637017.0,-0.219,0.0686,0.3661,Bojong Jaya,245.1,311.3,7850000,3450000,Dimas Suryadi,KCP Cikarang,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,18,2023-05-18,3.0,1,0,11.0,9250000.0,15.434,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600578,3275012510660578,CIF1000578,2026-07-23,UMKM,CV Tanjung Mandiri,CV,Joko Tanjung,L,60,Menikah,SMA/SMK,Jawa Barat,Bekasi,Sukmajaya,Region 4,KCP Bogor Baru,Pertanian,Peternakan Ayam,15,55,597645,123,300000000,KI,54,Pengembangan lahan/kandang usaha Peternakan Ayam,Rumah,"Margahayu, Bekasi",Jawa Barat,Bekasi,204.2,1352154000,1081723200,4.51,HGB,Ya,3.0,0.623,Diterima,RM0236,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,11114287,898926,672010,0,20732936,16516848,0,665847.0,488774.0,606020.0,660196.0,8892834.0,7171751.0,13485929.0,8586451.0,8803139.0,4888486.0,-0.1935,0.0682,0.5693,Margahayu,126.6,77.6,8289999,3900000,Desi Santoso,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Senior RB,23,2016-10-19,3.0,0,0,10.0,8055556.0,41.831,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600579,3173016306780579,CIF1000579,2026-01-23,UMKM,PT Simanjuntak Abadi,CV,Novi Permana,P,48,Menikah,S1,DKI Jakarta,Jakarta Barat,Cengkareng,Region 1,KCP Gajah Mada,Pertanian,Peternakan Ayam,10,71,1270229,102,100000000,KI,60,Pengembangan lahan/kandang usaha Peternakan Ayam,Rumah,"Kemiri Muka, Depok",Jawa Barat,Depok,236.4,1608988000,1287190400,16.09,HGB,Ya,3.0,0.504,Ditolak,RM0054,Tidak,Tidak Berlaku,2.0,3.0,2.0,695290924.0,53631004.0,24.0,0.0,1,2,10494797,2292521,2030186,0,9704657,4951438,0,476718.0,513403.0,476548.0,658263.0,14039237.0,15242758.0,17493654.0,29785817.0,11634644.0,20646986.0,0.0857,0.0337,0.6932,Kemiri Muka,110.0,126.4,10410000,3670000,Fauzi Setiawan,KCP Gajah Mada,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Senior RB,12,2020-07-15,3.0,1,0,10.0,2500000.0,6.56,Panjang (>36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600580,3671012811870580,CIF1000580,2026-03-06,UMKM,PT Rahman Abadi,CV,Krisna Wijaya,L,39,Menikah,D3,Banten,Tangerang,Cengkareng,Region 2,KCP Cibinong,Jasa,Jasa Konstruksi Kecil,16,58,3000761,47,50000000,KMK,18,Modal kerja operasional usaha Jasa Konstruksi Kecil,Ruko,"Mekarjaya, Depok",Jawa Barat,Depok,263.6,1806928000,1445542400,36.14,SHM,Ya,1.99,0.786,Diterima,RM0228,Tidak,Tidak Berlaku,2.0,2.0,2.0,71082773.0,2723352.0,60.0,0.0,1,2,39152696,4058418,3065688,0,85628465,43843574,0,3314439.0,4024618.0,2898164.0,4987606.0,29664668.0,36009138.0,57755943.0,41747552.0,29173329.0,11338954.0,0.2139,0.1118,0.2716,Mekarjaya,148.4,115.2,9560000,3370000,Putri Situmorang,KCP Cibinong,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,9,2019-09-02,1.99,0,0,11.0,3236111.0,1.389,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202600581,3671012001730581,CIF1000581,2025-03-19,UMKM,PT Lubis Jaya,PT,Rizky Panjaitan,L,53,Cerai Mati,S2,Banten,Tangerang,Cengkareng,Region 3,KCP Pondok Indah,Pertanian,Peternakan Ayam,10,9,1655044,86,50000000,KMK,18,Modal kerja operasional usaha Peternakan Ayam,Ruko,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,749.2,11351428000,9081142400,227.03,SHM,Ya,3.0,0.347,Ditolak,RM0031,Tidak,Tidak Berlaku,2.0,5.0,1.0,247725065.0,17659087.0,42.0,1.0,1,1,17476349,1769379,1549516,0,8503982,8503982,0,3378848.0,2487196.0,3300942.0,2272823.0,23936429.0,19860532.0,38603373.0,37447359.0,25339698.0,8884815.0,-0.1703,0.1252,0.2373,Duren Tiga,362.6,386.6,26060000,4920000,Krisna Kurniawan,KCP Pondok Indah,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,16,2016-04-11,3.0,0,0,11.0,3236111.0,2.518,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202600582,3276016106740582,CIF1000582,2026-01-14,UMKM,CV Lubis Abadi,UD,Nina Firmansyah,P,52,Menikah,SMA/SMK,Jawa Barat,Depok,Sukmajaya,Region 2,KCP Bogor Baru,Perdagangan,Grosir Pakaian,14,29,1515626,85,200000000,KMK,18,Modal kerja pembelian stok barang dagangan Grosir Pakaian,Rumah,"Kemiri Muka, Depok",Jawa Barat,Depok,510.1,3460842000,2768673600,17.3,SHM,Ya,3.0,0.629,Diterima,RM0234,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,8761216,1295934,1087123,0,12764028,12764028,0,1343651.0,1021167.0,1726770.0,1058112.0,23777322.0,18187521.0,28119685.0,30345591.0,12332700.0,9700876.0,-0.2351,0.0561,0.3197,Kemiri Muka,274.5,235.6,8900000,4320000,Bambang Wibowo,KCP Bogor Baru,Kantor Wilayah 15 (Jakarta Timur),Relationship Banking Officer,Junior RB,13,2023-05-15,3.0,1,0,11.0,12944444.0,10.997,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600583,3173016308850583,CIF1000583,2025-07-05,UMKM,PT Lubis Mandiri,CV,Ani Santoso,P,41,Cerai Mati,SMA/SMK,DKI Jakarta,Jakarta Barat,Serpong,Region 2,KCP Melawai,Manufaktur,Pengolahan Makanan Ringan,4,36,1436549,169,50000000,KUR,36,Tambahan modal kerja usaha Pengolahan Makanan Ringan,Tanah,"Bojong Jaya, Tangerang",Banten,Tangerang,142.2,1279800000,1023840000,25.6,HGB,Ya,1.14,0.751,Diterima,RM0006,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,13871502,896584,677987,0,20322914,20322914,0,4520856.0,3535539.0,5219701.0,4622530.0,20225357.0,17238588.0,23373370.0,19299181.0,9212760.0,5686591.0,-0.1477,0.2051,0.2947,Bojong Jaya,142.2,0.0,9000000,3790000,Wati Lubis,KCP Melawai,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,7,2023-02-26,1.14,1,0,6.0,1638889.0,2.9,Menengah (13-36 bln),<=50jt (KUR Mikro),0
APP202600584,3174016407730584,CIF1000584,2026-05-08,UMKM,UD Kurniawan Abadi,CV,Rina Setiawan,P,53,Belum Menikah,S1,DKI Jakarta,Jakarta Selatan,Serpong,Region 4,KCP Tangerang Kota,Jasa,Percetakan,4,23,1992520,183,200000000,KMK,12,Modal kerja operasional usaha Percetakan,Ruko,"Sukabumi Selatan, Jakarta Barat",DKI Jakarta,Jakarta Barat,329.1,4224181000,3379344800,21.12,SHM,Ya,3.0,0.644,Diterima,RM0138,Tidak,Tidak Berlaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,33802239,2146026,1736693,0,19664553,19664553,0,5935831.0,3242801.0,4847615.0,2651884.0,39810365.0,23910243.0,46476884.0,38246395.0,30728433.0,19870307.0,-0.3994,0.1356,0.5195,Sukabumi Selatan,153.4,175.7,21730000,5070000,Nina Hidayat,KCP Tangerang Kota,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Senior RB,14,2022-10-20,3.0,1,0,11.0,18500000.0,8.365,Pendek (<=12 bln),50-500jt (KUR Kecil/KMK/KI),0
APP202600585,3671015111680585,CIF1000585,2025-04-30,UMKM,CV Lubis Abadi,PT,Kartika Tanjung,P,58,Belum Menikah,S2,Banten,Tangerang,Tebet,Region 3,KCP Pasar Minggu,Kuliner,Warung Makan,10,79,1023588,134,1000000000,KI,54,Renovasi & penambahan peralatan usaha Warung Makan,Ruko,"Paledang, Bogor",Jawa Barat,Bogor,122.3,663001000,530400800,0.66,HGB,Ya,3.0,0.532,Ditolak,RM0039,Tidak,Tidak Berlaku,2.0,1.0,2.0,73567238.0,1908667.0,54.0,0.0,1,2,12267554,1726689,1355714,0,26959683,19870071,0,990133.0,949594.0,963804.0,991957.0,10813566.0,12283067.0,15691347.0,20853143.0,3807799.0,9983080.0,0.1359,0.0773,0.4787,Paledang,74.9,47.4,6890000,3100000,Desi Hutapea,KCP Pasar Minggu,Kantor Wilayah Jakarta Senayan,Relationship Banking Officer,Junior RB,15,2025-12-02,3.0,1,0,10.0,26851852.0,81.413,Panjang (>36 bln),>500jt (KMK/KI saja),0
APP202600586,3674012402860586,CIF1000586,2025-07-28,UMKM,CV Halim Abadi,CV,Rian Hutapea,L,40,Menikah,SMA/SMK,Jawa Barat,Tangerang Selatan,Sukmajaya,Region 1,KCP Kedoya,Perdagangan,Toko Sembako,15,9,1360784,48,750000000,KMK,18,Modal kerja pembelian stok barang dagangan Toko Sembako,Ruko,"Mekarjaya, Depok",Jawa Barat,Depok,792.4,4981388000,3985110400,6.64,SHM,Ya,3.0,0.749,Diterima,RM0125,Tidak,Tidak Berlaku,1.0,2.0,1.0,86267888.0,7111556.0,24.0,0.0,1,1,18620329,1349344,1116855,0,7943538,7943538,0,2416077.0,2184352.0,2714217.0,2071777.0,14490625.0,16329408.0,23491861.0,27878840.0,9124155.0,19266135.0,0.1269,0.1338,0.6911,Mekarjaya,346.8,445.6,9250000,3980000,Ayu Firmansyah,KCP Kedoya,Kantor Wilayah Jakarta BSD,Relationship Banking Officer,Junior RB,14,2016-07-20,3.0,0,0,11.0,48541667.0,45.929,Menengah (13-36 bln),>500jt (KMK/KI saja),0
APP202600587,3671016508830587,CIF1000587,2025-09-25,UMKM,UD Tanjung Abadi,CV,Siti Saputra,P,43,Cerai Mati,D3,Banten,Tangerang,Tebet,Region 3,KCP Gajah Mada,Kuliner,Warung Makan,6,60,752145,126,1000000000,KMK,24,Modal kerja pembelian bahan baku harian usaha Warung Makan,Gudang,"Kelapa Gading Barat, Jakarta Utara",DKI Jakarta,Jakarta Utara,640.8,12493148000,9994518400,12.49,SHM,Ya,3.0,0.596,Diterima,RM0052,Tidak,Tidak Berlaku,1.0,2.0,1.0,105374235.0,4467679.0,48.0,0.0,1,1,5548566,517201,408036,2,725794,725794,1,2061019.0,1828823.0,2377893.0,1687427.0,11541475.0,9025748.0,15837432.0,13465874.0,7433065.0,7483491.0,-0.218,0.2026,0.5557,Kelapa Gading Barat,386.6,254.2,28390000,5970000,Novi Setiawan,KCP Gajah Mada,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,16,2021-12-10,3.0,1,0,11.0,50833333.0,110.794,Menengah (13-36 bln),>500jt (KMK/KI saja),0
APP202600588,3671016805750588,CIF1000588,2026-05-26,UMKM,CV Siregar Abadi,UD,Ayu Siregar,P,51,Cerai Hidup,S1,Banten,Tangerang,Sukmajaya,Region 3,KCP Kramat Raya,Perdagangan,Distributor Bahan Bangunan,9,73,1566168,169,300000000,KMK,18,Modal kerja pembelian stok barang dagangan Distributor Bahan Bangunan,Tanah,"Duren Tiga, Jakarta Selatan",DKI Jakarta,Jakarta Selatan,393.6,12055968000,9644774400,40.19,SHM,Ya,3.0,0.726,Diterima,RM0068,Tidak,Tidak Berlaku,2.0,2.0,2.0,136984610.0,8129111.0,36.0,0.0,1,2,22421109,2702785,2251584,0,39419785,25385698,0,448386.0,405488.0,569202.0,491276.0,18223129.0,18794024.0,21396063.0,36970441.0,5516664.0,25165870.0,0.0313,0.0216,0.6807,Duren Tiga,393.6,0.0,30630000,5100000,Rian Hidayat,KCP Kramat Raya,Kantor Wilayah Jakarta Kemayoran,Relationship Banking Officer,Junior RB,8,2023-11-25,3.0,1,0,11.0,19416667.0,15.963,Menengah (13-36 bln),50-500jt (KUR Kecil/KMK/KI),0
