personId;displayName;email;phone;avgRate;responseCount;incidentCount;totalTicketReopenCount;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_001 \\ A_INTERNET_001_001_002;responses.createdAt;tanggal;respon_tanggal;responses.updatedAt;responses.userId;responses.userEmail;responses.userName;responses.phone;responses.indiHomeNum;responses.rate;responses.crewId;responses.selectedOptions;responses.comments;;responses.region_new;responses.region;responses.witel_new;responses.witel;responses.sto;responses.reopenCount;responses.ticketId;createdAt;updatedAt;crewId;groupedIncidents.A_IPTV \\ A_IPTV_001 \\ A_IPTV_001_001 \\ A_IPTV_001_001_002;groupedIncidents;responses.bookingId;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_001 \\ A_INTERNET_001_001_001;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_006;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_005;groupedIncidents.A_VOICE \\ A_VOICE_001 \\ A_VOICE_001_002 \\ A_VOICE_001_002_004;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_003 \\ A_INTERNET_001_003_003;groupedIncidents.A_IPTV \\ A_IPTV_001 \\ A_IPTV_001_003 \\ A_IPTV_001_003_001;groupedIncidents.A_IPTV \\ A_IPTV_001 \\ A_IPTV_001_003 \\ A_IPTV_001_003_002;groupedIncidents.A_VOICE \\ A_VOICE_001 \\ A_VOICE_001_002 \\ A_VOICE_001_002_009;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_004;groupedIncidents.A_VOICE \\ A_VOICE_001 \\ A_VOICE_001_002 \\ A_VOICE_001_002_005;groupedIncidents.A_INTERNET \\ A_INTERNET_001 \\ A_INTERNET_001_002 \\ A_INTERNET_001_002_004,,,,,
AP93157085;nama teknisi;xxxx@email.com;88888888888;05.00;5;5;0;4;2021-12-09T16:41:21+07:00;09/12/2021;Des-21;2021-12-09T16:41:21+07:00;6196f0e3a6e744001c838a2a;xxxx@email.com;nama pelanggan;88888888888;111xxxxxxx;5;F1TLK031;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 1;;SUMATERA SELATAN;SUMSEL;TLK;0;IN119723803;2021-10-21T16:35:16+07:00;2022-01-05T21:16:51+07:00;;;;;1;;;;;;;;;;,
AP93157085;nama teknisi;xxxx@email.com;88888888888;05.00;5;5;0;4;2022-01-05T21:16:51+07:00;05/01/2022;Jan-22;2022-01-05T21:16:51+07:00;60a6d784ed9f9f6a84d9dfe4;xxxx@email.com;nama pelanggan;88888888888;111xxxxxxx;5;F1SRO017;Ramah,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 1;DATEL SUMATERA SELATAN;SUMATERA SELATAN;SUMSEL;SRO;0;IN121069207;2021-10-21T16:35:16+07:00;2022-01-05T21:16:51+07:00;;;;;1;;;;;;;;;;,,,
18950660;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-10-21T17:04:48+07:00;21/10/2021;Okt-21;2021-10-21T17:04:48+07:00;60a6d955ed9f9f6a84e92f13;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7MDG8;Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;MDG;0;IN113559694;2021-10-21T17:04:48+07:00;2021-10-24T15:08:10+07:00;;;;;;;;;;;;;;;,,
18950660;nama teknisi;xxxx@email.com;88888888888;05.00;2;2;0;2;2021-10-24T15:08:10+07:00;24/10/2021;Okt-21;2021-10-24T15:08:10+07:00;60a6c721ed9f9f6a843dce04;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7MDG8;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;MDG;0;IN112915716;2021-10-21T17:04:48+07:00;2021-10-24T15:08:10+07:00;;;;;;;;;;;;;;;,
18960414;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;1;2021-10-21T18:35:48+07:00;21/10/2021;Okt-21;2021-10-21T18:35:48+07:00;60a6d99ded9f9f6a84ec0f19;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7MDG4;Ramah,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;KDR;0;IN113548772;2021-10-21T18:35:48+07:00;2021-12-03T18:38:32+07:00;;;;;1;;;;1;;;;;;,,,
18960414;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;1;2021-11-03T11:27:09+07:00;03/11/2021;Nov-21;2021-11-03T11:27:09+07:00;614b51def5fc1485741d8458;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7KDR01;Datang tepat waktu,Ramah;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;KDR;0;IN115469352;2021-10-21T18:35:48+07:00;2021-12-03T18:38:32+07:00;;;;;1;;;;1;;;;;;,,,,
18960414;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;1;2021-12-03T18:38:32+07:00;03/12/2021;Des-21;2021-12-03T18:38:32+07:00;60a6c86fed9f9f6a844d35d9;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7MDG7;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;KDR;0;IN118851667;2021-10-21T18:35:48+07:00;2021-12-03T18:38:32+07:00;;;;;1;;;;1;;;;;;,
18950497;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;1;2021-10-21T18:35:48+07:00;21/10/2021;Okt-21;2021-10-21T18:35:48+07:00;60a6d99ded9f9f6a84ec0f19;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7MDG4;Ramah,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;KDR;0;IN113548772;2021-10-21T18:35:48+07:00;2021-12-03T18:38:32+07:00;;;;;1;;;;1;;;;;;,,,
18950497;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;1;2021-11-03T11:27:09+07:00;03/11/2021;Nov-21;2021-11-03T11:27:09+07:00;614b51def5fc1485741d8458;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7KDR01;Datang tepat waktu,Ramah;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;KDR;0;IN115469352;2021-10-21T18:35:48+07:00;2021-12-03T18:38:32+07:00;;;;;1;;;;1;;;;;;,,,,
18950497;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;1;2021-12-03T18:38:32+07:00;03/12/2021;Des-21;2021-12-03T18:38:32+07:00;60a6c86fed9f9f6a844d35d9;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;AS7MDG7;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 7;DATEL KENDARI;SULAWESI TENGGARA;SULTRA;KDR;0;IN118851667;2021-10-21T18:35:48+07:00;2021-12-03T18:38:32+07:00;;;;;1;;;;1;;;;;;,
16850272;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;1;2021-10-21T19:39:54+07:00;21/10/2021;Okt-21;2021-10-21T19:39:54+07:00;61102500f5fc148c59440bb8;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKES07;Menjelaskan penyebab gangguan;;;REGIONAL 2;DATEL PURWAKARTA;KARAWANG;KARAWANG;CKP;0;IN113380960;2021-10-21T19:39:54+07:00;2021-10-21T19:39:54+07:00;;;;;;;;;;;;;;;,,,,,
15886346;nama teknisi;xxxx@email.com;88888888888;04.00;3;3;0;1;2021-10-21T20:31:51+07:00;21/10/2021;Okt-21;2021-10-21T20:31:51+07:00;60a6cfd8ed9f9f6a849493cb;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;2;A7TMH002;Penyelesaikan gangguan lambat;;;REGIONAL 7;MINAHASA;SULUT-MALUT;SULUT-MALUT;TMH;0;IN113547508;2021-10-21T20:31:51+07:00;2021-12-04T10:02:18+07:00;;;;;1;;;;1;;;;;;,,,,,
TAW7MDO032;nama teknisi;xxxx@email.com;88888888888;04.00;3;3;0;1;2021-10-21T20:31:51+07:00;21/10/2021;Okt-21;2021-10-21T20:31:51+07:00;60a6cfd8ed9f9f6a849493cb;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;2;A7TMH002;Penyelesaikan gangguan lambat;;;REGIONAL 7;MINAHASA;SULUT-MALUT;SULUT-MALUT;TMH;0;IN113547508;2021-10-21T20:31:51+07:00;2021-12-04T10:02:18+07:00;;;;;1;;;;1;;;;;;,,,,,
15886346;nama teknisi;xxxx@email.com;88888888888;04.00;3;3;0;1;2021-10-22T12:59:36+07:00;22/10/2021;Okt-21;2021-10-22T12:59:36+07:00;60a6cfd8ed9f9f6a849493cb;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;A7TMH099;Penampilan/ seragam teknisi rapi;;;REGIONAL 7;MINAHASA;SULUT-MALUT;SULUT-MALUT;TMH;0;IN113657787;2021-10-21T20:31:51+07:00;2021-12-04T10:02:18+07:00;;;;;1;;;;1;;;;;;,,,,,
15886346;nama teknisi;xxxx@email.com;88888888888;04.00;3;3;0;1;2021-12-04T10:02:18+07:00;04/12/2021;Des-21;2021-12-04T10:02:18+07:00;60a6d84eed9f9f6a84e2136f;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;A7TMH002;Datang tepat waktu;;;REGIONAL 7;DATEL BITUNG;SULUT-MALUT;SULUT-MALUT;TMH;0;IN115868278;2021-10-21T20:31:51+07:00;2021-12-04T10:02:18+07:00;;;;;1;;;;1;;;;;;,,,,,
TAW7MDO032;nama teknisi;xxxx@email.com;88888888888;04.00;3;3;0;1;2021-10-22T12:59:36+07:00;22/10/2021;Okt-21;2021-10-22T12:59:36+07:00;60a6cfd8ed9f9f6a849493cb;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;A7TMH099;Penampilan/ seragam teknisi rapi;;;REGIONAL 7;MINAHASA;SULUT-MALUT;SULUT-MALUT;TMH;0;IN113657787;2021-10-21T20:31:51+07:00;2021-12-04T10:02:18+07:00;;;;;1;;;;1;;;;;;,,,,,
TAW7MDO032;nama teknisi;xxxx@email.com;88888888888;04.00;3;3;0;1;2021-12-04T10:02:18+07:00;04/12/2021;Des-21;2021-12-04T10:02:18+07:00;60a6d84eed9f9f6a84e2136f;xxxx@email.com;nama pelanggan;88888888888;172xxxxxxx;5;A7TMH002;Datang tepat waktu;;;REGIONAL 7;DATEL BITUNG;SULUT-MALUT;SULUT-MALUT;TMH;0;IN115868278;2021-10-21T20:31:51+07:00;2021-12-04T10:02:18+07:00;;;;;1;;;;1;;;;;;,,,,,
97170101;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-10-26T20:34:23+07:00;26/10/2021;Okt-21;2021-10-26T20:34:23+07:00;60a6d96bed9f9f6a84ea14d6;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;4;A6PLK010;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN114128200;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,,,
97170101;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-11-03T14:34:00+07:00;03/11/2021;Nov-21;2021-11-03T14:34:00+07:00;60a6da84ed9f9f6a84f487d5;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;4;F6PLK042;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN115431191;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,,,
18940174;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-10-26T20:34:23+07:00;26/10/2021;Okt-21;2021-10-26T20:34:23+07:00;60a6d96bed9f9f6a84ea14d6;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;4;A6PLK010;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN114128200;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,,,
18940174;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-11-03T14:34:00+07:00;03/11/2021;Nov-21;2021-11-03T14:34:00+07:00;60a6da84ed9f9f6a84f487d5;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;4;F6PLK042;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN115431191;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,,,
97170101;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-10-21T22:01:43+07:00;21/10/2021;Okt-21;2021-10-21T22:01:43+07:00;60a6cb79ed9f9f6a846ba066;xxxx@email.com;nama pelanggan;88888888888;161xxxxxxx;5;F6PLK211;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN113572657;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,,,
97170101;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-10-21T22:01:45+07:00;21/10/2021;Okt-21;2021-10-21T22:01:45+07:00;60a6cb79ed9f9f6a846ba066;xxxx@email.com;nama pelanggan;88888888888;161xxxxxxx;5;F6PLK211;Datang tepat waktu,Ramah,Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN113572657;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,
97170101;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-12-20T11:45:01+07:00;20/12/2021;Des-21;2021-12-20T11:45:01+07:00;60a6cf7ded9f9f6a849099a0;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;5;F6PLK331;Datang tepat waktu,Ramah,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;KALIMANTAN;KALIMANTAN TENGAH;KALTENG;PLK;0;IN120973384;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,
18940174;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-10-21T22:01:43+07:00;21/10/2021;Okt-21;2021-10-21T22:01:43+07:00;60a6cb79ed9f9f6a846ba066;xxxx@email.com;nama pelanggan;88888888888;161xxxxxxx;5;F6PLK211;Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN113572657;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,,,
18940174;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-10-21T22:01:45+07:00;21/10/2021;Okt-21;2021-10-21T22:01:45+07:00;60a6cb79ed9f9f6a846ba066;xxxx@email.com;nama pelanggan;88888888888;161xxxxxxx;5;F6PLK211;Datang tepat waktu,Ramah,Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;DATEL PALANGKARAYA;KALIMANTAN TENGAH;KALTENG;PLK;0;IN113572657;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,,
18940174;nama teknisi;xxxx@email.com;88888888888;0,208333333;5;5;0;;2021-12-20T11:45:01+07:00;20/12/2021;Des-21;2021-12-20T11:45:01+07:00;60a6cf7ded9f9f6a849099a0;xxxx@email.com;nama pelanggan;88888888888;162xxxxxxx;5;F6PLK331;Datang tepat waktu,Ramah,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 6;KALIMANTAN;KALIMANTAN TENGAH;KALTENG;PLK;0;IN120973384;2021-10-21T22:01:43+07:00;2021-12-20T11:45:01+07:00;;1;;;2;;2;;;;;;;;,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-10-27T13:56:37+07:00;27/10/2021;Okt-21;2021-10-27T13:56:37+07:00;60a6cf79ed9f9f6a84907691;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;1;SKKWA24G;Penyelesaikan gangguan lambat;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN113826301;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-11-22T18:44:32+07:00;22/11/2021;Nov-21;2021-11-22T18:44:32+07:00;611038bbf5fc148c594e0a7f;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;1;SKKWA24G;Tidak datang tepat waktu,Penyelesaikan gangguan lambat;;;REGIONAL 2;REGIONAL 3;KARAWANG;KARAWANG;KRW;0;IN117553352;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-11-22T18:44:33+07:00;22/11/2021;Nov-21;2021-11-22T18:44:33+07:00;611038bbf5fc148c594e0a7f;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;1;SKKWA24G;Tidak datang tepat waktu,Penyelesaikan gangguan lambat;;;REGIONAL 2;REGIONAL 3;KARAWANG;KARAWANG;KRW;0;IN117553352;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-12-15T01:13:17+07:00;15/12/2021;Des-21;2021-12-15T01:13:17+07:00;60a6c9e8ed9f9f6a845da491;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;1;SKKWA24G;Tidak datang tepat waktu,Penyelesaikan gangguan lambat;;;REGIONAL 2;REGIONAL 3;KARAWANG;KARAWANG;KRW;0;IN120325604;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-12-19T23:09:02+07:00;19/12/2021;Des-21;2021-12-19T23:09:02+07:00;60a6cee3ed9f9f6a8489dd3f;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;1;SKKWA24G;Tidak datang tepat waktu;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN120942204;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-10-21T22:35:04+07:00;21/10/2021;Okt-21;2021-10-21T22:35:04+07:00;60a6c8abed9f9f6a844f66e6;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA24G;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN113361928;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-11-24T06:24:02+07:00;24/11/2021;Nov-21;2021-11-24T06:24:02+07:00;60a6c81fed9f9f6a844975be;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA24G;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN117853578;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-11-29T06:54:36+07:00;29/11/2021;Nov-21;2021-11-29T06:54:36+07:00;60a6d9beed9f9f6a84ed49a4;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA24G;Datang tepat waktu;;;REGIONAL 2;JAWA BARAT;KARAWANG;KARAWANG;KRW;0;IN117703991;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;,,,,
15902091;nama teknisi;xxxx@email.com;88888888888;0,1375;9;9;0;4;2021-12-03T07:02:22+07:00;03/12/2021;Des-21;2021-12-03T07:02:22+07:00;60a6c700ed9f9f6a843c3c23;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA33G;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN113433152;2021-10-21T22:35:04+07:00;2021-12-19T23:09:02+07:00;;;;;5;;;;;;;;;;
18990304;nama teknisi;xxxx@email.com;88888888888;0,213194444;6;6;0;5;2021-10-26T10:12:34+07:00;26/10/2021;Okt-21;2021-10-26T10:12:34+07:00;60a6c94aed9f9f6a845676d5;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;4;A2SKJ006;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL DEPOK;BOGOR;BOGOR;DEP;0;IN113681394;2021-10-21T22:50:05+07:00;2021-12-26T13:11:10+07:00;;;;;1;;;;;;;;;;,,,,
18990304;nama teknisi;xxxx@email.com;88888888888;0,213194444;6;6;0;5;2021-12-21T19:10:52+07:00;21/12/2021;Des-21;2021-12-21T19:10:52+07:00;60a6cbb6ed9f9f6a846e4199;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;4;A2SKJ006;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL DEPOK;BOGOR;BOGOR;DEP;0;IN120658687;2021-10-21T22:50:05+07:00;2021-12-26T13:11:10+07:00;;;;;1;;;;;;;;;;,,,,
18990304;nama teknisi;xxxx@email.com;88888888888;0,213194444;6;6;0;5;2021-10-21T22:50:05+07:00;21/10/2021;Okt-21;2021-10-21T22:50:05+07:00;60a6d562ed9f9f6a84c67408;xxxx@email.com;nama pelanggan;88888888888;121xxxxxxx;5;A2DEP009;Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL DEPOK;BOGOR;BOGOR;DEP;0;IN112521135;2021-10-21T22:50:05+07:00;2021-12-26T13:11:10+07:00;;;;;1;;;;;;;;;;,,,,
18990304;nama teknisi;xxxx@email.com;88888888888;0,213194444;6;6;0;5;2021-10-30T08:58:31+07:00;30/10/2021;Okt-21;2021-10-30T08:58:31+07:00;6168fc5f68683b001c7e1fa1;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;A2SKJ006;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;;BOGOR;BOGOR;DEP;0;IN112950748;2021-10-21T22:50:05+07:00;2021-12-26T13:11:10+07:00;;;;;1;;;;;;;;;;
18990304;nama teknisi;xxxx@email.com;88888888888;0,213194444;6;6;0;5;2021-11-12T11:10:18+07:00;12/11/2021;Nov-21;2021-11-12T11:10:18+07:00;60a6d57fed9f9f6a84c7b196;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;A2SKJ006;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL DEPOK;BOGOR;BOGOR;DEP;0;IN116564340;2021-10-21T22:50:05+07:00;2021-12-26T13:11:10+07:00;;;;;1;;;;;;;;;;
18990304;nama teknisi;xxxx@email.com;88888888888;0,213194444;6;6;0;5;2021-12-26T13:11:10+07:00;26/12/2021;Des-21;2021-12-26T13:11:10+07:00;60a6c792ed9f9f6a8442f556;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;A2DEP45;Datang tepat waktu,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL DEPOK;BOGOR;BOGOR;DEP;0;IN121695176;2021-10-21T22:50:05+07:00;2021-12-26T13:11:10+07:00;;;;;1;;;;;;;;;;,,,
16860453;nama teknisi;xxxx@email.com;88888888888;5;1;1;0;;2021-10-22T01:34:44+07:00;22/10/2021;Okt-21;2021-10-22T01:34:44+07:00;60a6cd0fed9f9f6a84798293;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;F2TGA333;Menjelaskan penyebab gangguan;;;REGIONAL 2;DATEL JAKARTA BARAT;JAKARTA BARAT;JAKARTA BARAT;TGA;0;IN113577032;2021-10-22T01:34:44+07:00;2021-10-22T01:34:44+07:00;;;;;;1;;;;;;;;;,,,,,
ASEP25051978;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-10-22T05:03:13+07:00;22/10/2021;Okt-21;2021-10-22T05:03:13+07:00;60a6c8d6ed9f9f6a84513d5a;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA26G;Datang tepat waktu;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN113056697;2021-10-22T05:03:13+07:00;2022-01-05T15:26:36+07:00;;;;;;;;;;;;;;;,,,,,
ASEP25051978;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2021-10-24T16:51:11+07:00;24/10/2021;Okt-21;2021-10-24T16:51:11+07:00;60a6d89ded9f9f6a84e5576b;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA33G;Datang tepat waktu,Ramah,Menjelaskan penyebab gangguan,Penampilan/ seragam teknisi rapi,Menyelesaikan gangguan dengan cepat;;;REGIONAL 2;DATEL KARAWANG;KARAWANG;KARAWANG;KRW;0;IN113887716;2021-10-22T05:03:13+07:00;2022-01-05T15:26:36+07:00;;;;;;;;;;;;;;;,
ASEP25051978;nama teknisi;xxxx@email.com;88888888888;05.00;3;3;0;3;2022-01-05T15:26:36+07:00;05/01/2022;Jan-22;2022-01-05T15:26:36+07:00;60a6c557ed9f9f6a842ed7f3;xxxx@email.com;nama pelanggan;88888888888;122xxxxxxx;5;SKKWA98G;Penampilan/ seragam teknisi rapi;;;REGIONAL 2;JAWA BARAT;KARAWANG;KARAWANG;KRW;0;IN114455351;2021-10-22T05:03:13+07:00;2022-01-05T15:26:36+07:00;;;;;;;;;;;;;;;,,,,,
